level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Alpha
2516,5170,13243624,6,132440,Absent,49,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,17,15,Unicorn_Absent,-1,-1,0,60,0.90625,33.0,1.0,41.0,0.0,0.40625,RS,0.18322208643830706,,,,,,0,0
2518,5174,13243624,8,132440,Absent,57,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,17,15,Unicorn_Absent,-1,-1,0,109,0.90625,41.0,0.37037037037037035,52.0,0.0,0.578125,RS,0.149963012878635,0.90625,1.0,0.0,15,0.18322208643830706,0,0
2520,5176,13243624,9,132440,Absent,57,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,17,15,Unicorn_Absent,-1,-1,0,126,0.90625,41.0,1.0,52.0,0.17524841915085815,0.578125,RS,0.149963012878635,0.90625,0.37037037037037035,0.0,15,0.149963012878635,0,0
2522,5180,13243624,11,132440,Absent,35,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,27,5,Unicorn_Absent,-1,-1,0,185,0.96875,23.0,0.23076923076923078,32.0,0.17524841915085815,0.421875,RS,0.22999588864622464,0.90625,1.0,0.17524841915085815,15,0.149963012878635,0,0
2524,5182,13243624,12,132440,Absent,35,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,27,5,Unicorn_Absent,-1,-1,0,212,0.96875,23.0,1.0,32.0,0.0,0.421875,RS,0.22999588864622464,0.96875,0.23076923076923078,0.17524841915085815,5,0.22999588864622464,0,0
2526,5184,13243624,13,132440,Absent,35,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,27,5,Unicorn_Absent,-1,-1,0,239,0.96875,23.0,1.0,32.0,0.0,0.421875,RS,0.22999588864622464,0.96875,1.0,0.0,5,0.22999588864622464,0,0
2528,5186,13243624,14,132440,Absent,35,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,27,5,Unicorn_Absent,-1,-1,0,266,0.96875,23.0,1.0,32.0,0.08791208791208793,0.421875,RS,0.22999588864622464,0.96875,1.0,0.0,5,0.22999588864622464,0,0
2530,5188,13243624,15,132440,Absent,35,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,27,5,Unicorn_Absent,-1,-1,0,293,0.96875,23.0,1.0,32.0,0.08791208791208793,0.421875,RS,0.22999588864622464,0.96875,1.0,0.08791208791208793,5,0.22999588864622464,0,0
2532,5192,13243624,17,132440,Absent,35,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,27,5,Unicorn_Absent,-1,-1,0,251,0.96875,23.0,1.0,32.0,0.0,0.421875,RS,0.22999588864622464,0.96875,1.0,0.08791208791208793,5,0.22999588864622464,0,0
2534,5194,13243624,18,132440,Absent,35,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,27,5,Unicorn_Absent,-1,-1,0,278,0.96875,23.0,1.0,32.0,0.0,0.421875,RS,0.22999588864622464,0.96875,1.0,0.0,5,0.22999588864622464,0,0
