index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
2544,47264926,25,472635,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,NOTHING,2544,180,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1.0
2546,47264926,27,472635,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,2546,212,1.0,0.0,1.0,28.0,1.0,0.4375,1.0,0.4,1.0,0.0,0,1.0
2547,47264926,28,472635,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,2547,244,1.0,0.0,1.0,14.0,0.8947368421052632,0.21875,1.0,1.0,1.0,1.0,0,1.0
2548,47264926,29,472635,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,RS,2548,228,0.7,0.0,1.0,10.0,0.736842105263158,0.15625,1.0,1.0,1.0,0.8947368421052632,0,1.0
2551,47264926,32,472635,Absent,42,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,28,4,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,2551,256,0.975,28.0,0.0,35.0,0.05,0.484375,0.005034190088132767,0.7,1.0,0.736842105263158,0,1.0
2552,47264926,33,472635,Absent,54,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,2552,282,0.9625,33.0,0.4878048780487805,37.0,0.4378048780487805,0.484375,0.005537830714382473,0.975,0.0,0.05,4,0.005034190088132767
2554,47264926,35,472635,Absent,35,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,20,12,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,2554,302,0.925,25.0,0.4146341463414634,45.0,0.27949901120632825,0.515625,0.006737946999085467,0.9625,0.4878048780487805,0.4378048780487805,6,0.005537830714382473
2555,47264926,36,472635,Absent,33,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,2555,328,0.9625,23.0,0.23076923076923078,33.0,0.11449016100178892,0.421875,0.008264124158046258,0.925,0.4146341463414634,0.27949901120632825,12,0.006737946999085467
2556,47264926,37,472635,Absent,41,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,16,16,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,2556,344,0.9,29.0,0.20930232558139536,45.0,0.06644518272425251,0.453125,0.004584084770106734,0.9625,0.23076923076923078,0.11449016100178892,6,0.008264124158046258
2562,47264926,43,472635,Absent,30,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,UP,2562,370,0.9625,21.0,0.21951219512195122,30.0,0.04451219512195123,0.375,0.010228516799093708,0.9,0.20930232558139536,0.06644518272425251,16,0.004584084770106734
2563,47264926,44,472635,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,UP,UP,RS,2563,396,0.9625,32.0,0.2619047619047619,43.0,0.031135531135531136,0.578125,1.0,0.9625,0.21951219512195122,0.04451219512195123,6,0.010228516799093708
2566,47264926,47,472635,Absent,33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,18,14,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,2566,414,0.9125,26.0,0.2608695652173913,40.0,0.10702341137123744,0.40625,0.009182867495108389,0.9625,0.2619047619047619,0.031135531135531136,6,1.0
2568,47264926,49,472635,Absent,41,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,16,16,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,2568,430,0.9,32.0,0.1836734693877551,46.0,0.16516373991457048,0.46875,0.005034190088132767,0.9125,0.2608695652173913,0.10702341137123744,14,0.009182867495108389
2570,47264926,51,472635,Absent,61,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,30,2,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,2570,460,0.9875,42.0,0.39622641509433965,44.0,0.36592338479130937,0.65625,0.009182867495108389,0.9,0.1836734693877551,0.16516373991457048,16,0.005034190088132767
2572,47264926,53,472635,Absent,19,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,2572,492,1.0,15.0,0.2127659574468085,15.0,0.2127659574468085,0.234375,0.020796234419099814,0.9875,0.39622641509433965,0.36592338479130937,2,0.009182867495108389
2573,47264926,54,472635,Absent,39,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,2573,524,1.0,32.0,0.20512820512820512,32.0,0.7948717948717949,0.5,0.005034190088132767,1.0,0.2127659574468085,0.2127659574468085,0,0.020796234419099814
2574,47264926,55,472635,Absent,25,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,2574,556,1.0,22.0,0.35,22.0,0.65,0.34375,0.009182867495108389,1.0,0.20512820512820512,0.7948717948717949,0,0.005034190088132767
2575,47264926,56,472635,Absent,51,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,2575,588,1.0,32.0,0.2857142857142857,32.0,0.7142857142857143,0.5,0.005034190088132767,1.0,0.35,0.65,0,0.009182867495108389
2576,47264926,57,472635,Absent,42,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,-16,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,,2576,572,0.7,29.0,0.32608695652173914,29.0,0.6739130434782609,0.453125,0.006737946999085467,1.0,0.2857142857142857,0.7142857142857143,0,0.005034190088132767
2585,47264926,6,492698,Absent,43,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,21,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,2585,21,0.93125,29.0,0.2708333333333333,37.0,0.026041666666666685,0.40625,0.006737946999085467,,,,,
2589,47264926,10,492698,Absent,40,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,12,20,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RIGHT,2589,33,0.875,28.0,0.26666666666666666,47.0,0.08299319727891155,0.421875,0.005034190088132767,0.93125,0.2708333333333333,0.026041666666666685,11,0.006737946999085467
2591,47264926,12,492698,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,23,9,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,RIGHT,RS,2591,56,0.94375,32.0,0.30434782608695654,44.0,0.10434782608695653,0.546875,1.0,0.875,0.26666666666666666,0.08299319727891155,20,0.005034190088132767
2592,47264926,13,492698,Absent,22,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RIGHT,2592,82,0.9625,18.0,0.25,34.0,0.08783783783783783,0.4375,0.01436959609043909,0.94375,0.30434782608695654,0.10434782608695653,9,1.0
2594,47264926,15,492698,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,28,4,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,RIGHT,RS,2594,110,0.975,32.0,0.25,42.0,0.1590909090909091,0.59375,1.0,0.9625,0.25,0.08783783783783783,6,0.01436959609043909
2598,47264926,19,492698,Absent,48,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,23,9,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,2598,133,0.94375,38.0,0.37254901960784315,43.0,0.15515771526001707,0.53125,0.0061027272741740034,0.975,0.25,0.1590909090909091,4,1.0
2599,47264926,20,492698,Absent,52,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,15,17,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,NOTHING,2599,148,0.89375,35.0,0.40384615384615385,50.0,0.22435897435897437,0.515625,0.005537830714382473,0.94375,0.37254901960784315,0.15515771526001707,9,0.0061027272741740034
2601,47264926,22,492698,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,2601,180,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89375,0.40384615384615385,0.22435897435897437,17,0.005537830714382473
2602,47264926,23,492698,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,2602,212,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0
2603,47264926,24,492698,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,2603,244,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1.0
2604,47264926,25,492698,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,RS,2604,180,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1.0
2606,47264926,27,492698,Absent,37,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,32,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,2606,212,1.0,28.0,0.0,28.0,1.0,0.4375,0.0061027272741740034,0.4,1.0,0.0,0,1.0
2607,47264926,28,492698,Absent,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,32,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,2607,244,1.0,14.0,0.10526315789473684,14.0,0.8947368421052632,0.21875,0.023714766002371646,1.0,0.0,1.0,0,0.0061027272741740034
2608,47264926,29,492698,Absent,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,-16,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,2608,228,0.7,10.0,0.2631578947368421,10.0,0.736842105263158,0.15625,0.04232921962320499,1.0,0.10526315789473684,0.8947368421052632,0,0.023714766002371646
2611,47264926,32,492698,Absent,14,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,28,4,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,2611,256,0.975,11.0,0.05,35.0,0.05,0.484375,0.03627506129959581,0.7,0.2631578947368421,0.736842105263158,0,0.04232921962320499
2612,47264926,33,492698,Absent,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RIGHT,2612,282,0.9625,10.0,0.05,37.0,0.4378048780487805,0.484375,0.04232921962320499,0.975,0.05,0.05,4,0.03627506129959581
2614,47264926,35,492698,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,20,12,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,RIGHT,RS,2614,302,0.925,32.0,0.13513513513513514,45.0,0.27949901120632825,0.515625,1.0,0.9625,0.05,0.4378048780487805,6,0.04232921962320499
2615,47264926,36,492698,Absent,20,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,2615,328,0.9625,16.0,0.11627906976744186,33.0,0.11449016100178892,0.421875,0.01831563888873418,0.925,0.13513513513513514,0.27949901120632825,12,1.0
2616,47264926,37,492698,Absent,42,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,2616,344,0.9,32.0,0.14285714285714285,45.0,0.06644518272425251,0.453125,0.0034934892766462,0.9625,0.11627906976744186,0.11449016100178892,6,0.01831563888873418
2622,47264926,43,492698,Absent,19,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,2622,370,0.9625,15.0,0.175,30.0,0.04451219512195123,0.375,0.020796234419099814,0.9,0.14285714285714285,0.06644518272425251,16,0.0034934892766462
2623,47264926,44,492698,Absent,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,2623,396,0.9625,17.0,0.23076923076923078,43.0,0.031135531135531136,0.578125,0.016194143319162562,0.9625,0.175,0.04451219512195123,6,0.020796234419099814
2626,47264926,47,492698,Absent,37,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,18,14,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,2626,414,0.9125,28.0,0.15384615384615385,40.0,0.10702341137123744,0.40625,0.005034190088132767,0.9625,0.23076923076923078,0.031135531135531136,6,0.016194143319162562
2628,47264926,49,492698,Absent,43,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,16,16,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,2628,430,0.9,30.0,0.3488372093023256,46.0,0.16516373991457048,0.46875,0.009182867495108389,0.9125,0.15384615384615385,0.10702341137123744,14,0.005034190088132767
2630,47264926,51,492698,Absent,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,NOTHING,2630,460,0.9875,4.0,0.030303030303030304,44.0,0.36592338479130937,0.65625,0.1353352832366127,0.9,0.3488372093023256,0.16516373991457048,16,0.009182867495108389
2632,47264926,53,492698,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,2632,492,1.0,0.0,0.0,15.0,0.2127659574468085,0.234375,1.0,0.9875,0.030303030303030304,0.36592338479130937,2,0.1353352832366127
2633,47264926,54,492698,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,2633,524,1.0,0.0,1.0,32.0,0.7948717948717949,0.5,1.0,1.0,0.0,0.2127659574468085,0,1.0
2634,47264926,55,492698,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,2634,556,1.0,0.0,1.0,22.0,0.65,0.34375,1.0,1.0,1.0,0.7948717948717949,0,1.0
2635,47264926,56,492698,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,2635,588,1.0,0.0,1.0,32.0,0.7142857142857143,0.5,1.0,1.0,1.0,0.65,0,1.0
2636,47264926,57,492698,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,,2636,572,0.7,0.0,1.0,29.0,0.6739130434782609,0.453125,1.0,1.0,1.0,0.7142857142857143,0,1.0
2642,47604450,3,445005,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,UP,2642,-44,0.4,0.0,0.0,36.0,0.2558139534883721,0.5625,1.0,,,,,
2644,47604450,5,445005,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,UP,UP,DOWN,2644,-14,0.9875,32.0,0.0,34.0,0.05263157894736842,0.5,1.0,0.4,0.0,0.2558139534883721,0,1.0
2645,47604450,6,445005,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,DOWN,DOWN,2645,17,0.99375,32.0,0.0,32.0,0.0,0.484375,1.0,0.9875,0.0,0.05263157894736842,2,1.0
2646,47604450,7,445005,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,DOWN,DOWN,2646,49,1.0,32.0,1.0,64.0,1.0,1.0,1.0,0.99375,0.0,0.0,1,1.0
