index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
3,10965778,4,109607,Absent,28,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,3,54,0.9625,21.0,0.23076923076923078,29.0,0.15182186234817815,0.359375,0.010228516799093708,,,,,
4,10965778,5,109607,Absent,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,27,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,NOTHING,4,81,0.96875,7.0,0.07692307692307693,34.0,0.04502814258911819,0.453125,0.07095202666684558,0.9625,0.23076923076923078,0.15182186234817815,6,0.010228516799093708
5,10965778,6,109607,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,DOWN,5,49,0.6,0.0,0.0,27.0,0.2826086956521739,0.421875,1.0,0.96875,0.07692307692307693,0.04502814258911819,5,0.07095202666684558
9,10965778,10,109607,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,4,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,DOWN,RS,9,77,0.975,32.0,0.0,32.0,0.0,0.4375,1.0,0.6,0.0,0.2826086956521739,0,1.0
10,10965778,11,109607,Absent,19,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,24,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,10,101,0.95,16.0,0.2,40.0,0.07500000000000001,0.5,0.01831563888873418,0.975,0.0,0.0,4,1.0
11,10965778,12,109607,Absent,19,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,11,130,0.98125,16.0,0.18518518518518517,34.0,0.019360269360269383,0.484375,0.01831563888873418,0.95,0.2,0.07500000000000001,8,0.01831563888873418
12,10965778,13,109607,Absent,35,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,DOWN,12,159,0.98125,26.0,0.3125,28.0,0.22916666666666669,0.390625,0.007454186295369829,0.98125,0.18518518518518517,0.019360269360269383,3,0.01831563888873418
13,10965778,14,109607,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,13,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,DOWN,RS,13,178,0.91875,32.0,0.1836734693877551,52.0,0.12811791383219956,0.609375,1.0,0.98125,0.3125,0.22916666666666669,3,0.007454186295369829
15,10965778,16,109607,Absent,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,15,101,0.31875,3.0,0.0,6.0,0.02857142857142857,0.09375,0.17692120631776423,0.91875,0.1836734693877551,0.12811791383219956,13,1.0
17,10965778,18,109607,Absent,17,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,17,125,0.95,15.0,0.058823529411764705,45.0,0.007541478129713425,0.578125,0.020796234419099814,0.31875,0.0,0.02857142857142857,0,0.17692120631776423
18,10965778,19,109607,Absent,24,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,22,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,18,147,0.9375,22.0,0.1935483870967742,35.0,0.07728494623655913,0.390625,0.009182867495108389,0.95,0.058823529411764705,0.007541478129713425,8,0.020796234419099814
21,10965778,22,109607,Absent,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,21,177,0.9875,3.0,0.0,28.0,0.16279069767441862,0.40625,0.17692120631776423,0.9375,0.1935483870967742,0.07728494623655913,10,0.009182867495108389
25,10965778,26,109607,Absent,60,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,-4,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,25,173,0.775,39.0,0.024390243902439025,43.0,0.044575273338940284,0.671875,0.006737946999085467,0.9875,0.0,0.16279069767441862,2,0.17692120631776423
29,10965778,30,109607,Absent,53,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,25,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,29,198,0.95625,34.0,0.37735849056603776,38.0,0.37735849056603776,0.484375,0.005034190088132767,0.775,0.024390243902439025,0.044575273338940284,0,0.006737946999085467
31,10965778,32,109607,Absent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,UP,31,174,0.65,1.0,0.029411764705882353,33.0,0.1650326797385621,0.515625,0.36787944117144233,0.95625,0.37735849056603776,0.37735849056603776,7,0.005034190088132767
34,10965778,35,109607,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,UP,UP,RS,34,192,0.9125,32.0,0.03125,41.0,0.24781976744186046,0.421875,1.0,0.65,0.029411764705882353,0.1650326797385621,0,0.36787944117144233
35,10965778,36,109607,Absent,31,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,22,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,DOWN,35,214,0.9375,24.0,0.2727272727272727,37.0,0.02948402948402945,0.421875,0.007454186295369829,0.9125,0.03125,0.24781976744186046,14,1.0
39,10965778,40,109607,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,7,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,DOWN,RS,39,239,0.95625,32.0,0.2727272727272727,35.0,0.09415584415584413,0.4375,1.0,0.9375,0.2727272727272727,0.02948402948402945,10,0.007454186295369829
42,10965778,43,109607,Absent,33,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-64,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,42,175,0.4,25.0,0.29545454545454547,25.0,0.29545454545454547,0.390625,0.006737946999085467,0.95625,0.2727272727272727,0.09415584415584413,7,1.0
44,10965778,45,109607,Absent,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,44,111,0.4,2.0,0.038461538461538464,2.0,0.9615384615384616,0.03125,0.2431167344342142,0.4,0.29545454545454547,0.29545454545454547,0,0.006737946999085467
46,10965778,47,109607,Absent,43,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,22,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,46,133,0.9375,33.0,0.029411764705882353,39.0,0.029411764705882353,0.453125,0.006737946999085467,0.4,0.038461538461538464,0.9615384615384616,0,0.2431167344342142
49,10965778,50,109607,Absent,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,49,159,0.9625,14.0,0.09302325581395349,38.0,0.028927963698241632,0.5,0.023714766002371646,0.9375,0.029411764705882353,0.029411764705882353,10,0.006737946999085467
50,10965778,51,109607,Absent,61,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,12,20,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,50,171,0.875,40.0,0.2,57.0,0.1673469387755102,0.578125,0.007454186295369829,0.9625,0.09302325581395349,0.028927963698241632,6,0.023714766002371646
54,10965778,55,109607,Absent,31,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,20,12,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,54,191,0.925,24.0,0.2549019607843137,35.0,0.0784313725490196,0.359375,0.007454186295369829,0.875,0.2,0.1673469387755102,20,0.007454186295369829
55,10965778,56,109607,Absent,45,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,19,13,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,55,210,0.91875,30.0,0.2,42.0,0.0972972972972973,0.453125,0.005034190088132767,0.925,0.2549019607843137,0.0784313725490196,12,0.007454186295369829
58,10965778,59,109607,Absent,40,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,19,13,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,,58,229,0.91875,30.0,0.30434782608695654,49.0,0.008893280632411071,0.5625,0.005034190088132767,0.91875,0.2,0.0972972972972973,13,0.005034190088132767
63,10965778,4,577899,Absent,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RIGHT,63,54,0.9625,14.0,0.07894736842105263,29.0,0.15182186234817815,0.359375,0.023714766002371646,,,,,
64,10965778,5,577899,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,27,5,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,RIGHT,RS,64,81,0.96875,32.0,0.12195121951219512,34.0,0.04502814258911819,0.453125,1.0,0.9625,0.07894736842105263,0.15182186234817815,6,0.023714766002371646
65,10965778,6,577899,Absent,38,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,-32,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,65,49,0.6,27.0,0.2826086956521739,27.0,0.2826086956521739,0.421875,0.005537830714382473,0.96875,0.12195121951219512,0.04502814258911819,5,1.0
69,10965778,10,577899,Absent,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,DOWN,69,77,0.975,4.0,0.0,32.0,0.0,0.4375,0.1353352832366127,0.6,0.2826086956521739,0.2826086956521739,0,0.005537830714382473
70,10965778,11,577899,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,8,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,DOWN,RS,70,101,0.95,32.0,0.125,40.0,0.07500000000000001,0.5,1.0,0.975,0.0,0.0,4,0.1353352832366127
71,10965778,12,577899,Absent,27,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,29,3,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,71,130,0.98125,21.0,0.20454545454545456,34.0,0.019360269360269383,0.484375,0.010228516799093708,0.95,0.125,0.07500000000000001,8,1.0
72,10965778,13,577899,Absent,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,72,159,0.98125,5.0,0.08333333333333333,28.0,0.22916666666666669,0.390625,0.10687792566038574,0.98125,0.20454545454545456,0.019360269360269383,3,0.010228516799093708
73,10965778,14,577899,Absent,44,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,19,13,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,73,178,0.91875,33.0,0.05555555555555555,52.0,0.12811791383219956,0.609375,0.006737946999085467,0.98125,0.08333333333333333,0.22916666666666669,3,0.10687792566038574
75,10965778,16,577899,Absent,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-77,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,75,101,0.31875,3.0,0.02857142857142857,6.0,0.02857142857142857,0.09375,0.17692120631776423,0.91875,0.05555555555555555,0.12811791383219956,13,0.006737946999085467
77,10965778,18,577899,Absent,61,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,24,8,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,77,125,0.95,38.0,0.05128205128205128,45.0,0.007541478129713425,0.578125,0.007454186295369829,0.31875,0.02857142857142857,0.02857142857142857,0,0.17692120631776423
78,10965778,19,577899,Absent,29,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,22,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,78,147,0.9375,23.0,0.2708333333333333,35.0,0.07728494623655913,0.390625,0.008264124158046258,0.95,0.05128205128205128,0.007541478129713425,8,0.007454186295369829
81,10965778,22,577899,Absent,36,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,30,2,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,81,177,0.9875,27.0,0.16279069767441862,28.0,0.16279069767441862,0.40625,0.005537830714382473,0.9375,0.2708333333333333,0.07728494623655913,10,0.008264124158046258
85,10965778,26,577899,Absent,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,85,173,0.775,4.0,0.06896551724137931,43.0,0.044575273338940284,0.671875,0.1353352832366127,0.9875,0.16279069767441862,0.16279069767441862,2,0.005537830714382473
89,10965778,30,577899,Absent,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,25,7,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,LEFT,89,198,0.95625,11.0,0.0,38.0,0.37735849056603776,0.484375,0.03627506129959581,0.775,0.06896551724137931,0.044575273338940284,0,0.1353352832366127
91,10965778,32,577899,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-24,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,LEFT,RS,91,174,0.65,32.0,0.19444444444444445,33.0,0.1650326797385621,0.515625,1.0,0.95625,0.0,0.37735849056603776,7,0.03627506129959581
94,10965778,35,577899,Absent,33,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,18,14,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,94,192,0.9125,23.0,0.27906976744186046,41.0,0.24781976744186046,0.421875,0.008264124158046258,0.65,0.19444444444444445,0.1650326797385621,0,1.0
95,10965778,36,577899,Absent,26,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,22,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,95,214,0.9375,23.0,0.24324324324324326,37.0,0.02948402948402945,0.421875,0.008264124158046258,0.9125,0.27906976744186046,0.24781976744186046,14,0.008264124158046258
99,10965778,40,577899,Absent,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,25,7,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,NOTHING,99,239,0.95625,10.0,0.17857142857142858,35.0,0.09415584415584413,0.4375,0.04232921962320499,0.9375,0.24324324324324326,0.02948402948402945,10,0.008264124158046258
102,10965778,43,577899,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,NOTHING,102,175,0.4,0.0,0.0,25.0,0.29545454545454547,0.390625,1.0,0.95625,0.17857142857142858,0.09415584415584413,7,0.04232921962320499
104,10965778,45,577899,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,RS,104,111,0.4,0.0,1.0,2.0,0.9615384615384616,0.03125,1.0,0.4,0.0,0.29545454545454547,0,1.0
106,10965778,47,577899,Absent,20,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,22,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,106,133,0.9375,16.0,0.0,39.0,0.029411764705882353,0.453125,0.01831563888873418,0.4,1.0,0.9615384615384616,0,1.0
109,10965778,50,577899,Absent,57,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,109,159,0.9625,30.0,0.12195121951219512,38.0,0.028927963698241632,0.5,0.004180913251655786,0.9375,0.0,0.029411764705882353,10,0.01831563888873418
110,10965778,51,577899,Absent,61,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,12,20,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,110,171,0.875,37.0,0.3673469387755102,57.0,0.1673469387755102,0.578125,0.005537830714382473,0.9625,0.12195121951219512,0.028927963698241632,6,0.004180913251655786
114,10965778,55,577899,Absent,30,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,20,12,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,114,191,0.925,23.0,0.3333333333333333,35.0,0.0784313725490196,0.359375,0.008264124158046258,0.875,0.3673469387755102,0.1673469387755102,20,0.005537830714382473
115,10965778,56,577899,Absent,29,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,19,13,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,UP,115,210,0.91875,25.0,0.2972972972972973,42.0,0.0972972972972973,0.453125,0.006737946999085467,0.925,0.3333333333333333,0.0784313725490196,12,0.008264124158046258
