level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo
21073,0,8897460638,14,889742,Absent,58,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,30,2,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,21073,0,26.201268357810413,26.201268357810413,76,0.9875,29,1.0,32.0,0.9428571428571428,0.46875,0.91875,0.20512820512820512,0.20303506017791734,13.0,ALL
21074,0,8897460638,15,889742,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,ALL,21074,0,26.201268357810413,26.201268357810413,76,0.8,64,0.453125,64.0,0.3648897058823529,0.5,0.9875,1.0,0.9428571428571428,2.0,NOTHING
21075,0,8897460638,16,889742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,21075,0,26.201268357810413,-64.0,12,0.4,0,0.0,24.0,0.3023255813953488,0.375,0.8,0.453125,0.3648897058823529,32.0,OUT
21077,0,8897460638,18,889742,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,20,12,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,21077,0,26.201268357810413,-64.0,32,0.925,28,0.0,45.0,0.2926829268292683,0.515625,0.4,0.0,0.3023255813953488,0.0,UP
21079,0,8897460638,20,889742,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,UP,21079,0,26.201268357810413,26.201268357810413,32,0.8,32,0.30434782608695654,64.0,0.14877717391304346,0.5,0.925,0.0,0.2926829268292683,12.0,OUT
21080,0,8897460638,21,889742,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,28,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,21080,0,26.201268357810413,32.0,36,0.825,28,0.30434782608695654,28.0,0.13315217391304346,0.0,0.8,0.30434782608695654,0.14877717391304346,32.0,IN
21082,0,8897460638,23,889742,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,7,Unicorn_Present,IN,21082,0,26.201268357810413,26.333333333333332,50,0.8875,36,0.0,50.0,0.30434782608695654,0.5,0.825,0.30434782608695654,0.13315217391304346,28.0,RS
21086,0,8897460638,27,889742,Absent,51,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,24,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,21086,0,26.201268357810413,0.0,74,0.95,35,0.3148148148148148,45.0,0.07407407407407407,0.578125,0.8875,0.0,0.30434782608695654,18.0,RIGHT
21088,0,8897460638,29,889742,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,22,10,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,21088,0,26.201268357810413,26.201268357810413,96,0.9375,32,0.3958333333333333,44.0,0.21936274509803919,0.53125,0.95,0.3148148148148148,0.07407407407407407,8.0,RS
21089,0,8897460638,30,889742,Absent,42,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,21,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,21089,0,26.201268357810413,26.201268357810413,117,0.93125,31,0.3404255319148936,42.0,0.6595744680851063,0.484375,0.9375,0.3958333333333333,0.21936274509803919,10.0,RS
21090,0,8897460638,31,889742,Absent,14,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,21090,0,26.201268357810413,16.0,144,0.96875,14,0.25,25.0,0.1323529411764706,0.3125,0.93125,0.3404255319148936,0.6595744680851063,11.0,RIGHT
21092,0,8897460638,33,889742,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,19,13,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,21092,0,26.201268357810413,26.201268357810413,163,0.91875,32,0.21052631578947367,47.0,0.05263157894736842,0.53125,0.96875,0.25,0.1323529411764706,5.0,OUT
21093,0,8897460638,34,889742,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,21093,0,26.201268357810413,27.5,181,0.9125,28,0.30434782608695654,46.0,0.028985507246376774,0.5,0.91875,0.21052631578947367,0.05263157894736842,13.0,LEFT
21096,0,8897460638,37,889742,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,12,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,LEFT,21096,0,26.201268357810413,26.201268357810413,201,0.925,32,0.30434782608695654,45.0,0.03768115942028988,0.515625,0.9125,0.30434782608695654,0.028985507246376774,14.0,RIGHT
21097,0,8897460638,38,889742,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16,16,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,21097,0,26.201268357810413,26.201268357810413,217,0.9,32,0.0,48.0,0.29545454545454547,0.5,0.925,0.30434782608695654,0.03768115942028988,12.0,RS
21098,0,8897460638,39,889742,Absent,59,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,19,13,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,21098,0,26.201268357810413,26.201268357810413,236,0.91875,40,0.38461538461538464,53.0,0.09572649572649577,0.625,0.9,0.0,0.29545454545454547,16.0,OUT
21099,0,8897460638,40,889742,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,28,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,21099,0,26.201268357810413,28.0,240,0.825,28,0.4166666666666667,28.0,0.16085271317829458,0.0,0.91875,0.38461538461538464,0.09572649572649577,13.0,RS
21101,0,8897460638,42,889742,Absent,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,21101,0,26.201268357810413,32.0,265,0.95625,7,0.09375,64.0,0.34375,0.890625,0.825,0.4166666666666667,0.16085271317829458,28.0,RS
21103,0,8897460638,44,889742,Absent,24,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,20,12,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,21103,0,26.201268357810413,25.0,285,0.925,18,0.041666666666666664,48.0,0.6145833333333334,0.5625,0.95625,0.09375,0.34375,7.0,RS
21106,0,8897460638,47,889742,Absent,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,21106,0,26.201268357810413,26.201268357810413,314,0.98125,7,0.041666666666666664,36.0,0.35455974842767296,0.515625,0.925,0.041666666666666664,0.6145833333333334,12.0,RS
21107,0,8897460638,48,889742,Absent,36,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,21,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,21107,0,26.201268357810413,26.201268357810413,335,0.93125,28,0.06060606060606061,38.0,0.1719520789288231,0.421875,0.98125,0.041666666666666664,0.35455974842767296,3.0,RS
21108,0,8897460638,49,889742,Absent,36,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,21,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,21108,0,26.201268357810413,32.0,356,0.93125,28,1.0,38.0,0.0,0.421875,0.93125,0.06060606060606061,0.1719520789288231,11.0,NOTHING
21110,0,8897460638,51,889742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,21110,0,26.201268357810413,26.201268357810413,388,1.0,0,0.0,14.0,0.12903225806451613,0.21875,0.93125,1.0,0.0,11.0,NOTHING
21111,0,8897460638,52,889742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,21111,0,26.201268357810413,26.201268357810413,420,1.0,0,1.0,14.0,0.0,0.21875,1.0,0.0,0.12903225806451613,0.0,NOTHING
21112,0,8897460638,53,889742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,21112,0,26.201268357810413,26.201268357810413,452,1.0,0,1.0,14.0,0.0,0.21875,1.0,1.0,0.0,0.0,NOTHING
21113,0,8897460638,54,889742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,21113,0,26.201268357810413,26.201268357810413,484,1.0,0,1.0,14.0,0.0,0.21875,1.0,1.0,0.0,0.0,NOTHING
21114,0,8897460638,55,889742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,21114,0,26.201268357810413,26.201268357810413,516,1.0,0,1.0,14.0,0.0,0.21875,1.0,1.0,0.0,0.0,NOTHING
21115,0,8897460638,56,889742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,21115,0,26.201268357810413,26.201268357810413,548,1.0,0,1.0,40.0,0.7727272727272727,0.625,1.0,1.0,0.0,0.0,NOTHING
21116,0,8897460638,57,889742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,21116,0,26.201268357810413,-16.0,532,0.7,0,1.0,40.0,0.0,0.625,1.0,1.0,0.7727272727272727,0.0,
21123,0,8951068690,4,89510,Absent,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,21123,0,26.201268357810413,26.201268357810413,60,1.0,5,0.045454545454545456,5.0,0.045454545454545456,0.078125,,,,,RS
21124,0,8951068690,5,89510,Absent,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,21124,0,26.201268357810413,-45.0,15,0.51875,5,1.0,5.0,0.0,0.078125,1.0,0.045454545454545456,0.045454545454545456,0.0,IN
21129,0,8951068690,10,89510,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,IN,21129,0,26.201268357810413,26.201268357810413,46,0.99375,36,0.05128205128205128,40.0,0.05128205128205128,0.609375,0.51875,1.0,0.0,0.0,IN
21130,0,8951068690,11,89510,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,IN,21130,0,26.201268357810413,26.201268357810413,60,0.8875,36,1.0,46.0,0.935483870967742,0.4375,0.99375,0.05128205128205128,0.05128205128205128,1.0,RS
21131,0,8951068690,12,89510,Absent,48,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,-3,35,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,21131,0,26.201268357810413,26.201268357810413,57,0.78125,35,0.36538461538461536,64.0,0.07211538461538464,0.453125,0.8875,1.0,0.935483870967742,18.0,RS
21132,0,8951068690,13,89510,Absent,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,21,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,21132,0,26.201268357810413,24.0,78,0.93125,11,0.1794871794871795,64.0,0.8205128205128205,0.828125,0.78125,0.36538461538461536,0.07211538461538464,35.0,UP
21136,0,8951068690,17,89510,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,UP,21136,0,26.201268357810413,26.201268357810413,78,0.8,32,0.023809523809523808,64.0,0.9761904761904762,0.5,0.93125,0.1794871794871795,0.8205128205128205,11.0,RS
21137,0,8951068690,18,89510,Absent,31,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-64,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,21137,0,26.201268357810413,-64.0,14,0.4,25,0.3902439024390244,25.0,0.3902439024390244,0.390625,0.8,0.023809523809523808,0.9761904761904762,32.0,DOWN
21140,0,8951068690,21,89510,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,3,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,21140,0,26.201268357810413,26.201268357810413,43,0.98125,32,0.1875,33.0,0.1875,0.46875,0.4,0.3902439024390244,0.3902439024390244,0.0,RS
21141,0,8951068690,22,89510,Absent,50,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,16,16,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,21141,0,26.201268357810413,26.201268357810413,59,0.9,36,0.4166666666666667,52.0,0.3880952380952381,0.5625,0.98125,0.1875,0.1875,3.0,RS
21142,0,8951068690,23,89510,Absent,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,28,2,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,21142,0,26.201268357810413,28.5,87,0.975,20,0.3023255813953488,24.0,0.1846785225718194,0.34375,0.9,0.4166666666666667,0.3880952380952381,16.0,ALL
21145,0,8951068690,26,89510,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,13,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,ALL,21145,0,26.201268357810413,26.201268357810413,106,0.91875,64,0.3125,64.0,0.2569444444444444,0.796875,0.975,0.3023255813953488,0.1846785225718194,2.0,RS
21146,0,8951068690,27,89510,Absent,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-77,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,21146,0,26.201268357810413,-77.0,29,0.31875,8,0.125,21.0,0.875,0.328125,0.91875,0.3125,0.2569444444444444,13.0,RS
21148,0,8951068690,29,89510,Absent,30,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,21148,0,26.201268357810413,26.201268357810413,55,0.9625,24,0.03225806451612903,42.0,0.16129032258064516,0.5625,0.31875,0.125,0.875,0.0,ALL
21149,0,8951068690,30,89510,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,24,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,ALL,21149,0,26.201268357810413,26.201268357810413,63,0.85,64,0.375,64.0,0.625,0.625,0.9625,0.03225806451612903,0.16129032258064516,6.0,IN
21150,0,8951068690,31,89510,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-4,36,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,IN,21150,0,26.201268357810413,26.201268357810413,59,0.775,36,0.5625,64.0,0.1875,0.4375,0.85,0.375,0.625,24.0,RIGHT
21151,0,8951068690,32,89510,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,21151,0,26.201268357810413,26.201268357810413,59,0.8,32,0.36,64.0,0.64,0.5,0.775,0.5625,0.1875,36.0,RS
21152,0,8951068690,33,89510,Absent,25,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,21152,0,26.201268357810413,-4.0,85,0.9625,22,0.2558139534883721,29.0,0.0526889534883721,0.359375,0.8,0.36,0.64,32.0,RS
21154,0,8951068690,35,89510,Absent,55,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,-4,36,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,21154,0,26.201268357810413,26.0,81,0.775,36,0.1836734693877551,64.0,0.01945153061224489,0.4375,0.9625,0.2558139534883721,0.0526889534883721,6.0,NOTHING
21156,0,8951068690,37,89510,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,21156,0,26.201268357810413,26.201268357810413,113,1.0,0,0.0,28.0,0.4375,0.4375,0.775,0.1836734693877551,0.01945153061224489,36.0,NOTHING
21157,0,8951068690,38,89510,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,21157,0,26.201268357810413,26.201268357810413,145,1.0,0,1.0,28.0,0.0,0.4375,1.0,0.0,0.4375,0.0,NOTHING
21158,0,8951068690,39,89510,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,21158,0,26.201268357810413,26.201268357810413,177,1.0,0,1.0,28.0,0.0,0.4375,1.0,1.0,0.0,0.0,NOTHING
