level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo
737,0,1133440395,18,113343,Absent,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,737,0,26.201268357810413,26.201268357810413,-8,0.9625,8,0.0,38.0,0.05555555555555555,0.5,0.4,0.0,0.0,0.0,NOTHING
738,0,1133440395,19,113343,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,738,0,26.201268357810413,26.201268357810413,24,1.0,0,0.0,32.0,0.36,0.5,0.9625,0.0,0.05555555555555555,6.0,NOTHING
739,0,1133440395,20,113343,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,739,0,26.201268357810413,32.0,56,1.0,0,1.0,32.0,0.0,0.5,1.0,0.0,0.36,0.0,NOTHING
741,0,1133440395,22,113343,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,741,0,26.201268357810413,32.0,88,1.0,0,1.0,32.0,0.0,0.5,1.0,1.0,0.0,0.0,NOTHING
743,0,1133440395,24,113343,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,743,0,26.201268357810413,26.201268357810413,120,1.0,0,1.0,32.0,0.0,0.5,1.0,1.0,0.0,0.0,NOTHING
744,0,1133440395,25,113343,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,744,0,26.201268357810413,-64.0,56,0.4,0,1.0,32.0,0.0,0.5,1.0,1.0,0.0,0.0,LEFT
747,0,1133440395,28,113343,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,25,7,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,LEFT,747,0,26.201268357810413,26.201268357810413,81,0.95625,32,0.0,38.0,0.15384615384615385,0.484375,0.4,1.0,0.0,0.0,RS
748,0,1133440395,29,113343,Absent,24,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,21,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,748,0,26.201268357810413,-33.666666666666664,102,0.93125,20,0.40540540540540543,44.0,0.17463617463617465,0.515625,0.95625,0.0,0.15384615384615385,7.0,RS
752,0,1133440395,33,113343,Absent,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,752,0,26.201268357810413,-78.0,128,0.9625,15,0.12903225806451613,41.0,0.32748948106591863,0.546875,0.93125,0.40540540540540543,0.17463617463617465,11.0,RS
754,0,1133440395,35,113343,Absent,34,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,18,14,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,754,0,26.201268357810413,30.0,146,0.9125,27,0.16666666666666666,51.0,0.2058823529411765,0.578125,0.9625,0.12903225806451613,0.32748948106591863,6.0,RS
756,0,1133440395,37,113343,Absent,34,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,21,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,756,0,26.201268357810413,32.0,167,0.93125,27,1.0,44.0,0.6799999999999999,0.515625,0.9125,0.16666666666666666,0.2058823529411765,14.0,NOTHING
758,0,1133440395,39,113343,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,758,0,26.201268357810413,-64.0,103,0.4,0,0.0,22.0,0.25,0.34375,0.93125,1.0,0.6799999999999999,11.0,OUT
760,0,1133440395,41,113343,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,22,10,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,760,0,26.201268357810413,-67.5,125,0.9375,28,0.0,40.0,1.0,0.46875,0.4,0.0,0.25,0.0,UP
763,0,1133440395,44,113343,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,UP,763,0,26.201268357810413,26.201268357810413,143,0.9125,32,0.30434782608695654,46.0,0.05434782608695654,0.5,0.9375,0.0,1.0,10.0,RS
764,0,1133440395,45,113343,Absent,49,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,15,17,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,764,0,26.201268357810413,26.201268357810413,158,0.89375,31,0.4318181818181818,50.0,0.4318181818181818,0.515625,0.9125,0.30434782608695654,0.05434782608695654,14.0,RS
765,0,1133440395,46,113343,Absent,62,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,17,15,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,765,0,26.201268357810413,31.0,175,0.90625,38,0.46808510638297873,51.0,0.46808510638297873,0.5625,0.89375,0.4318181818181818,0.4318181818181818,17.0,RS
767,0,1133440395,48,113343,Absent,62,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,767,0,26.201268357810413,-70.0,201,0.9625,35,0.43137254901960786,39.0,0.3137254901960784,0.515625,0.90625,0.46808510638297873,0.46808510638297873,15.0,NOTHING
769,0,1133440395,50,113343,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,769,0,26.201268357810413,26.201268357810413,233,1.0,0,0.0,28.0,0.11764705882352941,0.4375,0.9625,0.43137254901960786,0.3137254901960784,6.0,NOTHING
770,0,1133440395,51,113343,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,770,0,26.201268357810413,-16.0,217,0.7,0,1.0,28.0,0.0,0.4375,1.0,0.0,0.11764705882352941,0.0,RS
773,0,1133440395,54,113343,Absent,25,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,22,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,773,0,26.201268357810413,26.201268357810413,239,0.9375,21,0.0,45.0,0.4418604651162791,0.546875,0.7,1.0,0.0,0.0,NOTHING
774,0,1133440395,55,113343,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,774,0,26.201268357810413,26.201268357810413,271,1.0,0,0.0,32.0,0.2222222222222222,0.5,0.9375,0.0,0.4418604651162791,10.0,NOTHING
775,0,1133440395,56,113343,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,775,0,26.201268357810413,-5.666666666666667,266,0.76875,0,1.0,32.0,0.0,0.5,1.0,0.0,0.2222222222222222,0.0,
786,0,1133440395,7,403958,Absent,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,28,4,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,786,0,26.201268357810413,-21.666666666666668,47,0.975,10,0.0851063829787234,38.0,0.13440581214322783,0.53125,,,,,RS
790,0,1133440395,11,403958,Absent,18,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,790,0,26.201268357810413,26.201268357810413,79,1.0,13,0.09523809523809523,13.0,0.09523809523809523,0.203125,0.975,0.0851063829787234,0.13440581214322783,4.0,RS
791,0,1133440395,12,403958,Absent,18,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-67,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,791,0,26.201268357810413,-67.5,12,0.38125,13,1.0,13.0,0.0,0.203125,1.0,0.09523809523809523,0.09523809523809523,0.0,OUT
794,0,1133440395,15,403958,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,8,Unicorn_Absent,OUT,794,0,26.201268357810413,26.201268357810413,30,0.9125,28,0.24242424242424243,46.0,0.24242424242424243,0.5,0.38125,1.0,0.0,0.0,RS
795,0,1133440395,16,403958,Absent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,795,0,26.201268357810413,-64.0,-34,0.4,2,0.0,2.0,0.0,0.03125,0.9125,0.24242424242424243,0.24242424242424243,14.0,IN
797,0,1133440395,18,403958,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,IN,797,0,26.201268357810413,26.201268357810413,-8,0.9625,36,0.05555555555555555,38.0,0.05555555555555555,0.5,0.4,0.0,0.0,0.0,DOWN
798,0,1133440395,19,403958,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,798,0,26.201268357810413,26.201268357810413,24,1.0,32,0.36,32.0,0.36,0.5,0.9625,0.05555555555555555,0.05555555555555555,6.0,DOWN
799,0,1133440395,20,403958,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,799,0,26.201268357810413,32.0,56,1.0,32,1.0,32.0,0.0,0.5,1.0,0.36,0.36,0.0,DOWN
801,0,1133440395,22,403958,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,801,0,26.201268357810413,32.0,88,1.0,32,1.0,32.0,0.0,0.5,1.0,1.0,0.0,0.0,DOWN
803,0,1133440395,24,403958,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,803,0,26.201268357810413,26.201268357810413,120,1.0,32,1.0,32.0,0.0,0.5,1.0,1.0,0.0,0.0,DOWN
804,0,1133440395,25,403958,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-64,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,804,0,26.201268357810413,-64.0,56,0.4,32,1.0,32.0,0.0,0.5,1.0,1.0,0.0,0.0,RS
807,0,1133440395,28,403958,Absent,13,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25,7,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,807,0,26.201268357810413,26.201268357810413,81,0.95625,13,0.15384615384615385,38.0,0.15384615384615385,0.484375,0.4,1.0,0.0,0.0,RS
808,0,1133440395,29,403958,Absent,53,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,21,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,808,0,26.201268357810413,-33.666666666666664,102,0.93125,35,0.23076923076923078,44.0,0.17463617463617465,0.515625,0.95625,0.15384615384615385,0.15384615384615385,7.0,LEFT
812,0,1133440395,33,403958,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,812,0,26.201268357810413,-78.0,128,0.9625,32,0.45652173913043476,41.0,0.32748948106591863,0.546875,0.93125,0.23076923076923078,0.17463617463617465,11.0,RS
814,0,1133440395,35,403958,Absent,59,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,18,14,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,814,0,26.201268357810413,30.0,146,0.9125,38,0.37254901960784315,51.0,0.2058823529411765,0.578125,0.9625,0.45652173913043476,0.32748948106591863,6.0,OUT
816,0,1133440395,37,403958,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,21,11,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,816,0,26.201268357810413,32.0,167,0.93125,28,0.32,44.0,0.6799999999999999,0.515625,0.9125,0.37254901960784315,0.2058823529411765,14.0,RS
818,0,1133440395,39,403958,Absent,26,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-64,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,818,0,26.201268357810413,-64.0,103,0.4,22,0.25,22.0,0.25,0.34375,0.93125,0.32,0.6799999999999999,11.0,RS
820,0,1133440395,41,403958,Absent,26,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,22,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,820,0,26.201268357810413,-67.5,125,0.9375,22,1.0,40.0,1.0,0.46875,0.4,0.25,0.25,0.0,OUT
823,0,1133440395,44,403958,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,8,Unicorn_Absent,OUT,823,0,26.201268357810413,26.201268357810413,143,0.9125,28,0.25,46.0,0.05434782608695654,0.5,0.9375,1.0,1.0,10.0,IN
824,0,1133440395,45,403958,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,15,17,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,IN,824,0,26.201268357810413,26.201268357810413,158,0.89375,36,0.0,50.0,0.4318181818181818,0.515625,0.9125,0.25,0.05434782608695654,14.0,OUT
825,0,1133440395,46,403958,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,17,15,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,825,0,26.201268357810413,31.0,175,0.90625,28,0.0,51.0,0.46808510638297873,0.5625,0.89375,0.0,0.4318181818181818,17.0,RS
827,0,1133440395,48,403958,Absent,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,827,0,26.201268357810413,-70.0,201,0.9625,10,0.11764705882352941,39.0,0.3137254901960784,0.515625,0.90625,0.0,0.46808510638297873,15.0,OUT
829,0,1133440395,50,403958,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,Unicorn_Absent,OUT,829,0,26.201268357810413,26.201268357810413,233,1.0,28,0.11764705882352941,28.0,0.11764705882352941,0.4375,0.9625,0.11764705882352941,0.3137254901960784,6.0,OUT
830,0,1133440395,51,403958,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-16,0,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,830,0,26.201268357810413,-16.0,217,0.7,28,1.0,28.0,0.0,0.4375,1.0,0.11764705882352941,0.11764705882352941,0.0,RS
833,0,1133440395,54,403958,Absent,41,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,22,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,833,0,26.201268357810413,26.201268357810413,239,0.9375,34,0.4418604651162791,45.0,0.4418604651162791,0.546875,0.7,1.0,0.0,0.0,DOWN
834,0,1133440395,55,403958,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,834,0,26.201268357810413,26.201268357810413,271,1.0,32,0.2222222222222222,32.0,0.2222222222222222,0.5,0.9375,0.4418604651162791,0.4418604651162791,10.0,DOWN
835,0,1133440395,56,403958,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,835,0,26.201268357810413,-5.666666666666667,266,0.76875,32,1.0,32.0,0.0,0.5,1.0,0.2222222222222222,0.2222222222222222,0.0,
842,0,1152574335,3,115254,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,-16,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,842,0,26.201268357810413,-16.0,-2,0.7,32,0.3333333333333333,32.0,0.3333333333333333,0.5,,,,,NOTHING
845,0,1152574335,6,115254,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,845,0,26.201268357810413,26.201268357810413,30,1.0,0,0.0,36.0,0.0,0.5625,0.7,0.3333333333333333,0.3333333333333333,0.0,NOTHING
846,0,1152574335,7,115254,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,846,0,26.201268357810413,-19.714285714285715,11,0.68125,0,1.0,36.0,0.0,0.5625,1.0,0.0,0.0,0.0,RS
