index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Gamma
3120,10307807,1,103011,Absent,37,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,28,4,Unicorn_Absent,-1,-1.0,0,28,0.975,28.0,1.0,33.0,0.0,0.453125,RS,,,,,,0.05,0.975
3128,10307807,5,103011,Absent,41,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,28,4,Unicorn_Absent,-1,-1.0,0,-172,0.975,31.0,0.2553191489361702,34.0,0.0,0.46875,RS,0.975,1.0,0.0,4,RS,0.05,0.975
3130,10307807,6,103011,Absent,38,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,17,15,Unicorn_Absent,-1,-1.0,0,-155,0.90625,27.0,0.28888888888888886,50.0,0.18865248226950354,0.546875,RS,0.975,0.2553191489361702,0.0,4,RS,0.05,0.975
3132,10307807,7,103011,Absent,38,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,16,16,Unicorn_Absent,-1,-1.0,0,-139,0.9,27.0,1.0,47.0,0.18865248226950354,0.484375,RS,0.90625,0.28888888888888886,0.18865248226950354,15,RS,0.05,0.975
3134,10307807,8,103011,Absent,38,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,19,13,Unicorn_Absent,-1,-1.0,0,-120,0.91875,27.0,1.0,46.0,0.135042735042735,0.515625,RS,0.9,1.0,0.18865248226950354,16,RS,0.05,0.975
3146,10307807,14,103011,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,14,18,Unicorn_Absent,-1,-1.0,8,-75,0.8875,28.0,0.25,48.0,0.135042735042735,0.46875,OUT,0.91875,1.0,0.135042735042735,13,RS,0.05,0.975
3156,10307807,19,103011,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,6,64,0.9125,32.0,0.30434782608695654,48.0,0.6785714285714286,0.53125,RIGHT,0.8875,0.25,0.135042735042735,18,OUT,0.05,0.975
3160,10307807,21,103011,Absent,37,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,19,13,Unicorn_Absent,-1,-1.0,0,101,0.91875,28.0,0.3333333333333333,47.0,0.6785714285714286,0.53125,RS,0.9125,0.30434782608695654,0.6785714285714286,14,RIGHT,0.05,0.975
3162,10307807,22,103011,Absent,37,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,28,4,Unicorn_Absent,-1,-1.0,0,129,0.975,28.0,1.0,31.0,0.64,0.421875,RS,0.91875,0.3333333333333333,0.6785714285714286,13,RS,0.05,0.975
3166,10307807,24,103011,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,16,Unicorn_Absent,-1,-1.0,5,78,0.9,32.0,0.2765957446808511,48.0,0.64,0.5,LEFT,0.975,1.0,0.64,4,RS,0.05,0.975
