index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Gamma
244,11723120,3,117256,Absent,17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,29,3,Unicorn_Absent,-1,-1.0,0,84,0.98125,15.0,1.0,31.0,0.0,0.4375,RS,,,,,,0.075,0.95
248,11723120,5,117256,Absent,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,5,Unicorn_Absent,-1,-1.0,0,143,0.96875,7.0,0.2222222222222222,40.0,0.0,0.546875,RS,0.98125,1.0,0.0,3,RS,0.075,0.95
250,11723120,6,117256,Absent,39,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,13,19,Unicorn_Absent,-1,-1.0,0,156,0.88125,29.0,0.09090909090909091,48.0,0.13492063492063494,0.453125,RS,0.96875,0.2222222222222222,0.0,5,RS,0.075,0.95
252,11723120,7,117256,Absent,39,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,183,0.96875,29.0,1.0,37.0,0.13492063492063494,0.5,RS,0.88125,0.09090909090909091,0.13492063492063494,19,RS,0.075,0.95
254,11723120,8,117256,Absent,39,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,209,0.9625,29.0,1.0,31.0,0.9090909090909091,0.390625,RS,0.96875,1.0,0.13492063492063494,5,RS,0.075,0.95
256,11723120,9,117256,Absent,59,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,26,6,Unicorn_Absent,-1,-1.0,0,235,0.9625,44.0,0.40384615384615385,46.0,0.9090909090909091,0.625,RS,0.9625,1.0,0.9090909090909091,6,RS,0.075,0.95
258,11723120,10,117256,Absent,62,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,20,12,Unicorn_Absent,-1,-1.0,0,255,0.925,40.0,0.5272727272727272,47.0,0.7560975609756098,0.546875,RS,0.9625,0.40384615384615385,0.9090909090909091,6,RS,0.075,0.95
260,11723120,11,117256,Absent,62,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,20,12,Unicorn_Absent,-1,-1.0,0,275,0.925,40.0,1.0,47.0,0.7560975609756098,0.546875,RS,0.925,0.5272727272727272,0.7560975609756098,12,RS,0.075,0.95
262,11723120,12,117256,Absent,30,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,29,3,Unicorn_Absent,-1,-1.0,0,304,0.98125,24.0,0.4222222222222222,36.0,0.95,0.515625,RS,0.925,1.0,0.7560975609756098,12,RS,0.075,0.95
268,11723120,15,117256,Absent,30,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,29,3,Unicorn_Absent,-1,-1.0,0,394,0.98125,24.0,1.0,29.0,0.95,0.40625,RS,0.98125,0.4222222222222222,0.95,3,RS,0.075,0.95
