level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Alpha
340,720,12052522,1,120581,Absent,39,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,15,17,Unicorn_Absent,-1,-1,0,15,0.89375,31.0,1.0,45.0,0.0,0.4375,RS,0.19336654922791888,,,,,,0.075,0
342,722,12052522,2,120581,Absent,39,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,31,Unicorn_Absent,-1,-1,0,16,0.80625,31.0,1.0,64.0,0.0,0.515625,RS,0.19336654922791888,0.89375,1.0,0.0,17,0.19336654922791888,0.075,0
344,726,12052522,4,120581,Absent,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1,0,77,0.98125,9.0,0.1111111111111111,34.0,0.515625,0.484375,RS,0.36972808936944906,0.80625,1.0,0.0,31,0.19336654922791888,0.075,0
346,734,12052522,8,120581,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1,4,89,0.9,32.0,0.1388888888888889,48.0,0.515625,0.5,UP,0.18818508442027443,0.98125,0.1111111111111111,0.515625,3,0.36972808936944906,0.075,0
348,738,12052522,10,120581,Absent,45,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,16,16,Unicorn_Absent,-1,-1,0,33,0.9,32.0,0.3333333333333333,48.0,0.3263888888888889,0.5,RS,0.17389813739634405,0.9,0.1388888888888889,0.515625,16,0.18818508442027443,0.075,0
350,746,12052522,14,120581,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,31,1,Unicorn_Absent,-1,-1,8,-134,0.99375,28.0,0.2765957446808511,31.0,0.3263888888888889,0.46875,OUT,0.2103787656745015,0.9,0.3333333333333333,0.3263888888888889,16,0.17389813739634405,0.075,0
352,750,12052522,16,120581,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,8,-84,0.9125,28.0,1.0,40.0,0.16545893719806765,0.40625,OUT,0.2103787656745015,0.99375,0.2765957446808511,0.3263888888888889,1,0.2103787656745015,0.075,0
354,752,12052522,17,120581,Absent,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1,0,-55,0.98125,8.0,0.125,37.0,0.16545893719806765,0.53125,RS,0.387250581508453,0.9125,1.0,0.16545893719806765,14,0.2103787656745015,0.075,0
356,758,12052522,20,120581,Absent,61,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,17,15,Unicorn_Absent,-1,-1,0,-76,0.90625,37.0,0.125,48.0,0.0,0.515625,RS,0.15734346296411772,0.98125,0.125,0.16545893719806765,3,0.387250581508453,0.075,0
358,760,12052522,21,120581,Absent,61,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,15,17,Unicorn_Absent,-1,-1,0,-61,0.89375,37.0,1.0,52.0,0.0,0.546875,RS,0.15734346296411772,0.90625,0.125,0.0,15,0.15734346296411772,0.075,0
360,764,12052522,23,120581,Absent,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26,6,Unicorn_Absent,-1,-1,0,-21,0.9625,13.0,0.19047619047619047,39.0,0.18568665377176016,0.515625,RS,0.3128926858743503,0.89375,1.0,0.0,17,0.15734346296411772,0.075,0
362,766,12052522,24,120581,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,Unicorn_Absent,-1,-1,4,-3,0.9125,32.0,0.18421052631578946,46.0,0.18568665377176016,0.5,UP,0.18818508442027443,0.9625,0.19047619047619047,0.18568665377176016,6,0.3128926858743503,0.075,0
364,776,12052522,29,120581,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Unicorn_Absent,-1,-1,4,119,0.8,32.0,1.0,32.0,0.9285714285714286,0.0,UP,0.18818508442027443,0.9125,0.18421052631578946,0.18568665377176016,14,0.18818508442027443,0.075,0
366,780,12052522,31,120581,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,16,Unicorn_Absent,-1,-1,5,164,0.9,32.0,0.3333333333333333,48.0,0.9285714285714286,0.5,LEFT,0.18818508442027443,0.8,1.0,0.9285714285714286,32,0.18818508442027443,0.075,0
368,782,12052522,32,120581,Absent,53,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,14,18,Unicorn_Absent,-1,-1,0,178,0.8875,34.0,0.32,48.0,0.1358695652173913,0.46875,RS,0.16951329224194475,0.9,0.3333333333333333,0.9285714285714286,16,0.18818508442027443,0.075,0
370,784,12052522,33,120581,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,210,1.0,0.0,0.0,0.0,0.1358695652173913,0.0,NOTHING,0.6542510918525355,0.8875,0.32,0.1358695652173913,18,0.16951329224194475,0.075,0
372,786,12052522,34,120581,Absent,53,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,16,16,Unicorn_Absent,-1,-1,0,226,0.9,33.0,0.0,49.0,0.2238372093023256,0.515625,RS,0.17389813739634405,1.0,0.0,0.1358695652173913,0,0.6542510918525355,0.075,0
