level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
1056,2040,10465723,1,10466,Absent,53,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,16,16,Unicorn_Absent,-1,-1.0,0,16,0.9,36.0,1.0,44.0,0.0,0.4375,RS,0.16951329224194475,,,,,,0.01,0
1058,2042,10465723,2,10466,Absent,53,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,16,16,Unicorn_Absent,-1,-1.0,0,32,0.9,36.0,1.0,44.0,0.0,0.4375,RS,0.16951329224194475,0.9,1.0,0.0,16,0.16951329224194475,0.01,0
1060,2050,10465723,6,10466,Absent,53,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,16,16,Unicorn_Absent,-1,-1.0,0,22,0.9,36.0,1.0,44.0,0.0,0.4375,RS,0.16951329224194475,0.9,1.0,0.0,16,0.16951329224194475,0.01,0
1062,2054,10465723,8,10466,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,Unicorn_Absent,-1,-1.0,4,69,0.925,32.0,0.4166666666666667,44.0,0.0,0.5,UP,0.18818508442027443,0.9,1.0,0.0,16,0.16951329224194475,0.01,0
1064,2056,10465723,9,10466,Absent,36,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,21,11,Unicorn_Absent,-1,-1.0,0,90,0.93125,29.0,0.32608695652173914,42.0,0.0,0.484375,RS,0.19336654922791888,0.925,0.4166666666666667,0.0,12,0.18818508442027443,0.01,0
1066,2060,10465723,11,10466,Absent,9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,42,1.0,8.0,0.15625,13.0,0.0,0.203125,RS,0.40656965974059917,0.93125,0.32608695652173914,0.0,11,0.19336654922791888,0.01,0
1068,2062,10465723,12,10466,Absent,44,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,14,18,Unicorn_Absent,-1,-1.0,0,56,0.8875,31.0,0.14705882352941177,46.0,0.5833333333333333,0.4375,RS,0.18322208643830706,1.0,0.15625,0.0,0,0.40656965974059917,0.01,0
1070,2066,10465723,14,10466,Absent,44,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,12,20,Unicorn_Absent,-1,-1.0,0,91,0.875,31.0,1.0,46.0,0.5833333333333333,0.40625,RS,0.18322208643830706,0.8875,0.14705882352941177,0.5833333333333333,18,0.18322208643830706,0.01,0
1072,2072,10465723,17,10466,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,171,1.0,0.0,0.0,37.0,0.6739130434782609,0.578125,NOTHING,0.6542510918525355,0.875,1.0,0.5833333333333333,20,0.18322208643830706,0.01,0
1074,2080,10465723,21,10466,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,14,18,Unicorn_Absent,-1,-1.0,8,180,0.8875,28.0,0.0,47.0,0.6739130434782609,0.453125,OUT,0.2103787656745015,1.0,0.0,0.6739130434782609,0,0.6542510918525355,0.01,0
