level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
1938,3964,10918195,3,109193,Absent,31,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,7,25,Unicorn_Absent,-1,-1,0,67,0.84375,25.0,1.0,64.0,0.0,0.609375,RS,0.22999588864622464,,,,,,0.1,7
1940,3966,10918195,4,109193,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,16,Unicorn_Absent,-1,-1,5,83,0.9,32.0,0.26666666666666666,48.0,0.0,0.5,LEFT,0.18818508442027443,0.84375,1.0,0.0,25,0.22999588864622464,0.1,7
1942,3972,10918195,7,109193,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1,3,102,0.8,32.0,0.3333333333333333,64.0,0.23333333333333334,0.5,DOWN,0.17389813739634405,0.9,0.26666666666666666,0.0,16,0.18818508442027443,0.1,7
1944,3974,10918195,8,109193,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,28,Unicorn_Absent,-1,-1,8,106,0.825,28.0,0.30434782608695654,64.0,0.23333333333333334,0.5625,OUT,0.2103787656745015,0.8,0.3333333333333333,0.23333333333333334,32,0.17389813739634405,0.1,7
1946,3976,10918195,9,109193,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,32,Unicorn_Absent,-1,-1,6,106,0.8,32.0,0.30434782608695654,64.0,0.16666666666666669,0.5,RIGHT,0.17389813739634405,0.825,0.30434782608695654,0.23333333333333334,28,0.2103787656745015,0.1,7
1948,3982,10918195,12,109193,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,77,1.0,0.0,0.0,32.0,0.16666666666666669,0.5,NOTHING,0.6542510918525355,0.8,0.30434782608695654,0.16666666666666669,32,0.17389813739634405,0.1,7
1950,3984,10918195,13,109193,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,5,109,1.0,32.0,0.0,64.0,0.6956521739130435,1.0,LEFT,0.18818508442027443,1.0,0.0,0.16666666666666669,0,0.6542510918525355,0.1,7
1952,3986,10918195,14,109193,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,16,Unicorn_Absent,-1,-1,5,125,0.9,32.0,1.0,48.0,0.6956521739130435,0.5,LEFT,0.18818508442027443,1.0,0.0,0.6956521739130435,0,0.18818508442027443,0.1,7
1954,3990,10918195,16,109193,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1,3,77,0.9,32.0,0.3333333333333333,48.0,0.6956521739130435,0.5,DOWN,0.17389813739634405,0.9,1.0,0.6956521739130435,16,0.18818508442027443,0.1,7
1956,4000,10918195,21,109193,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,127,1.0,32.0,1.0,64.0,0.6956521739130435,1.0,DOWN,0.17389813739634405,0.9,0.3333333333333333,0.6956521739130435,16,0.17389813739634405,0.1,7
1958,4002,10918195,22,109193,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,159,1.0,32.0,1.0,64.0,0.5,1.0,DOWN,0.17389813739634405,1.0,1.0,0.6956521739130435,0,0.17389813739634405,0.1,7
1960,4004,10918195,23,109193,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,16,Unicorn_Absent,-1,-1,5,175,0.9,32.0,0.3333333333333333,48.0,0.5,0.5,LEFT,0.18818508442027443,1.0,1.0,0.5,0,0.17389813739634405,0.1,7
1962,4012,10918195,27,109193,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,8,123,0.9125,28.0,0.30434782608695654,46.0,1.0,0.5,OUT,0.2103787656745015,0.9,0.3333333333333333,0.5,16,0.18818508442027443,0.1,7
1964,4014,10918195,28,109193,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1,1,123,0.8,64.0,0.4375,64.0,1.0,0.5,ALL,0.0924417853680727,0.9125,0.30434782608695654,1.0,14,0.2103787656745015,0.1,7
