Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Category1,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
34661496,6,346638,Present,19,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Present,0,6.0,8,51,0.99375,19.0,0.24390243902439024,20.0,0.11538461538461539,0.296875,RS,OUT,0.049787068367863944,0.90625,0.4375,0.11538461538461539,15,0.01142289099346694
34661496,7,346638,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,31,1,Unicorn_Absent,-1,-1.0,8,82,0.99375,28.0,0.6785714285714286,29.0,0.11084529505582139,0.4375,OUT,OUT,1.0,0.99375,0.24390243902439024,0.11538461538461539,1,0.049787068367863944
34661496,8,346638,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-65,1,Unicorn_Present,5,6.0,8,17,0.39375,28.0,1.0,29.0,0.11084529505582139,0.4375,OUT,OUT,1.0,0.99375,0.6785714285714286,0.11084529505582139,1,1.0
34661496,9,346638,Absent,20,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,24,8,Unicorn_Absent,-1,-1.0,0,41,0.95,17.0,0.18421052631578946,36.0,0.33281733746130027,0.4375,RS,RS,0.016194143319162562,0.39375,1.0,0.11084529505582139,1,1.0
34661496,10,346638,Absent,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30,2,Unicorn_Absent,-1,-1.0,0,71,0.9875,4.0,0.05,33.0,0.33281733746130027,0.484375,RS,RS,0.1353352832366127,0.95,0.18421052631578946,0.33281733746130027,8,0.016194143319162562
34661496,11,346638,Absent,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-66,2,Unicorn_Present,1,2.0,0,5,0.3875,4.0,1.0,33.0,0.7931034482758621,0.484375,RS,RS,0.1353352832366127,0.9875,0.05,0.33281733746130027,2,0.1353352832366127
34661496,12,346638,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,6,3.0,0,-59,0.4,0.0,0.0,17.0,0.7931034482758621,0.265625,NOTHING,RS,1.0,0.3875,1.0,0.7931034482758621,2,0.1353352832366127
34661496,13,346638,Absent,53,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,-73,9,Unicorn_Present,4,7.0,0,-132,0.34375,35.0,0.0,47.0,0.19047619047619047,0.59375,RS,RS,0.006737946999085467,0.4,0.0,0.7931034482758621,0,1.0
34661496,14,346638,Absent,29,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,16,16,Unicorn_Absent,-1,-1.0,0,-116,0.9,23.0,0.38095238095238093,46.0,0.19047619047619047,0.46875,RS,RS,0.008264124158046258,0.34375,0.0,0.19047619047619047,9,0.006737946999085467
34661496,15,346638,Absent,48,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,32,0,Unicorn_Absent,-1,-1.0,0,-84,1.0,34.0,0.2127659574468085,34.0,0.19047619047619047,0.53125,RS,RS,0.004180913251655786,0.9,0.38095238095238093,0.19047619047619047,16,0.008264124158046258
34661496,16,346638,Absent,48,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,32,0,Unicorn_Absent,-1,-1.0,0,-52,1.0,34.0,1.0,34.0,0.19047619047619047,0.53125,RS,RS,0.004180913251655786,1.0,0.2127659574468085,0.19047619047619047,0,0.004180913251655786
34661496,17,346638,Present,27,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,32,0,Unicorn_Present,1,2.0,0,-20,1.0,25.0,0.7352941176470589,25.0,0.0,0.390625,RS,RS,0.006737946999085467,1.0,1.0,0.19047619047619047,0,0.004180913251655786
34661496,18,346638,Absent,48,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,32,0,Unicorn_Absent,-1,-1.0,0,12,1.0,34.0,0.7352941176470589,34.0,0.0,0.53125,RS,RS,0.004180913251655786,1.0,0.7352941176470589,0.0,0,0.006737946999085467
34661496,19,346638,Absent,48,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,-64,0,Unicorn_Present,2,5.0,0,-52,0.4,34.0,1.0,34.0,0.0,0.53125,RS,RS,0.004180913251655786,1.0,0.7352941176470589,0.0,0,0.004180913251655786
34661496,20,346638,Present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,0,7.0,2,-20,1.0,0.0,0.0,11.0,0.0,0.171875,NOTHING,NOTHING,1.0,0.4,1.0,0.0,0,0.004180913251655786
34661496,21,346638,Present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,0,6.0,2,12,1.0,0.0,1.0,5.0,0.0,0.078125,NOTHING,NOTHING,1.0,1.0,0.0,0.0,0,1.0
34661496,22,346638,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,44,1.0,0.0,1.0,26.0,0.0,0.40625,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0
34661496,23,346638,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,76,1.0,0.0,1.0,26.0,0.11764705882352941,0.40625,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0
34661496,24,346638,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,108,1.0,0.0,1.0,26.0,0.11764705882352941,0.40625,NOTHING,NOTHING,1.0,1.0,1.0,0.11764705882352941,0,1.0
34661496,25,346638,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,7,6.0,2,44,0.4,0.0,1.0,26.0,0.6129807692307693,0.40625,NOTHING,NOTHING,1.0,1.0,1.0,0.11764705882352941,0,1.0
34661496,26,346638,Absent,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,5,1.0,0,-20,0.4,2.0,0.0,16.0,0.6129807692307693,0.25,RS,RS,0.2431167344342142,0.4,1.0,0.6129807692307693,0,1.0
34661496,27,346638,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,Unicorn_Absent,-1,-1.0,4,-2,0.9125,32.0,0.030303030303030304,44.0,0.498125,0.46875,UP,UP,1.0,0.4,0.0,0.6129807692307693,0,0.2431167344342142
34661496,28,346638,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,-64,0,Unicorn_Present,0,0.0,6,-66,0.4,32.0,0.3333333333333333,33.0,0.498125,0.515625,RIGHT,RIGHT,1.0,0.9125,0.030303030303030304,0.498125,14,1.0
34661496,29,346638,Absent,54,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,-84,20,Unicorn_Present,2,7.0,0,-150,0.275,40.0,0.38461538461538464,49.0,0.1388888888888889,0.453125,RS,RS,0.007454186295369829,0.4,0.3333333333333333,0.498125,0,1.0
34661496,30,346638,Absent,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,-118,1.0,16.0,0.21739130434782608,18.0,0.1388888888888889,0.28125,RS,RS,0.01831563888873418,0.275,0.38461538461538464,0.1388888888888889,20,0.007454186295369829
34661496,31,346638,Absent,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,-86,1.0,16.0,1.0,18.0,0.07971014492753623,0.28125,RS,RS,0.01831563888873418,1.0,0.21739130434782608,0.1388888888888889,0,0.01831563888873418
34661496,32,346638,Absent,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-64,0,Unicorn_Present,2,2.0,0,-150,0.4,16.0,1.0,18.0,0.07971014492753623,0.28125,RS,RS,0.01831563888873418,1.0,1.0,0.07971014492753623,0,0.01831563888873418
34661496,33,346638,Absent,16,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-65,1,Unicorn_Present,5,6.0,0,-215,0.39375,13.0,0.11538461538461539,25.0,0.08666666666666666,0.375,RS,RS,0.02717246117223556,0.4,1.0,0.07971014492753623,0,0.01831563888873418
34661496,34,346638,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,8,-197,0.9125,28.0,0.24242424242424243,44.0,0.08666666666666666,0.46875,OUT,OUT,1.0,0.39375,0.11538461538461539,0.08666666666666666,1,0.02717246117223556
34661496,35,346638,Absent,36,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,29,3,Unicorn_Absent,-1,-1.0,0,-168,0.98125,26.0,0.42105263157894735,30.0,0.23183139534883723,0.421875,RS,RS,0.009182867495108389,0.9125,0.24242424242424243,0.08666666666666666,14,1.0
34661496,36,346638,Absent,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,-136,1.0,9.0,0.20689655172413793,16.0,0.23183139534883723,0.25,RS,RS,0.049787068367863944,0.98125,0.42105263157894735,0.23183139534883723,3,0.009182867495108389
34661496,37,346638,Present,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,7,4.0,0,-104,1.0,6.0,0.6666666666666666,12.0,0.391304347826087,0.1875,RS,RS,0.08633762966036206,1.0,0.20689655172413793,0.23183139534883723,0,0.049787068367863944
34661496,38,346638,Absent,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,-72,1.0,9.0,0.6666666666666666,16.0,0.391304347826087,0.25,RS,RS,0.049787068367863944,1.0,0.6666666666666666,0.391304347826087,0,0.08633762966036206
34661496,39,346638,Absent,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,-40,1.0,9.0,1.0,16.0,0.0,0.25,RS,RS,0.049787068367863944,1.0,0.6666666666666666,0.391304347826087,0,0.049787068367863944
34661496,40,346638,Absent,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,-8,1.0,9.0,1.0,16.0,0.0,0.25,RS,RS,0.049787068367863944,1.0,1.0,0.0,0,0.049787068367863944
34661496,41,346638,Absent,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,1,1.0,0,-72,0.4,9.0,1.0,16.0,0.96875,0.25,RS,RS,0.049787068367863944,1.0,1.0,0.0,0,0.049787068367863944
34661496,42,346638,Present,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Present,3,3.0,1,-41,0.99375,10.0,0.11764705882352941,19.0,0.96875,0.28125,RS,ALL,0.04232921962320499,0.4,1.0,0.96875,0,0.049787068367863944
34661496,43,346638,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,13,Unicorn_Absent,-1,-1.0,1,-22,0.91875,64.0,0.15625,64.0,0.96,0.796875,ALL,ALL,1.0,0.99375,0.11764705882352941,0.96875,1,0.04232921962320499
34661496,44,346638,Absent,55,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,25,7,Unicorn_Absent,-1,-1.0,0,3,0.95625,37.0,0.578125,44.0,0.96,0.578125,RS,RS,0.005537830714382473,0.91875,0.15625,0.96,13,1.0
34661496,45,346638,Present,27,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,30,2,Unicorn_Present,2,4.0,0,33,0.9875,23.0,0.25,27.0,0.21875,0.390625,RS,RS,0.008264124158046258,0.95625,0.578125,0.96,7,0.005537830714382473
34661496,46,346638,Present,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,Unicorn_Present,3,7.0,0,65,1.0,2.0,0.08695652173913043,3.0,0.21875,0.046875,RS,RS,0.2431167344342142,0.9875,0.25,0.21875,2,0.008264124158046258
34661496,47,346638,Absent,29,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,-66,2,Unicorn_Present,3,5.0,0,-1,0.3875,25.0,0.08,29.0,0.0,0.421875,RS,RS,0.006737946999085467,1.0,0.08695652173913043,0.21875,0,0.2431167344342142
34661496,48,346638,Absent,41,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,32,Unicorn_Absent,-1,-1.0,0,-1,0.8,32.0,0.32558139534883723,64.0,0.0,0.5,RS,RS,0.007454186295369829,0.3875,0.08,0.0,2,0.006737946999085467
34661496,49,346638,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,31,1.0,32.0,0.391304347826087,32.0,0.4,0.5,LEFT,LEFT,1.0,0.8,0.32558139534883723,0.0,32,0.007454186295369829
34661496,50,346638,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,63,1.0,32.0,1.0,32.0,0.4,0.5,LEFT,LEFT,1.0,1.0,0.391304347826087,0.4,0,1.0
34661496,51,346638,Present,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,0,0.0,5,95,1.0,1.0,0.03125,1.0,0.23255813953488372,0.015625,RS,LEFT,0.36787944117144233,1.0,1.0,0.4,0,1.0
34661496,52,346638,Present,25,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,0,6.0,5,127,1.0,25.0,0.04,25.0,0.23255813953488372,0.390625,RS,LEFT,0.07095202666684558,1.0,0.03125,0.23255813953488372,0,0.36787944117144233
34661496,53,346638,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,159,1.0,32.0,0.78125,32.0,0.2391304347826087,0.5,LEFT,LEFT,1.0,1.0,0.04,0.23255813953488372,0,0.07095202666684558
34661496,54,346638,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-64,0,Unicorn_Present,5,1.0,5,95,0.4,32.0,1.0,32.0,0.2391304347826087,0.5,LEFT,LEFT,1.0,1.0,0.78125,0.2391304347826087,0,1.0
34661496,55,346638,Absent,61,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,11,21,Unicorn_Absent,-1,-1.0,0,106,0.86875,45.0,0.4,56.0,0.25655172413793104,0.546875,RS,RS,0.012792465124422179,0.4,1.0,0.2391304347826087,0,1.0
34661496,56,346638,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,3,6.0,2,42,0.4,0.0,0.0,21.0,0.25655172413793104,0.328125,NOTHING,NOTHING,1.0,0.86875,0.4,0.25655172413793104,21,0.012792465124422179
34661496,57,346638,Absent,22,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,22,10,Unicorn_Absent,-1,-1.0,0,64,0.9375,19.0,0.0,45.0,0.030303030303030304,0.546875,RS,RS,0.012792465124422179,0.4,0.0,0.25655172413793104,0,1.0
34661496,58,346638,Absent,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,-73,9,Unicorn_Present,1,0.0,0,-9,0.34375,13.0,0.10344827586206896,36.0,0.030303030303030304,0.421875,RS,RS,0.02717246117223556,0.9375,0.0,0.030303030303030304,10,0.012792465124422179
34661496,59,346638,Present,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,3,2.0,0,23,1.0,3.0,0.0,5.0,0.03166023166023166,0.078125,RS,RS,0.17692120631776423,0.34375,0.10344827586206896,0.030303030303030304,9,0.02717246117223556
34661496,60,346638,Absent,57,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,10,22,Unicorn_Absent,-1,-1.0,0,33,0.8625,35.0,0.08571428571428572,50.0,0.03166023166023166,0.4375,RS,RS,0.004584084770106734,1.0,0.0,0.03166023166023166,0,0.17692120631776423
35442427,1,242779,Absent,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-68,4,Unicorn_Present,5,2.0,9,-68,0.375,6.0,1.0,23.0,0.0,0.296875,RS,RS,0.08633762966036206,,,,,
