Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Category1,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
12979743,1,12976,Present,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,31,1,Unicorn_Present,6,0.0,0,31,0.99375,3.0,1.0,22.0,0.0,0.328125,RS,RS,0.17692120631776423,,,,,
12979743,2,12976,Absent,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-65,1,Unicorn_Present,2,3.0,0,-34,0.39375,3.0,1.0,22.0,0.0,0.328125,RS,RS,0.17692120631776423,0.99375,1.0,0.0,1,0.17692120631776423
12979743,3,12976,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,18,Unicorn_Absent,-1,-1.0,1,-20,0.8875,64.0,0.046875,64.0,0.0,0.71875,ALL,ALL,1.0,0.39375,1.0,0.0,1,0.17692120631776423
12979743,4,12976,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,15,17,Unicorn_Absent,-1,-1.0,5,-5,0.89375,32.0,0.5,51.0,0.0,0.53125,LEFT,LEFT,1.0,0.8875,0.046875,0.0,18,1.0
12979743,5,12976,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,27,1.0,0.0,0.0,5.0,0.17893145161290322,0.078125,NOTHING,NOTHING,1.0,0.89375,0.5,0.0,17,1.0
12979743,6,12976,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,2,2.0,2,-37,0.4,0.0,1.0,5.0,0.17893145161290322,0.078125,NOTHING,NOTHING,1.0,1.0,0.0,0.17893145161290322,0,1.0
12979743,7,12976,Present,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,26,6,Unicorn_Present,6,6.0,3,-11,0.9625,23.0,0.0,35.0,0.2441860465116279,0.453125,RS,DOWN,0.049787068367863944,0.4,1.0,0.17893145161290322,0,1.0
12979743,8,12976,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,Unicorn_Absent,-1,-1.0,4,12,0.94375,32.0,0.0,45.0,0.2441860465116279,0.5625,UP,UP,1.0,0.9625,0.0,0.2441860465116279,6,0.049787068367863944
12979743,9,12976,Present,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,31,1,Unicorn_Present,6,7.0,0,43,0.99375,7.0,0.08333333333333333,15.0,0.1388888888888889,0.21875,RS,RS,0.07095202666684558,0.94375,0.0,0.2441860465116279,9,1.0
12979743,10,12976,Absent,39,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,-73,9,Unicorn_Present,3,1.0,0,-30,0.34375,26.0,0.2692307692307692,36.0,0.1388888888888889,0.421875,RS,RS,0.0061027272741740034,0.99375,0.08333333333333333,0.1388888888888889,1,0.07095202666684558
12979743,11,12976,Absent,49,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,14,18,Unicorn_Absent,-1,-1.0,0,-16,0.8875,35.0,0.32608695652173914,49.0,0.0,0.484375,RS,RS,0.004584084770106734,0.34375,0.2692307692307692,0.1388888888888889,9,0.0061027272741740034
12979743,12,12976,Present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,3,1.0,2,16,1.0,0.0,0.0,33.0,0.0,0.515625,NOTHING,NOTHING,1.0,0.8875,0.32608695652173914,0.0,18,0.004584084770106734
12979743,13,12976,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,6,7.0,2,-48,0.4,0.0,1.0,39.0,0.045454545454545456,0.609375,NOTHING,NOTHING,1.0,1.0,0.0,0.0,0,1.0
12979743,14,12976,Absent,47,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,23,9,Unicorn_Absent,-1,-1.0,0,-25,0.94375,32.0,0.0,42.0,0.045454545454545456,0.515625,RS,RS,0.004180913251655786,0.4,1.0,0.045454545454545456,0,1.0
12979743,15,12976,Present,14,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,2,1.0,6,7,1.0,14.0,0.24324324324324326,27.0,0.25,0.421875,RS,RIGHT,0.023714766002371646,0.94375,0.0,0.045454545454545456,9,0.004180913251655786
12979743,16,12976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,26,6,Unicorn_Absent,-1,-1.0,6,33,0.9625,32.0,0.4375,42.0,0.25,0.5625,RIGHT,RIGHT,1.0,1.0,0.24324324324324326,0.25,0,0.023714766002371646
12979743,17,12976,Absent,59,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,14,18,Unicorn_Absent,-1,-1.0,0,47,0.8875,41.0,0.32727272727272727,55.0,0.023809523809523808,0.578125,RS,RS,0.012792465124422179,0.9625,0.4375,0.25,6,1.0
12979743,18,12976,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,6,5.0,2,-17,0.4,0.0,0.0,1.0,0.023809523809523808,0.015625,NOTHING,NOTHING,1.0,0.8875,0.32727272727272727,0.023809523809523808,18,0.012792465124422179
12979743,19,12976,Absent,33,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,25,7,Unicorn_Absent,-1,-1.0,0,8,0.95625,29.0,0.0,35.0,0.20445344129554655,0.4375,RS,RS,0.004584084770106734,0.4,0.0,0.023809523809523808,0,1.0
12979743,20,12976,Absent,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,0,38,0.9875,5.0,0.0967741935483871,35.0,0.20445344129554655,0.515625,RS,RS,0.10687792566038574,0.95625,0.0,0.20445344129554655,7,0.004584084770106734
12979743,21,12976,Absent,43,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,-77,13,Unicorn_Present,1,3.0,0,-39,0.31875,32.0,0.08823529411764706,51.0,0.16699604743083005,0.59375,RS,RS,0.009182867495108389,0.9875,0.0967741935483871,0.20445344129554655,2,0.10687792566038574
12979743,22,12976,Present,12,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,3,2.0,5,-7,1.0,12.0,0.2222222222222222,22.0,0.16699604743083005,0.34375,RS,LEFT,0.03130111324493289,0.31875,0.08823529411764706,0.16699604743083005,13,0.009182867495108389
12979743,23,12976,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-84,20,Unicorn_Present,4,7.0,5,-91,0.275,32.0,0.375,50.0,0.32653061224489793,0.46875,LEFT,LEFT,1.0,1.0,0.2222222222222222,0.16699604743083005,0,0.03130111324493289
12979743,24,12976,Present,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,31,1,Unicorn_Present,0,0.0,0,-60,0.99375,9.0,0.1388888888888889,16.0,0.32653061224489793,0.234375,RS,RS,0.049787068367863944,0.275,0.375,0.32653061224489793,20,1.0
12979743,25,12976,Present,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,30,2,Unicorn_Present,1,1.0,0,-30,0.9875,12.0,0.75,21.0,0.15384615384615385,0.296875,RS,RS,0.03130111324493289,0.99375,0.1388888888888889,0.32653061224489793,1,0.049787068367863944
12979743,26,12976,Absent,59,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,4,28,Unicorn_Absent,-1,-1.0,0,-26,0.825,41.0,0.2926829268292683,50.0,0.15384615384615385,0.34375,RS,RS,0.008264124158046258,0.9875,0.75,0.15384615384615385,2,0.03130111324493289
12979743,27,12976,Absent,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,0,4,0.9875,11.0,0.20930232558139536,22.0,0.23404255319148937,0.3125,RS,RS,0.03627506129959581,0.825,0.2926829268292683,0.15384615384615385,28,0.008264124158046258
12979743,28,12976,Absent,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,30,0.9625,11.0,1.0,43.0,0.23404255319148937,0.578125,RS,RS,0.03627506129959581,0.9875,0.20930232558139536,0.23404255319148937,2,0.03627506129959581
12979743,29,12976,Present,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Present,1,7.0,1,60,0.9875,14.0,0.041666666666666664,25.0,0.10038610038610041,0.359375,RS,ALL,0.023714766002371646,0.9625,1.0,0.23404255319148937,6,0.03627506129959581
12979743,30,12976,Present,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,1,0.0,1,92,1.0,2.0,0.14285714285714285,3.0,0.10038610038610041,0.046875,RS,ALL,0.2431167344342142,0.9875,0.041666666666666664,0.10038610038610041,2,0.023714766002371646
12979743,31,12976,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,18,Unicorn_Absent,-1,-1.0,1,106,0.8875,64.0,0.03125,64.0,0.375,0.71875,ALL,ALL,1.0,1.0,0.14285714285714285,0.10038610038610041,0,0.2431167344342142
12979743,32,12976,Absent,34,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,19,13,Unicorn_Absent,-1,-1.0,0,125,0.91875,25.0,0.390625,44.0,0.375,0.484375,RS,RS,0.012792465124422179,0.8875,0.03125,0.375,18,1.0
12979743,33,12976,Present,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Present,3,2.0,0,155,0.9875,3.0,0.037037037037037035,33.0,0.18441558441558442,0.484375,RS,RS,0.17692120631776423,0.91875,0.390625,0.375,13,0.012792465124422179
12979743,34,12976,Present,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Present,5,3.0,0,185,0.9875,3.0,1.0,16.0,0.18441558441558442,0.21875,RS,RS,0.17692120631776423,0.9875,0.037037037037037035,0.18441558441558442,2,0.17692120631776423
12979743,35,12976,Present,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,6,3.0,0,217,1.0,1.0,0.3333333333333333,2.0,0.03125,0.03125,RS,RS,0.36787944117144233,0.9875,1.0,0.18441558441558442,2,0.17692120631776423
12979743,36,12976,Present,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,5,1.0,0,249,1.0,2.0,0.5,4.0,0.03125,0.0625,RS,RS,0.2431167344342142,1.0,0.3333333333333333,0.03125,0,0.36787944117144233
12979743,37,12976,Absent,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,2,Unicorn_Present,4,3.0,0,183,0.3875,3.0,0.6666666666666666,36.0,0.0,0.53125,RS,RS,0.17692120631776423,1.0,0.5,0.03125,0,0.2431167344342142
12979743,38,12976,Absent,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,0,213,0.9875,4.0,0.0,34.0,0.0,0.5,RS,RS,0.1353352832366127,0.3875,0.6666666666666666,0.0,2,0.17692120631776423
12979743,39,12976,Absent,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-66,2,Unicorn_Present,4,1.0,0,147,0.3875,4.0,1.0,34.0,0.05707196029776676,0.5,RS,RS,0.1353352832366127,0.9875,0.0,0.0,2,0.1353352832366127
12979743,40,12976,Absent,14,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-64,0,Unicorn_Present,7,4.0,0,83,0.4,11.0,0.0,11.0,0.05707196029776676,0.171875,RS,RS,0.03627506129959581,0.3875,1.0,0.05707196029776676,2,0.1353352832366127
12979743,41,12976,Absent,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-68,4,Unicorn_Present,1,7.0,0,15,0.375,7.0,0.125,35.0,0.9117647058823529,0.484375,RS,RS,0.07095202666684558,0.4,0.0,0.05707196029776676,0,0.03627506129959581
12979743,42,12976,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,32,Unicorn_Absent,-1,-1.0,5,15,0.8,32.0,0.11428571428571428,32.0,0.9117647058823529,0.0,LEFT,LEFT,1.0,0.375,0.125,0.9117647058823529,4,0.07095202666684558
12979743,43,12976,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,0,2.0,2,-49,0.4,0.0,0.0,17.0,0.05555555555555555,0.265625,NOTHING,NOTHING,1.0,0.8,0.11428571428571428,0.9117647058823529,32,1.0
12979743,44,12976,Present,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21,11,Unicorn_Present,1,6.0,0,-28,0.93125,13.0,0.0,52.0,0.05555555555555555,0.640625,RS,RS,0.02717246117223556,0.4,0.0,0.05555555555555555,0,1.0
12979743,45,12976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,4,1.0,32.0,0.0975609756097561,64.0,0.11184210526315791,1.0,RIGHT,RIGHT,1.0,0.93125,0.0,0.05555555555555555,11,0.02717246117223556
12979743,46,12976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,36,1.0,32.0,1.0,64.0,0.11184210526315791,1.0,RIGHT,RIGHT,1.0,1.0,0.0975609756097561,0.11184210526315791,0,1.0
12979743,47,12976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,68,1.0,32.0,1.0,64.0,0.016937669376693776,1.0,RIGHT,RIGHT,1.0,1.0,1.0,0.11184210526315791,0,1.0
12979743,48,12976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,100,1.0,32.0,1.0,64.0,0.016937669376693776,1.0,RIGHT,RIGHT,1.0,1.0,1.0,0.016937669376693776,0,1.0
12979743,49,12976,Present,17,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,0,4.0,6,132,1.0,17.0,0.53125,34.0,0.022727272727272707,0.53125,RS,RIGHT,0.020796234419099814,1.0,1.0,0.016937669376693776,0,1.0
12979743,50,12976,Present,30,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,32,0,Unicorn_Present,1,7.0,6,164,1.0,30.0,0.5666666666666667,60.0,0.022727272727272707,0.9375,RS,RIGHT,0.2431167344342142,1.0,0.53125,0.022727272727272707,0,0.020796234419099814
12979743,51,12976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,196,1.0,32.0,0.9375,64.0,0.004614370468029039,1.0,RIGHT,RIGHT,1.0,1.0,0.5666666666666667,0.022727272727272707,0,0.2431167344342142
12979743,52,12976,Present,21,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,0,5.0,6,228,1.0,21.0,0.65625,42.0,0.004614370468029039,0.65625,RS,RIGHT,0.03627506129959581,1.0,0.9375,0.004614370468029039,0,1.0
12979743,53,12976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,260,1.0,32.0,0.65625,64.0,0.018826135105204894,1.0,RIGHT,RIGHT,1.0,1.0,0.65625,0.004614370468029039,0,0.03627506129959581
12979743,54,12976,Present,21,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,4,5.0,6,292,1.0,21.0,0.65625,41.0,0.018826135105204894,0.640625,RS,RIGHT,0.03627506129959581,1.0,0.65625,0.018826135105204894,0,1.0
12979743,55,12976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,324,1.0,32.0,0.65625,64.0,0.7857142857142857,1.0,RIGHT,RIGHT,1.0,1.0,0.65625,0.018826135105204894,0,0.03627506129959581
12979743,56,12976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,356,1.0,32.0,1.0,64.0,0.7857142857142857,1.0,RIGHT,RIGHT,1.0,1.0,0.65625,0.7857142857142857,0,1.0
