index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1,Alpha
0,1031332147,1,103135,Present,12,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,30,9,Unicorn_Present,6,3.0,0,Unicorn_Present,30,0.9875,,RS,24,,39,,0.46875,0.4,,,0.1951219512195122,,,RS,RS,,0.2
0,1031332147,2,103135,Absent,32,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,-75,12,Unicorn_Present,6,7.0,0,Unicorn_Present,-45,0.33125,2.0,RS,25,0.1951219512195122,38,0.028455284552845544,0.40625,0.390625,30.0,0.9875,0.2682926829268293,,RS,RS,RS,0.4,0.2
0,1031332147,3,103135,Absent,32,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,-73,10,Unicorn_Present,4,2.0,0,Unicorn_Absent,-118,0.34375,11.0,RS,27,0.2682926829268293,40,0.12543554006968644,0.46875,0.421875,-75.0,0.33125,0.4358974358974359,0.028455284552845544,RS,RS,RS,0.390625,0.2
0,1031332147,4,103135,Absent,32,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,23,15,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,-95,0.94375,9.0,RS,29,0.4358974358974359,39,0.1727395411605938,0.375,0.453125,-73.0,0.34375,0.3023255813953488,0.12543554006968644,RS,RS,RS,0.421875,0.2
0,1031332147,5,103135,Absent,32,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,20,13,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,-75,0.925,9.0,RS,27,0.3023255813953488,41,0.0023255813953488302,0.4375,0.421875,23.0,0.94375,0.30952380952380953,0.1727395411605938,RS,RS,RS,0.453125,0.2
0,1031332147,6,103135,Absent,32,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,20,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,-55,0.925,12.0,RS,28,0.30952380952380953,44,0.10022148394241417,0.546875,0.4375,20.0,0.925,0.3111111111111111,0.0023255813953488302,RS,RS,RS,0.421875,0.2
0,1031332147,7,103135,Present,8,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,30,13,Unicorn_Present,1,3.0,0,Unicorn_Absent,-25,0.9875,12.0,RS,31,0.3111111111111111,50,0.015656565656565646,0.578125,0.484375,20.0,0.925,0.38095238095238093,0.10022148394241417,RS,RS,RS,0.4375,0.2
0,1031332147,8,103135,Absent,32,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,23,12,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,-2,0.94375,2.0,RS,27,0.38095238095238093,38,0.0714285714285714,0.40625,0.421875,30.0,0.9875,0.2777777777777778,0.015656565656565646,RS,RS,RS,0.484375,0.2
0,1031332147,9,103135,Present,32,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,20,7,Unicorn_Present,7,2.0,0,Unicorn_Absent,18,0.925,9.0,RS,19,0.2777777777777778,38,0.08333333333333331,0.484375,0.30952380952380953,23.0,0.94375,0.18421052631578946,0.0714285714285714,RS,RS,RS,0.421875,0.2
0,1031332147,10,103135,Absent,32,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,18,14,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,36,0.9125,12.0,RS,26,0.18421052631578946,36,0.09784075573549258,0.34375,0.40625,20.0,0.925,0.19047619047619047,0.08333333333333331,RS,RS,RS,0.30952380952380953,0.2
0,1031332147,11,103135,Absent,32,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,-70,9,Unicorn_Present,3,1.0,0,Unicorn_Absent,-34,0.3625,14.0,RS,24,0.19047619047619047,33,0.023809523809523808,0.375,0.375,18.0,0.9125,0.3,0.09784075573549258,RS,RS,RS,0.40625,0.2
