index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1,Alpha
0,766225701,1,5701,Present,17,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,26,9,Unicorn_Present,3,7.0,9,Unicorn_Absent,26,0.9625,,RS,23,,37,,0.4375,0.359375,,,0.24324324324324326,,,RS,RS,,0.8
0,766225701,2,5701,Absent,32,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,24,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,50,0.95,6.0,RS,23,0.24324324324324326,38,0.021021021021021047,0.5,0.359375,26.0,0.9625,0.2702702702702703,,RS,RS,RS,0.359375,0.8
0,766225701,3,5701,Absent,32,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,20,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,70,0.925,8.0,RS,24,0.2702702702702703,37,0.034976152623211465,0.453125,0.375,24.0,0.95,0.1951219512195122,0.021021021021021047,RS,RS,RS,0.359375,0.8
0,766225701,4,5701,Absent,32,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,23,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,93,0.94375,12.0,RS,25,0.1951219512195122,36,0.0548780487804878,0.4375,0.390625,20.0,0.925,0.3333333333333333,0.034976152623211465,RS,RS,RS,0.375,0.8
0,766225701,5,5701,Absent,32,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,20,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,113,0.925,9.0,RS,19,0.3333333333333333,34,0.30769230769230765,0.4375,0.30952380952380953,23.0,0.94375,0.1935483870967742,0.0548780487804878,RS,RS,RS,0.390625,0.8
0,766225701,6,5701,Absent,32,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,134,0.93125,12.0,RS,18,0.1935483870967742,33,0.12073732718894009,0.359375,0.2857142857142857,20.0,0.925,0.20588235294117646,0.30769230769230765,RS,RS,RS,0.30952380952380953,0.8
0,766225701,7,5701,Absent,32,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,-73,7,Unicorn_Present,0,2.0,0,Unicorn_Absent,61,0.34375,11.0,RS,23,0.20588235294117646,40,0.010760401721664259,0.515625,0.359375,21.0,0.93125,0.1794871794871795,0.12073732718894009,RS,RS,RS,0.2857142857142857,0.8
0,766225701,8,5701,Absent,32,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,20,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,81,0.925,9.0,RS,23,0.1794871794871795,38,0.004487179487179499,0.46875,0.375,-73.0,0.34375,0.25,0.010760401721664259,RS,RS,RS,0.359375,0.8
0,766225701,9,5701,Absent,32,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,19,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,100,0.91875,12.0,RS,27,0.25,44,0.01315789473684209,0.5625,0.421875,20.0,0.925,0.21428571428571427,0.004487179487179499,RS,RS,RS,0.375,0.8
0,766225701,10,5701,Absent,32,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,20,12,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,120,0.925,13.0,RS,24,0.21428571428571427,43,0.030158730158730163,0.484375,0.375,19.0,0.91875,0.15,0.01315789473684209,RS,RS,RS,0.421875,0.8
0,766225701,11,5701,Absent,32,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,21,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,141,0.93125,12.0,RS,22,0.15,40,0.15232558139534882,0.515625,0.34375,20.0,0.925,0.16666666666666666,0.030158730158730163,RS,RS,RS,0.375,0.8
0,766225701,12,5701,Absent,32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,23,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,164,0.94375,11.0,RS,20,0.16666666666666666,40,0.047619047619047616,0.53125,0.3333333333333333,21.0,0.93125,0.24390243902439024,0.15232558139534882,RS,RS,RS,0.34375,0.8
0,766225701,13,5701,Present,9,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,30,11,Unicorn_Present,5,3.0,0,Unicorn_Present,194,0.9875,9.0,RS,31,0.24390243902439024,43,0.012507817385866149,0.5,0.4888888888888889,23.0,0.94375,0.36585365853658536,0.047619047619047616,RS,RS,RS,0.3333333333333333,0.8
0,766225701,14,5701,Absent,32,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-77,6,Unicorn_Present,1,7.0,0,Unicorn_Absent,117,0.31875,2.0,RS,25,0.36585365853658536,40,0.10871080139372824,0.53125,0.390625,30.0,0.9875,0.2631578947368421,0.012507817385866149,RS,RS,RS,0.4888888888888889,0.8
0,766225701,15,5701,Absent,32,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,23,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,140,0.94375,13.0,RS,23,0.2631578947368421,36,0.07894736842105263,0.390625,0.359375,-77.0,0.31875,0.2777777777777778,0.10871080139372824,RS,RS,RS,0.390625,0.8
0,766225701,16,5701,Absent,32,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,21,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,161,0.93125,9.0,RS,23,0.2777777777777778,40,0.04700854700854701,0.515625,0.41025641025641024,23.0,0.94375,0.1951219512195122,0.07894736842105263,RS,RS,RS,0.359375,0.8
0,766225701,17,5701,Absent,32,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,-72,9,Unicorn_Present,2,7.0,0,Unicorn_Present,89,0.35,11.0,RS,26,0.1951219512195122,35,0.004878048780487809,0.40625,0.40625,21.0,0.93125,0.175,0.04700854700854701,RS,RS,RS,0.41025641025641024,0.8
0,766225701,18,5701,Present,16,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26,9,Unicorn_Present,2,7.0,0,Unicorn_Present,115,0.9625,8.0,RS,21,0.175,33,0.09166666666666666,0.375,0.3902439024390244,-72.0,0.35,0.19444444444444445,0.004878048780487809,RS,RS,RS,0.40625,0.8
0,766225701,19,5701,Present,10,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,30,9,Unicorn_Present,0,2.0,0,Unicorn_Absent,145,0.9875,6.0,RS,22,0.19444444444444445,42,0.03165374677002583,0.515625,0.35,26.0,0.9625,0.3235294117647059,0.09166666666666666,RS,RS,RS,0.3902439024390244,0.8
0,766225701,20,5701,Absent,32,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,20,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,165,0.925,2.0,RS,23,0.3235294117647059,33,0.08028616852146264,0.40625,0.359375,30.0,0.9875,0.2564102564102564,0.03165374677002583,RS,RS,RS,0.35,0.8
0,766225701,21,5701,Absent,32,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,20,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,185,0.925,12.0,RS,26,0.2564102564102564,40,0.056410256410256376,0.546875,0.40625,20.0,0.925,0.3409090909090909,0.08028616852146264,RS,RS,RS,0.359375,0.8
