index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1,Delta
0,818531747,1,8185,Absent,32,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,23,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,23,0.94375,,RS,28,,41,,0.484375,0.4375,,,0.325,,,RS,RS,,0.9
0,818531747,2,8185,Absent,32,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,23,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,46,0.94375,9.0,RS,25,0.325,43,0.08109756097560977,0.515625,0.390625,23.0,0.94375,0.17142857142857143,,RS,RS,RS,0.4375,0.9
0,818531747,3,8185,Absent,32,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-75,5,Unicorn_Present,6,1.0,0,Unicorn_Absent,-29,0.33125,9.0,RS,16,0.17142857142857143,30,0.0035714285714285587,0.390625,0.2571428571428571,23.0,0.94375,0.15625,0.08109756097560977,RS,RS,RS,0.390625,0.9
0,818531747,4,8185,Absent,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,25,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,-4,0.95625,11.0,RS,21,0.15625,45,0.06326219512195122,0.59375,0.3902439024390244,-75.0,0.33125,0.2,0.0035714285714285587,RS,RS,RS,0.2571428571428571,0.9
0,818531747,5,8185,Present,22,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,24,10,Unicorn_Present,4,6.0,0,Unicorn_Present,20,0.95,7.0,RS,21,0.2,37,0.09545454545454546,0.421875,0.328125,25.0,0.95625,0.2222222222222222,0.06326219512195122,RS,RS,RS,0.3902439024390244,0.9
0,818531747,6,8185,Present,13,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,27,9,Unicorn_Present,4,2.0,0,Unicorn_Absent,47,0.96875,8.0,RS,23,0.2222222222222222,41,0.07004830917874394,0.5,0.359375,24.0,0.95,0.17777777777777778,0.09545454545454546,RS,RS,RS,0.328125,0.9
0,818531747,7,8185,Absent,32,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,22,12,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,69,0.9375,5.0,RS,30,0.17777777777777778,44,0.08412698412698413,0.5,0.46875,27.0,0.96875,0.30952380952380953,0.07004830917874394,RS,RS,RS,0.359375,0.9
0,818531747,8,8185,Present,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,31,11,Unicorn_Present,2,3.0,0,Unicorn_Absent,100,0.99375,10.0,RS,25,0.30952380952380953,37,0.11440185830429733,0.40625,0.390625,22.0,0.9375,0.225,0.08412698412698413,RS,RS,RS,0.46875,0.9
0,818531747,9,8185,Absent,32,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,24,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,124,0.95,1.0,RS,24,0.225,33,0.08214285714285716,0.390625,0.375,31.0,0.99375,0.175,0.11440185830429733,RS,RS,RS,0.390625,0.9
0,818531747,10,8185,Present,27,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,25,9,Unicorn_Present,7,5.0,0,Unicorn_Absent,149,0.95625,8.0,RS,23,0.175,35,0.012500000000000011,0.40625,0.359375,24.0,0.95,0.13157894736842105,0.08214285714285716,RS,RS,RS,0.375,0.9
0,818531747,11,8185,Absent,32,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,22,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,171,0.9375,7.0,RS,20,0.13157894736842105,37,0.14619883040935674,0.453125,0.3125,25.0,0.95625,0.25,0.012500000000000011,RS,RS,RS,0.359375,0.9
0,818531747,12,8185,Absent,32,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,-72,16,Unicorn_Present,6,0.0,0,Unicorn_Present,99,0.35,10.0,RS,30,0.25,44,0.02777777777777779,0.4375,0.46875,22.0,0.9375,0.2727272727272727,0.14619883040935674,RS,RS,RS,0.3125,0.9
0,818531747,13,8185,Present,8,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,31,10,Unicorn_Present,0,1.0,0,Unicorn_Present,130,0.99375,8.0,RS,26,0.2727272727272727,39,0.019955654101995568,0.453125,0.40625,-72.0,0.35,0.19047619047619047,0.02777777777777779,RS,RS,RS,0.46875,0.9
0,818531747,14,8185,Absent,32,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,-74,6,Unicorn_Present,4,7.0,0,Unicorn_Absent,56,0.3375,1.0,RS,24,0.19047619047619047,39,0.001287001287001266,0.515625,0.4,31.0,0.99375,0.2222222222222222,0.019955654101995568,RS,RS,RS,0.40625,0.9
0,818531747,15,8185,Absent,32,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,19,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,75,0.91875,10.0,RS,20,0.2222222222222222,38,0.04722222222222222,0.46875,0.3333333333333333,-74.0,0.3375,0.2222222222222222,0.001287001287001266,RS,RS,RS,0.4,0.9
0,818531747,16,8185,Absent,32,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,-74,11,Unicorn_Present,1,3.0,0,Unicorn_Absent,1,0.3375,13.0,RS,24,0.2222222222222222,40,0.010335917312661508,0.453125,0.375,19.0,0.91875,0.1891891891891892,0.04722222222222222,RS,RS,RS,0.3333333333333333,0.9
0,818531747,17,8185,Absent,32,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,19,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,20,0.91875,10.0,RS,20,0.1891891891891892,35,0.04765291607396868,0.46875,0.3125,-74.0,0.3375,0.24242424242424243,0.010335917312661508,RS,RS,RS,0.375,0.9
0,818531747,18,8185,Absent,32,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,20,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,40,0.925,13.0,RS,21,0.24242424242424243,37,0.007130124777183611,0.484375,0.358974358974359,19.0,0.91875,0.29411764705882354,0.04765291607396868,RS,RS,RS,0.3125,0.9
0,818531747,19,8185,Present,17,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,26,7,Unicorn_Present,5,7.0,0,Unicorn_Absent,66,0.9625,12.0,RS,23,0.29411764705882354,40,0.11463046757164405,0.515625,0.359375,20.0,0.925,0.13953488372093023,0.007130124777183611,RS,RS,RS,0.358974358974359,0.9
0,818531747,20,8185,Absent,32,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,23,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,89,0.94375,6.0,RS,26,0.13953488372093023,41,0.09730722154222765,0.515625,0.4146341463414634,26.0,0.9625,0.358974358974359,0.11463046757164405,RS,RS,RS,0.359375,0.9
0,818531747,21,8185,Present,5,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,31,15,Unicorn_Present,3,3.0,0,Unicorn_Absent,120,0.99375,9.0,RS,27,0.358974358974359,42,0.033974358974358965,0.421875,0.421875,23.0,0.94375,0.17073170731707318,0.09730722154222765,RS,RS,RS,0.4146341463414634,0.9
0,818531747,22,8185,Absent,33,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,22,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,142,0.9375,1.0,RS,21,0.17073170731707318,36,0.13696060037523453,0.46875,0.328125,31.0,0.99375,0.21052631578947367,0.033974358974358965,RS,RS,RS,0.421875,0.9
