index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1,Delta
0,285945487,1,2859,Absent,32,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,19,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,19,0.91875,,RS,26,,35,,0.390625,0.40625,,,0.21052631578947367,,,RS,RS,,1.1
0,285945487,2,2859,Absent,32,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,21,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,40,0.93125,13.0,RS,20,0.21052631578947367,34,0.008223684210526327,0.4375,0.3125,19.0,0.91875,0.1935483870967742,,RS,RS,RS,0.40625,1.1
0,285945487,3,2859,Present,27,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,26,6,Unicorn_Present,7,5.0,0,Unicorn_Present,66,0.9625,11.0,RS,17,0.1935483870967742,31,0.05069124423963134,0.390625,0.32432432432432434,21.0,0.93125,0.08108108108108109,0.008223684210526327,RS,RS,RS,0.3125,1.1
0,285945487,4,2859,Present,14,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,27,12,Unicorn_Present,7,2.0,0,Unicorn_Absent,93,0.96875,6.0,RS,23,0.08108108108108109,38,0.1891891891891892,0.40625,0.45714285714285713,26.0,0.9625,0.3157894736842105,0.05069124423963134,RS,RS,ALL,0.32432432432432434,1.1
0,285945487,5,2859,Absent,32,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,27,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,120,0.96875,5.0,RS,27,0.3157894736842105,38,0.045519203413940224,0.453125,0.421875,27.0,0.96875,0.421875,0.1891891891891892,RS,ALL,ALL,0.45714285714285713,1.1
0,285945487,6,2859,Present,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,64,Unicorn_Present,3,1.0,1,Unicorn_Present,143,0.94375,5.0,ALL,64,0.421875,64,0.109375,0.0,1.0,27.0,0.96875,1.0,0.045519203413940224,RS,ALL,ALL,0.421875,1.1
0,285945487,7,2859,Present,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3,64,Unicorn_Present,1,7.0,1,Unicorn_Absent,140,0.78125,9.0,ALL,64,1.0,64,0.0,0.0,1.0,23.0,0.94375,1.0,0.109375,ALL,ALL,ALL,1.0,1.1
0,285945487,8,2859,Absent,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,141,0.80625,35.0,ALL,64,1.0,64,0.0,0.0,1.0,-3.0,0.78125,1.0,0.0,ALL,ALL,ALL,1.0,1.1
0,285945487,9,2859,Absent,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7,64,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,134,0.75625,31.0,ALL,64,1.0,64,0.0,0.0,1.0,1.0,0.80625,1.0,0.0,ALL,ALL,ALL,1.0,1.1
0,285945487,10,2859,Present,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,64,Unicorn_Present,2,7.0,1,Unicorn_Present,134,0.8,39.0,ALL,64,1.0,64,0.0,0.0,1.0,-7.0,0.75625,1.0,0.0,ALL,ALL,ALL,1.0,1.1
