index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1,Delta
0,451293165,1,4512,Absent,32,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,21,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,21,0.93125,,RS,19,,39,,0.53125,0.3076923076923077,,,0.21621621621621623,,,RS,RS,,1.2
0,451293165,2,4512,Absent,32,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,20,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,41,0.925,11.0,RS,26,0.21621621621621623,38,0.06949806949806947,0.46875,0.40625,21.0,0.93125,0.2727272727272727,,RS,RS,RS,0.3076923076923077,1.2
0,451293165,3,4512,Present,25,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,27,4,Unicorn_Present,4,7.0,0,Unicorn_Absent,68,0.96875,12.0,RS,16,0.2727272727272727,31,0.05397727272727271,0.421875,0.2571428571428571,20.0,0.925,0.1111111111111111,0.06949806949806947,RS,RS,RS,0.40625,1.2
0,451293165,4,4512,Absent,32,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,23,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,91,0.94375,5.0,RS,24,0.1111111111111111,46,0.1388888888888889,0.578125,0.375,27.0,0.96875,0.2682926829268293,0.05397727272727271,RS,RS,RS,0.2571428571428571,1.2
0,451293165,5,4512,Present,3,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,32,11,Unicorn_Present,3,1.0,0,Unicorn_Present,123,1.0,9.0,RS,28,0.2682926829268293,41,0.0726405090137858,0.46875,0.5384615384615384,23.0,0.94375,0.13043478260869565,0.1388888888888889,RS,RS,RS,0.375,1.2
0,451293165,6,4512,Present,17,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26,9,Unicorn_Present,2,4.0,0,Unicorn_Present,149,0.9625,0.0,RS,24,0.13043478260869565,37,0.04905239687848384,0.4375,0.4358974358974359,32.0,1.0,0.18604651162790697,0.0726405090137858,RS,RS,RS,0.5384615384615384,1.2
0,451293165,7,4512,Absent,32,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-77,9,Unicorn_Present,5,6.0,0,Unicorn_Present,72,0.31875,6.0,RS,27,0.18604651162790697,44,0.07711138310893512,0.546875,0.421875,26.0,0.9625,0.19047619047619047,0.04905239687848384,RS,RS,RS,0.4358974358974359,1.2
0,451293165,8,4512,Present,2,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,32,8,Unicorn_Present,0,3.0,0,Unicorn_Present,104,1.0,13.0,RS,23,0.19047619047619047,44,0.08859357696567,0.5625,0.359375,-77.0,0.31875,0.18421052631578946,0.07711138310893512,RS,RS,RS,0.421875,1.2
0,451293165,9,4512,Present,16,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,26,7,Unicorn_Present,3,5.0,0,Unicorn_Absent,130,0.9625,0.0,RS,22,0.18421052631578946,37,0.059691912708600775,0.46875,0.34375,32.0,1.0,0.20930232558139536,0.08859357696567,RS,RS,RS,0.359375,1.2
0,451293165,10,4512,Absent,32,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,22,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,152,0.9375,6.0,RS,30,0.20930232558139536,45,0.1335548172757475,0.546875,0.46875,26.0,0.9625,0.18604651162790697,0.059691912708600775,RS,RS,RS,0.34375,1.2
0,451293165,11,4512,Present,2,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,32,9,Unicorn_Present,3,3.0,0,Unicorn_Absent,184,1.0,10.0,RS,21,0.18604651162790697,37,0.09600477042337507,0.4375,0.328125,22.0,0.9375,0.275,0.1335548172757475,RS,RS,RS,0.46875,1.2
0,451293165,12,4512,Absent,32,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,23,16,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,207,0.94375,0.0,RS,30,0.275,44,0.06646341463414634,0.4375,0.46875,32.0,1.0,0.30952380952380953,0.09600477042337507,RS,RS,RS,0.328125,1.2
0,451293165,13,4512,Absent,32,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,-73,11,Unicorn_Present,3,6.0,0,Unicorn_Absent,134,0.34375,9.0,RS,25,0.30952380952380953,42,0.020634920634920673,0.484375,0.390625,23.0,0.94375,0.16666666666666666,0.06646341463414634,RS,RS,RS,0.46875,1.2
0,451293165,14,4512,Absent,32,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,24,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,158,0.95,9.0,RS,24,0.16666666666666666,37,0.08156028368794326,0.421875,0.4358974358974359,-73.0,0.34375,0.3333333333333333,0.020634920634920673,RS,RS,RS,0.390625,1.2
