index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1,Alpha
0,606203631,1,3631,Absent,32,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,20,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,20,0.925,,RS,25,,44,,0.515625,0.425,,,0.3333333333333333,,,RS,RS,,0.6
0,606203631,2,3631,Absent,32,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,19,17,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,39,0.91875,12.0,RS,27,0.3333333333333333,44,0.0784313725490196,0.421875,0.421875,20.0,0.925,0.11627906976744186,,RS,RS,RS,0.425,0.6
0,606203631,3,3631,Present,24,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,26,7,Unicorn_Present,4,7.0,0,Unicorn_Absent,65,0.9625,13.0,RS,21,0.11627906976744186,31,0.1276233692569484,0.375,0.35714285714285715,19.0,0.91875,0.18181818181818182,0.0784313725490196,RS,RS,RS,0.421875,0.6
0,606203631,4,3631,Absent,32,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,22,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,87,0.9375,6.0,RS,18,0.18181818181818182,35,0.1028708133971292,0.4375,0.28125,26.0,0.9625,0.27586206896551724,0.1276233692569484,RS,RS,RS,0.35714285714285715,0.6
0,606203631,5,3631,Present,17,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,28,5,Unicorn_Present,1,7.0,0,Unicorn_Present,115,0.975,10.0,RS,19,0.27586206896551724,36,0.15391084945332212,0.484375,0.296875,22.0,0.9375,0.20588235294117646,0.1028708133971292,RS,RS,RS,0.28125,0.6
0,606203631,6,3631,Present,23,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,23,9,Unicorn_Present,7,6.0,0,Unicorn_Absent,138,0.94375,4.0,RS,22,0.20588235294117646,30,0.05218216318785579,0.328125,0.35,28.0,0.975,0.2727272727272727,0.15391084945332212,RS,RS,RS,0.296875,0.6
0,606203631,7,3631,Absent,32,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,160,0.9375,9.0,RS,20,0.2727272727272727,33,0.06583072100313478,0.4375,0.3333333333333333,23.0,0.94375,0.22857142857142856,0.05218216318785579,RS,RS,RS,0.35,0.6
0,606203631,8,3631,Present,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,32,7,Unicorn_Present,7,0.0,0,Unicorn_Present,192,1.0,10.0,RS,23,0.22857142857142856,42,0.028571428571428553,0.546875,0.359375,22.0,0.9375,0.18421052631578946,0.06583072100313478,RS,RS,RS,0.3333333333333333,0.6
0,606203631,9,3631,Absent,32,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-73,10,Unicorn_Present,6,0.0,0,Unicorn_Present,119,0.34375,0.0,RS,22,0.18421052631578946,33,0.09118727050183598,0.359375,0.35135135135135137,32.0,1.0,0.08333333333333333,0.028571428571428553,RS,RS,RS,0.359375,0.6
0,606203631,10,3631,Present,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,31,7,Unicorn_Present,1,2.0,0,Unicorn_Present,150,0.99375,9.0,RS,17,0.08333333333333333,34,0.24019607843137258,0.421875,0.2894736842105263,-73.0,0.34375,0.08108108108108109,0.09118727050183598,RS,RS,RS,0.35135135135135137,0.6
