index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1,Alpha
0,193383140,1,3140,Absent,32,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,23,9,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,23,0.94375,,RS,25,,41,,0.5,0.390625,,,0.3076923076923077,,,RS,RS,,0.4
0,193383140,2,3140,Absent,32,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,22,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,45,0.9375,9.0,RS,26,0.3076923076923077,43,0.02564102564102566,0.546875,0.48717948717948717,23.0,0.94375,0.2619047619047619,,RS,RS,RS,0.390625,0.4
0,193383140,3,3140,Present,5,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,31,10,Unicorn_Present,0,1.0,0,Unicorn_Absent,76,0.99375,10.0,RS,27,0.2619047619047619,44,0.0063879210220673666,0.53125,0.421875,22.0,0.9375,0.1794871794871795,0.02564102564102566,RS,RS,RS,0.48717948717948717,0.4
0,193383140,4,3140,Absent,32,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,24,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,100,0.95,1.0,RS,19,0.1794871794871795,40,0.17765567765567766,0.484375,0.3076923076923077,31.0,0.99375,0.1388888888888889,0.0063879210220673666,RS,RS,RS,0.421875,0.4
0,193383140,5,3140,Absent,32,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,21,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,121,0.93125,8.0,RS,22,0.1388888888888889,36,0.1294037940379404,0.4375,0.35,24.0,0.95,0.2,0.17765567765567766,RS,RS,RS,0.3076923076923077,0.4
0,193383140,6,3140,Present,24,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,26,11,Unicorn_Present,0,4.0,0,Unicorn_Absent,147,0.9625,11.0,RS,26,0.2,42,0.033333333333333354,0.484375,0.40625,21.0,0.93125,0.2894736842105263,0.1294037940379404,RS,RS,RS,0.35,0.4
0,193383140,7,3140,Absent,32,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,22,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,169,0.9375,6.0,RS,23,0.2894736842105263,35,0.058704453441295545,0.40625,0.359375,26.0,0.9625,0.1875,0.033333333333333354,RS,RS,RS,0.40625,0.4
0,193383140,8,3140,Present,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,32,6,Unicorn_Present,7,2.0,0,Unicorn_Absent,201,1.0,10.0,RS,15,0.1875,30,0.012500000000000011,0.375,0.23684210526315788,22.0,0.9375,0.1875,0.058704453441295545,RS,RS,RS,0.359375,0.4
0,193383140,9,3140,Absent,32,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,21,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,222,0.93125,0.0,RS,23,0.1875,37,0.029605263157894746,0.4375,0.359375,32.0,1.0,0.21951219512195122,0.012500000000000011,RS,RS,RS,0.23684210526315788,0.4
0,193383140,10,3140,Absent,32,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,22,16,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,244,0.9375,11.0,RS,27,0.21951219512195122,42,0.03630175836642088,0.40625,0.421875,21.0,0.93125,0.22727272727272727,0.029605263157894746,RS,RS,RS,0.359375,0.4
0,193383140,11,3140,Absent,32,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,20,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,264,0.925,10.0,RS,27,0.22727272727272727,37,0.09393939393939393,0.421875,0.5128205128205128,22.0,0.9375,0.21621621621621623,0.03630175836642088,RS,RS,RS,0.421875,0.4
0,193383140,12,3140,Present,3,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,32,9,Unicorn_Present,3,1.0,0,Unicorn_Absent,296,1.0,12.0,RS,18,0.21621621621621623,34,0.10731319554848967,0.390625,0.28125,20.0,0.925,0.14705882352941177,0.09393939393939393,RS,RS,RS,0.5128205128205128,0.4
0,193383140,13,3140,Absent,32,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,24,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,320,0.95,0.0,RS,21,0.14705882352941177,40,0.06224350205198359,0.5,0.358974358974359,32.0,1.0,0.16666666666666666,0.10731319554848967,RS,RS,RS,0.28125,0.4
0,193383140,14,3140,Absent,32,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,22,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,342,0.9375,8.0,RS,28,0.16666666666666666,41,0.030303030303030304,0.484375,0.4375,24.0,0.95,0.18421052631578946,0.06224350205198359,RS,RS,RS,0.358974358974359,0.4
0,193383140,15,3140,Absent,32,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,25,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,367,0.95625,10.0,RS,17,0.18421052631578946,38,0.059691912708600775,0.484375,0.265625,22.0,0.9375,0.1935483870967742,0.030303030303030304,RS,RS,RS,0.4375,0.4
0,193383140,16,3140,Absent,32,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,19,3,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,386,0.91875,7.0,RS,20,0.1935483870967742,40,0.11414392059553352,0.578125,0.3125,25.0,0.95625,0.21621621621621623,0.059691912708600775,RS,RS,RS,0.265625,0.4
0,193383140,17,3140,Absent,32,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,23,14,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,409,0.94375,13.0,RS,25,0.21621621621621623,32,0.08801108801108803,0.28125,0.390625,19.0,0.91875,0.2564102564102564,0.11414392059553352,RS,RS,RS,0.3125,0.4
0,193383140,18,3140,Present,30,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,22,8,Unicorn_Present,4,6.0,0,Unicorn_Present,431,0.9375,9.0,RS,24,0.2564102564102564,38,0.027838827838827823,0.46875,0.375,23.0,0.94375,0.13157894736842105,0.08801108801108803,RS,RS,RS,0.390625,0.4
0,193383140,19,3140,Present,17,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,27,5,Unicorn_Present,1,6.0,0,Unicorn_Present,458,0.96875,10.0,RS,19,0.13157894736842105,30,0.019936204146730474,0.390625,0.3076923076923077,22.0,0.9375,0.17142857142857143,0.027838827838827823,RS,RS,RS,0.375,0.4
0,193383140,20,3140,Present,24,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,25,9,Unicorn_Present,7,4.0,0,Unicorn_Absent,483,0.95625,5.0,RS,22,0.17142857142857143,39,0.02857142857142858,0.46875,0.35,27.0,0.96875,0.16216216216216217,0.019936204146730474,RS,RS,RS,0.3076923076923077,0.4
0,193383140,21,3140,Absent,32,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,22,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,505,0.9375,7.0,RS,21,0.16216216216216217,35,0.07467994310099571,0.4375,0.328125,25.0,0.95625,0.19444444444444445,0.02857142857142858,RS,RS,RS,0.35,0.4
0,193383140,22,3140,Absent,32,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,25,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,530,0.95625,10.0,RS,22,0.19444444444444445,32,0.11336336336336336,0.359375,0.34375,22.0,0.9375,0.2222222222222222,0.07467994310099571,RS,RS,RS,0.328125,0.4
0,193383140,23,3140,Absent,32,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,-73,8,Unicorn_Present,5,3.0,0,Unicorn_Absent,457,0.34375,7.0,RS,22,0.2222222222222222,34,0.00347222222222221,0.40625,0.35,25.0,0.95625,0.21052631578947367,0.11336336336336336,RS,RS,RS,0.34375,0.4
0,193383140,24,3140,Absent,32,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,23,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,480,0.94375,9.0,RS,24,0.21052631578947367,34,0.049235993208828516,0.4375,0.375,-73.0,0.34375,0.28205128205128205,0.00347222222222221,RS,RS,RS,0.35,0.4
0,193383140,25,3140,Present,21,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,25,8,Unicorn_Present,6,6.0,0,Unicorn_Present,505,0.95625,9.0,RS,26,0.28205128205128205,39,0.12580128205128205,0.484375,0.40625,23.0,0.94375,0.2702702702702703,0.049235993208828516,RS,RS,RS,0.375,0.4
