index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,Similarity_LAG1
1924,379-897,5,379-897PL1,Absent,23319,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,9,0,0,0,5,35,33,32,31,29,28,0,0,0,7,15,16,1,17,26,2,0,0,0,0,0,18,8,24,0,0,4,19,0,0,0,22,13,14,0,0,0,3,21,0,12,11,0,0,0,0,0,0,23,9,Unicorn_Absent,-1,-1,Unicorn_Present,RS,1924,0,16.557488653555218,2.0,48,0.94375,29,0.3695652173913043,38,0.18438003220611915,0.453125,0.00195887900173681,,,,,RS,
1929,379-897,10,379-897PL1,Absent,22845,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,14,0,13,0,0,0,4,0,0,3,0,0,32,33,34,35,0,0,0,0,31,0,0,0,15,7,0,0,0,29,12,0,0,0,0,6,0,5,27,25,16,8,0,0,0,0,1,23,0,0,19,20,0,21,22,0,17,0,18,2,11,0,10,9,21,11,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,1929,0,16.557488653555218,16.557488653555218,69,0.93125,31,0.25,37,0.08333333333333334,0.40625,0.00195887900173681,0.94375,0.3695652173913043,0.18438003220611915,9.0,RS,0.00195887900173681
1930,379-897,11,379-897PL1,Absent,21010,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,8,0,0,7,0,6,0,0,0,29,30,31,32,33,34,36,0,0,0,12,17,18,0,13,0,28,5,0,0,19,20,0,0,0,27,0,0,1,14,21,9,0,15,26,0,24,0,22,0,0,0,0,0,0,11,0,10,0,0,0,3,0,4,0,22,10,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,1930,0,16.557488653555218,16.557488653555218,91,0.9375,31,0.4418604651162791,39,0.3128282070517629,0.453125,0.00195887900173681,0.93125,0.25,0.08333333333333334,11.0,RS,0.00195887900173681
1931,379-897,12,379-897PL1,Absent,18016,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,7,0,0,0,0,18,5,0,0,0,6,0,0,0,0,16,0,0,4,0,0,0,15,1,0,14,0,0,13,0,0,0,8,0,0,22,0,23,24,0,0,21,0,0,9,0,0,17,0,3,0,12,0,0,0,0,20,19,11,0,0,0,10,0,24,8,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,1931,0,16.557488653555218,16.557488653555218,115,0.95,23,0.2558139534883721,44,0.014456316781898182,0.5625,0.003166913489668913,0.9375,0.4418604651162791,0.3128282070517629,10.0,RS,0.00195887900173681
1932,379-897,13,379-897PL1,Absent,12008,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,19,0,18,0,0,17,0,0,15,0,0,0,16,0,3,0,0,5,0,14,0,0,0,0,2,0,10,0,0,0,0,9,13,0,0,0,1,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,25,7,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,1932,0,16.557488653555218,16.557488653555218,140,0.95625,19,0.2727272727272727,34,0.058441558441558426,0.421875,0.005349892925237472,0.95,0.2558139534883721,0.014456316781898182,8.0,RS,0.003166913489668913
1933,379-897,14,379-897PL1,Absent,9658,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,17,18,0,0,0,0,6,0,7,0,0,0,15,0,0,0,0,19,2,5,14,0,1,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,8,0,13,0,0,22,0,0,21,3,12,0,0,10,0,0,11,0,0,0,25,7,Unicorn_Absent,-1,-1,Unicorn_Present,RS,1933,0,16.557488653555218,-2.6666666666666665,165,0.95625,21,0.17647058823529413,35,0.01430842607313196,0.4375,0.004090488681861962,0.95625,0.2727272727272727,0.058441558441558426,7.0,RS,0.005349892925237472
1937,379-897,18,379-897PL1,Absent,12641,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,15,0,13,0,0,0,12,0,14,0,5,0,0,0,0,0,0,0,16,0,0,0,4,0,11,0,0,3,8,0,9,0,0,0,0,0,0,2,0,0,0,0,17,0,19,20,0,21,0,7,18,10,0,0,22,6,0,26,0,24,0,1,0,0,20,12,Unicorn_Absent,-1,-1,Unicorn_Present,RS,1937,0,16.557488653555218,27.0,185,0.925,24,0.21621621621621626,43,0.021879021879021854,0.484375,0.002798209913999482,0.95625,0.17647058823529413,0.01430842607313196,7.0,RS,0.004090488681861962
1939,379-897,20,379-897PL1,Absent,10375,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,14,0,0,0,0,11,0,3,0,15,0,22,23,0,0,0,16,0,0,0,0,8,0,24,0,9,0,18,17,0,1,0,0,4,0,6,0,0,0,0,0,0,0,21,0,19,5,0,0,0,20,12,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,1939,0,16.557488653555218,16.557488653555218,205,0.925,20,0.2571428571428571,38,0.12922077922077926,0.40625,0.004670154398831872,0.925,0.21621621621621626,0.021879021879021854,12.0,RS,0.002798209913999482
1940,379-897,21,379-897PL1,Absent,9046,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,21,22,0,10,11,12,0,20,9,1,8,0,0,0,0,19,0,0,0,0,7,0,0,0,0,0,2,0,0,13,0,3,0,0,0,0,6,0,0,18,0,0,0,0,0,0,0,0,4,0,5,0,0,14,0,17,0,0,0,0,0,15,25,7,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,1940,0,16.557488653555218,16.557488653555218,230,0.95625,21,0.10810810810810813,33,0.1813655761024182,0.40625,0.004090488681861962,0.925,0.2571428571428571,0.12922077922077926,12.0,RS,0.004670154398831872
1941,379-897,22,379-897PL1,Absent,9302,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,6,0,0,23,9,22,0,10,0,21,0,0,0,3,0,0,7,0,0,0,0,18,0,11,0,20,0,0,13,0,12,0,0,19,0,17,1,14,0,0,0,0,0,16,0,0,0,15,0,0,23,9,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,1941,0,16.557488653555218,16.557488653555218,253,0.94375,21,0.13513513513513514,33,0.07698607698607697,0.375,0.004090488681861962,0.95625,0.10810810810810813,0.1813655761024182,7.0,RS,0.004090488681861962
