index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,Similarity_LAG1
3722,598-684,3,598-684PL1,Absent,13251,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,12,0,13,2,0,0,0,0,11,0,0,0,0,5,0,10,0,3,14,0,0,0,0,0,0,9,0,15,0,4,0,20,0,19,0,18,0,16,0,7,0,0,8,0,17,0,0,29,3,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3722,0,16.557488653555218,-18.666666666666668,60,0.98125,20,0.07407407407407407,28,0.01157407407407407,0.390625,0.004670154398831872,,,,,ALL,
3729,598-684,10,598-684PL1,Absent,32717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67,68,69,62,32,33,60,61,66,64,2,63,31,34,58,20,23,26,27,57,29,3,59,21,24,25,28,56,1,35,36,44,55,54,4,12,13,14,37,43,6,53,49,11,10,5,39,40,52,7,48,9,8,16,38,41,51,50,47,46,45,17,18,42,27,5,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,3729,0,16.557488653555218,30.0,87,0.96875,64,0.3125,64,0.3125,0.921875,1.0,0.98125,0.07407407407407407,0.01157407407407407,3.0,RS,0.004670154398831872
3731,598-684,12,598-684PL1,Absent,19303,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,34,35,36,37,0,38,39,40,33,32,4,0,0,0,3,41,30,31,0,0,0,5,0,0,29,28,0,0,0,12,13,0,26,25,2,10,1,11,14,0,23,24,0,9,0,0,6,0,7,19,18,0,17,0,16,15,22,20,21,8,0,0,0,0,26,6,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3731,0,16.557488653555218,25.0,113,0.9625,40,0.625,44,0.625,0.59375,0.003593966140484057,0.96875,0.3125,0.3125,5.0,RS,1.0
3734,598-684,15,598-684PL1,Absent,19568,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,0,0,0,0,0,0,0,6,0,0,7,0,8,4,23,0,0,18,0,0,16,0,22,21,0,20,17,0,15,0,0,2,12,13,14,0,0,0,0,0,11,0,9,40,3,39,24,25,10,36,37,35,38,34,27,26,28,29,30,31,33,32,27,0,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3734,0,16.557488653555218,27.0,140,0.96875,38,0.41818181818181815,38,0.41818181818181815,0.59375,0.004670154398831872,0.9625,0.625,0.625,6.0,RS,0.003593966140484057
3737,598-684,18,598-684PL1,Absent,14490,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,6,0,0,5,0,7,0,0,0,21,0,23,0,0,8,0,9,0,22,24,0,0,2,0,0,0,4,26,0,10,0,0,0,0,0,27,0,11,0,3,0,0,0,28,0,12,0,0,0,0,0,29,13,20,19,18,17,16,15,14,24,8,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,3737,0,16.557488653555218,16.557488653555218,164,0.95,27,0.32653061224489793,35,0.32653061224489793,0.421875,0.003166913489668913,0.96875,0.41818181818181815,0.41818181818181815,0.0,RS,0.004670154398831872
3738,598-684,19,598-684PL1,Absent,19568,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,0,0,0,8,0,7,11,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,41,40,4,39,38,37,36,35,29,5,30,31,6,32,33,34,28,27,26,25,24,23,22,21,13,14,15,16,17,18,19,20,20,12,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3738,0,16.557488653555218,22.0,184,0.925,41,0.3333333333333333,48,0.037037037037037035,0.5625,0.02732372244729257,0.95,0.32653061224489793,0.32653061224489793,8.0,RS,0.003166913489668913
3740,598-684,21,598-684PL1,Absent,24817,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,5,0,38,37,0,36,0,0,0,0,39,40,41,42,0,0,7,0,0,0,44,43,0,0,0,0,1,0,4,0,23,2,24,25,8,28,30,0,21,0,22,26,27,29,31,32,19,0,17,15,12,13,35,3,20,10,18,16,11,14,34,33,19,13,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,3740,0,16.557488653555218,16.557488653555218,203,0.91875,43,0.6470588235294118,55,0.3899159663865547,0.65625,0.0070995295993586515,0.925,0.3333333333333333,0.037037037037037035,12.0,RS,0.02732372244729257
3741,598-684,22,598-684PL1,Absent,28130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,8,0,7,12,14,0,0,0,9,10,11,13,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,21,11,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3741,0,16.557488653555218,-19.5,224,0.93125,15,0.2608695652173913,37,0.02801932367149756,0.40625,0.009584768880023008,0.91875,0.6470588235294118,0.3899159663865547,13.0,RS,0.0070995295993586515
3744,598-684,25,598-684PL1,Absent,22948,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,40,41,42,43,44,45,46,0,9,2,0,10,0,11,47,0,0,0,0,0,1,12,48,8,0,3,0,5,0,0,4,0,7,38,37,36,35,34,33,19,39,20,21,6,0,13,32,18,26,16,22,15,29,27,31,17,24,25,23,0,28,14,30,10,22,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3744,0,16.557488653555218,30.5,234,0.8625,48,0.2352941176470588,57,0.044705882352941206,0.546875,0.00822974704902003,0.93125,0.2608695652173913,0.02801932367149756,11.0,RS,0.009584768880023008
3747,598-684,28,598-684PL1,Absent,10733,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,16,17,0,0,0,0,13,5,19,0,4,0,0,0,12,0,20,1,0,0,3,0,0,0,0,21,0,0,0,0,10,2,0,22,0,7,0,0,0,0,6,23,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3747,0,16.557488653555218,-83.0,264,0.9875,21,0.2777777777777778,23,0.24836601307189546,0.328125,0.004090488681861962,0.8625,0.2352941176470588,0.044705882352941206,22.0,RS,0.00822974704902003
3749,598-684,30,598-684PL1,Present,4206,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3749,0,16.557488653555218,26.66666666666667,200,0.4,5,0.18181818181818185,5,0.18181818181818185,0.078125,0.06833852792409179,0.9875,0.2777777777777778,0.24836601307189546,2.0,RS,0.004090488681861962
3753,598-684,34,598-684PL1,Absent,22854,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,11,10,0,30,0,29,49,33,34,0,0,0,32,9,0,36,35,2,7,31,0,28,48,51,12,50,0,0,47,37,38,52,53,8,0,1,45,46,39,20,21,22,26,24,27,4,42,19,0,23,25,16,0,14,41,17,0,18,5,44,15,0,43,10,22,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,3753,0,16.557488653555218,16.557488653555218,210,0.8625,49,0.05882352941176471,55,0.05882352941176471,0.515625,0.009584768880023008,0.4,0.18181818181818185,0.18181818181818185,0.0,RS,0.06833852792409179
3754,598-684,35,598-684PL1,Absent,19222,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,13,0,14,15,12,0,0,2,5,0,0,0,0,11,0,0,0,18,0,0,0,0,0,20,0,0,0,16,10,32,19,0,6,17,4,0,40,33,3,34,37,7,30,31,9,39,35,8,36,21,28,29,41,24,23,25,26,38,27,22,15,17,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3754,0,16.557488653555218,20.5,225,0.89375,40,0.5614035087719298,48,0.16666666666666666,0.484375,0.015655672960895994,0.8625,0.05882352941176471,0.05882352941176471,22.0,RS,0.009584768880023008
3757,598-684,38,598-684PL1,Absent,19814,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,5,23,0,0,0,22,21,0,0,0,0,0,0,4,20,25,24,0,0,0,48,0,19,0,26,45,1,10,46,0,18,27,28,6,0,11,47,3,17,29,30,44,43,42,12,13,16,31,7,38,37,8,40,0,15,33,35,34,36,39,41,14,0,9,23,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,3757,0,16.557488653555218,16.557488653555218,234,0.85625,45,0.6666666666666666,54,0.3712121212121212,0.484375,0.005349892925237472,0.89375,0.5614035087719298,0.16666666666666666,17.0,RS,0.015655672960895994
3758,598-684,39,598-684PL1,Absent,23537,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,26,27,28,29,30,31,32,25,0,0,12,11,0,3,0,24,54,2,0,53,10,0,0,23,55,57,56,52,42,1,9,22,6,13,0,4,0,0,0,21,47,46,44,7,41,5,8,20,49,14,45,33,0,39,0,19,35,51,34,36,38,0,16,18,0,32,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,3758,0,16.557488653555218,16.557488653555218,234,0.8,50,0.6379310344827587,57,0.2179310344827587,0.390625,0.011220768761929843,0.85625,0.6666666666666666,0.3712121212121212,23.0,RS,0.005349892925237472
3759,598-684,40,598-684PL1,Absent,20049,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,40,0,0,39,41,0,42,0,0,0,0,0,3,0,0,6,0,4,46,0,0,43,45,0,37,0,38,0,7,0,23,22,35,36,8,0,29,1,25,21,34,33,2,30,27,26,24,19,0,10,32,31,9,28,5,18,11,0,12,13,14,15,16,17,5,27,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3759,0,16.557488653555218,22.5,239,0.83125,44,0.5409836065573771,55,0.0009836065573770592,0.4375,0.0061508264471411885,0.8,0.6379310344827587,0.2179310344827587,32.0,RS,0.011220768761929843
3764,598-684,45,598-684PL1,Absent,21474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,3,10,5,6,7,9,29,12,28,14,17,19,20,21,32,31,27,26,25,24,23,22,33,34,35,36,37,38,39,40,48,47,46,45,44,43,42,41,49,50,51,52,53,54,58,55,0,0,0,0,0,60,59,57,0,0,0,0,0,0,0,0,10,22,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,3764,0,16.557488653555218,16.557488653555218,249,0.8625,51,0.532258064516129,59,0.27299880525686976,0.578125,0.013211580405391629,0.83125,0.5409836065573771,0.0009836065573770592,27.0,RS,0.0061508264471411885
3765,598-684,46,598-684PL1,Absent,19319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,13,14,15,16,17,18,20,19,12,29,27,25,24,23,22,21,11,30,0,32,33,36,0,39,10,0,4,0,0,0,3,0,9,0,2,0,48,44,0,41,8,0,53,47,0,0,0,42,7,0,52,0,45,0,49,0,6,5,0,0,50,0,0,43,7,25,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3765,0,16.557488653555218,27.0,256,0.84375,42,0.603448275862069,54,0.20761494252873566,0.453125,0.003593966140484057,0.8625,0.532258064516129,0.27299880525686976,22.0,RS,0.013211580405391629
3767,598-684,48,598-684PL1,Absent,20522,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,52,0,51,49,0,48,0,47,53,8,7,6,0,0,0,46,55,0,0,60,61,5,0,0,0,10,59,1,63,64,65,45,58,0,0,11,12,3,66,44,0,34,35,36,37,39,41,42,33,32,16,31,14,30,28,26,20,19,21,22,23,24,25,0,3,29,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3767,0,16.557488653555218,9.0,259,0.81875,49,0.4918032786885246,56,0.08795712484237073,0.421875,0.009584768880023008,0.84375,0.603448275862069,0.20761494252873566,25.0,RS,0.003593966140484057
3769,598-684,50,598-684PL1,Absent,23282,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,60,20,21,22,23,25,55,19,61,58,0,66,2,56,54,18,65,6,5,67,57,0,27,62,64,15,8,68,70,10,28,63,17,0,14,69,9,0,29,3,43,44,46,47,49,11,30,0,42,45,4,13,12,53,32,41,40,39,37,36,52,50,0,-4,36,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3769,0,16.557488653555218,-16.5,255,0.775,57,0.7377049180327869,62,0.2279009964641595,0.40625,0.04179821794405796,0.81875,0.4918032786885246,0.08795712484237073,29.0,RS,0.009584768880023008
3772,598-684,53,598-684PL1,Absent,15949,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,33,32,31,30,0,29,28,0,34,15,2,0,18,0,0,27,14,0,37,0,55,54,0,53,13,0,36,19,0,44,46,52,43,6,0,24,56,1,0,50,42,12,20,25,23,7,0,0,0,11,10,0,0,47,8,49,41,40,39,0,9,0,48,0,14,18,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,3772,0,16.557488653555218,16.557488653555218,269,0.8875,44,0.7413793103448276,52,0.4772283669486012,0.53125,0.004670154398831872,0.775,0.7377049180327869,0.2279009964641595,36.0,RS,0.04179821794405796
3773,598-684,54,598-684PL1,Absent,15519,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,46,0,0,7,0,0,0,45,47,8,0,0,6,31,30,2,48,9,0,0,0,32,29,43,49,14,0,10,1,34,28,42,50,13,12,11,5,0,23,41,16,3,0,21,22,35,27,40,17,0,0,0,4,36,25,39,38,18,19,20,0,37,24,10,22,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3773,0,16.557488653555218,31.5,279,0.8625,46,0.5789473684210527,50,0.2789473684210527,0.4375,0.0061508264471411885,0.8875,0.7413793103448276,0.4772283669486012,18.0,RS,0.004670154398831872
3776,598-684,57,598-684PL1,Absent,10895,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,21,0,0,9,22,0,24,0,0,8,0,0,23,0,4,0,0,0,5,0,0,25,0,15,0,0,0,0,2,0,14,0,20,13,3,0,10,0,1,0,0,19,0,18,0,16,0,0,0,0,7,0,0,0,6,0,12,0,0,11,0,0,17,0,16,16,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3776,0,16.557488653555218,28.66666666666667,295,0.9,25,0.3148148148148148,43,0.08053402239448748,0.421875,0.0024787521766663585,0.8625,0.5789473684210527,0.2789473684210527,22.0,,0.0061508264471411885
3782,598-684,3,598-684PL2,Absent,23120,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,9,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,8,0,0,0,7,0,0,0,29,3,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3782,0,16.557488653555218,-2.6666666666666665,60,0.98125,11,0.0625,28,0.01157407407407407,0.390625,0.01868657834410481,,,,,RS,
3789,598-684,10,598-684PL2,Absent,36830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3789,0,16.557488653555218,30.0,87,0.96875,5,0.0,64,0.3125,0.921875,0.06833852792409179,0.98125,0.0625,0.01157407407407407,3.0,RS,0.01868657834410481
3791,598-684,12,598-684PL2,Absent,20512,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,9,0,26,6,Unicorn_Absent,-1,-1,Unicorn_Present,RS,3791,0,16.557488653555218,25.0,113,0.9625,10,0.0,44,0.625,0.59375,0.022488905231637643,0.96875,0.0,0.3125,5.0,NOTHING,0.06833852792409179
