index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,RegionGo2,Similarity_LAG1
3001,487-811,2,487-811PL1,Absent,39610,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,69,70,71,72,73,74,75,76,68,67,66,65,64,63,62,61,52,53,54,55,56,57,58,60,50,51,48,46,44,43,42,41,10,11,12,26,23,30,31,40,9,8,7,13,22,29,32,39,2,3,6,15,20,28,34,38,1,4,5,17,19,27,35,36,9,23,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,3001,0,16.557488653555218,16.557488653555218,-23,0.85625,64,1.0,64,0.640625,0.640625,1.0,,,,,ALL,ALL,
3002,487-811,3,487-811PL1,Absent,29013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,75,74,73,72,71,70,69,68,59,60,61,62,63,65,67,66,58,57,56,54,53,51,49,48,24,25,26,27,28,30,46,47,23,22,16,21,14,32,45,44,19,17,20,7,12,33,42,43,2,3,6,8,11,35,41,40,1,4,5,9,10,36,37,38,9,23,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,3002,0,16.557488653555218,16.557488653555218,-14,0.85625,64,1.0,64,0.7222222222222222,0.640625,1.0,0.85625,1.0,0.640625,23.0,ALL,ALL,1.0
3003,487-811,4,487-811PL1,Absent,29928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,49,48,47,45,16,15,54,2,51,52,43,44,17,14,55,71,3,53,42,41,18,13,57,69,72,4,39,40,21,12,59,68,74,83,5,38,23,11,61,67,76,81,37,6,25,10,65,66,77,80,36,32,27,9,63,64,79,84,35,34,29,8,18,14,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,3003,0,16.557488653555218,23.2,4,0.9125,64,1.0,64,0.84375,0.78125,1.0,0.85625,1.0,0.7222222222222222,23.0,ALL,ALL,1.0
3009,487-811,10,487-811PL1,Absent,24387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,17,6,7,8,11,28,3,2,15,14,13,12,18,26,25,24,21,23,20,22,19,29,47,31,33,34,35,36,37,49,46,45,44,43,41,42,38,50,51,52,53,54,55,56,57,65,64,62,63,61,60,59,58,66,67,68,69,70,71,72,73,20,12,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,3009,0,16.557488653555218,31.0,24,0.925,64,1.0,64,0.8181818181818181,0.8125,1.0,0.9125,1.0,0.84375,14.0,ALL,ALL,1.0
3011,487-811,12,487-811PL1,Absent,28341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,9,13,10,7,11,23,22,24,4,21,19,17,18,25,26,27,33,29,32,30,31,35,37,36,38,39,40,41,43,50,51,49,47,46,45,44,42,52,54,55,56,57,58,59,60,77,78,66,72,65,64,67,61,76,75,74,73,71,70,69,68,21,11,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,3011,0,16.557488653555218,16.557488653555218,45,0.93125,64,1.0,64,0.85,0.828125,1.0,0.925,1.0,0.8181818181818181,12.0,ALL,ALL,1.0
3012,487-811,13,487-811PL1,Absent,27030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18,3,4,5,7,9,23,20,17,16,15,13,12,10,26,27,28,29,30,31,33,35,47,46,42,44,39,38,37,36,48,50,51,52,55,56,57,59,70,68,67,66,65,63,61,60,71,72,73,75,76,80,79,81,89,88,87,86,85,84,83,82,20,12,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,3012,0,16.557488653555218,16.557488653555218,65,0.925,64,1.0,64,0.85,0.8125,1.0,0.93125,1.0,0.85,11.0,ALL,ALL,1.0
3013,487-811,14,487-811PL1,Absent,21979,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,15,19,16,20,17,23,27,12,11,10,9,21,22,24,26,46,1,2,7,3,30,29,28,45,44,43,6,36,31,32,33,47,5,42,41,39,37,38,34,49,75,51,52,54,58,57,56,72,73,70,68,64,66,59,60,76,71,69,67,65,61,63,62,10,22,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,3013,0,16.557488653555218,28.25,75,0.8625,64,1.0,64,0.8275862068965517,0.65625,1.0,0.925,1.0,0.85,12.0,ALL,ALL,1.0
3018,487-811,19,487-811PL1,Absent,24662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,17,16,15,5,10,6,20,21,2,14,12,13,8,7,24,23,28,25,26,29,30,31,40,39,38,37,36,35,34,33,41,43,44,45,47,48,49,50,59,58,56,57,55,54,53,51,60,61,62,63,64,66,68,70,80,79,77,76,74,75,73,71,5,27,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,3018,0,16.557488653555218,16.557488653555218,80,0.83125,64,1.0,64,0.6756756756756757,0.578125,1.0,0.8625,1.0,0.8275862068965517,22.0,ALL,ALL,1.0
3019,487-811,20,487-811PL1,Absent,27776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,3,6,5,8,9,11,12,1,21,20,19,18,16,15,13,23,24,25,26,27,28,29,30,43,42,41,38,36,34,33,32,44,46,47,49,48,50,53,52,71,69,68,67,66,56,55,57,72,73,74,75,65,62,61,58,79,78,77,76,64,63,60,59,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,3019,0,16.557488653555218,16.557488653555218,112,1.0,64,1.0,64,1.0,1.0,1.0,0.83125,1.0,0.6756756756756757,27.0,ALL,ALL,1.0
3020,487-811,21,487-811PL1,Absent,25008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,7,8,9,18,17,16,15,14,12,11,10,20,21,23,24,25,27,28,30,42,43,40,38,39,34,35,31,44,45,46,47,48,50,51,54,64,63,62,65,59,58,56,57,66,68,69,70,72,73,75,76,90,88,89,84,86,82,79,80,9,23,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,3020,0,16.557488653555218,16.557488653555218,121,0.85625,64,1.0,64,1.0,0.640625,1.0,1.0,1.0,1.0,0.0,ALL,ALL,1.0
