index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,Similarity_LAG1
2063,416-710,24,416-710PL1,Absent,22109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80,79,77,76,50,49,43,42,62,61,74,75,52,48,44,41,63,73,5,60,53,47,46,40,65,6,59,4,54,35,36,37,67,72,58,8,3,32,31,38,68,71,57,55,2,26,27,29,69,1,56,9,25,24,22,21,11,70,12,14,15,17,19,20,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,2063,0,16.557488653555218,16.557488653555218,327,1.0,64,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,ALL,1.0
2064,416-710,25,416-710PL1,Absent,21630,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,55,10,11,12,13,17,16,8,7,54,6,0,22,18,19,76,57,53,5,25,23,21,20,78,59,75,51,26,4,45,42,80,61,74,50,28,49,46,41,82,62,71,72,29,3,48,40,83,65,70,73,31,35,37,39,85,66,67,69,32,33,34,38,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,2064,0,16.557488653555218,32.0,359,1.0,63,0.984375,63,0.015625,0.984375,0.3011942119122021,1.0,1.0,0.0,0.0,ALL,1.0
2068,416-710,29,416-710PL1,Absent,24332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,71,74,82,81,85,86,48,47,70,83,76,78,79,50,49,46,87,68,84,7,8,52,9,45,67,6,60,57,56,54,10,44,62,5,58,61,13,14,55,42,64,66,27,28,29,15,38,37,65,24,26,3,31,16,18,39,1,25,23,20,19,33,35,40,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,2068,0,16.557488653555218,16.557488653555218,391,1.0,64,0.984375,64,0.015625,1.0,1.0,1.0,0.984375,0.015625,0.0,ALL,0.3011942119122021
2069,416-710,30,416-710PL1,Absent,23332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,79,35,80,66,32,65,31,63,78,72,69,67,62,7,64,30,76,71,70,6,61,60,8,28,74,73,11,58,57,9,27,25,75,12,13,55,14,15,23,26,53,52,54,48,51,49,22,17,37,39,40,47,46,45,21,18,38,1,41,42,43,44,20,19,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,2069,0,16.557488653555218,16.557488653555218,423,1.0,64,1.0,64,0.0,1.0,1.0,1.0,0.984375,0.015625,0.0,ALL,1.0
2070,416-710,31,416-710PL1,Absent,20649,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89,87,86,90,84,82,81,80,68,69,70,73,74,83,79,78,67,65,63,62,75,58,56,55,43,45,46,61,49,50,51,54,42,44,41,47,48,36,35,33,22,23,25,26,27,28,29,30,20,18,17,16,14,12,10,9,1,2,3,4,15,5,6,8,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,2070,0,16.557488653555218,32.0,455,1.0,64,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,ALL,1.0
2073,416-710,34,416-710PL1,Absent,27183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,10,11,13,15,17,9,8,5,7,12,14,16,18,35,32,31,28,27,24,23,19,34,33,30,29,26,25,22,21,36,37,38,39,41,42,44,43,60,57,56,54,51,50,45,46,59,58,55,53,52,49,48,47,61,62,63,65,66,68,69,70,29,3,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,2073,0,16.557488653555218,32.0,484,0.98125,64,1.0,64,1.0,0.953125,1.0,1.0,1.0,0.0,0.0,ALL,1.0
2075,416-710,36,416-710PL1,Absent,24581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,6,8,9,10,21,19,18,17,15,14,12,11,22,24,26,28,29,31,33,32,43,42,41,40,38,36,35,34,44,45,47,49,51,53,54,55,66,65,63,62,61,59,57,56,67,68,69,70,72,73,74,75,86,85,84,83,80,79,77,76,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,2075,0,16.557488653555218,16.557488653555218,516,1.0,64,1.0,64,1.0,1.0,1.0,0.98125,1.0,1.0,3.0,ALL,1.0
2076,416-710,37,416-710PL1,Absent,21575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,7,5,8,9,19,22,17,15,14,12,11,10,20,21,23,24,26,29,27,28,46,43,42,39,38,30,31,32,45,44,41,40,37,35,34,33,47,48,49,51,52,54,57,58,73,70,69,66,65,55,56,59,72,71,68,67,64,63,61,60,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,2076,0,16.557488653555218,32.0,548,1.0,64,1.0,64,0.0,1.0,1.0,1.0,1.0,1.0,0.0,ALL,1.0
2079,416-710,40,416-710PL1,Absent,28030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,6,14,8,9,28,29,31,26,25,13,12,11,60,34,32,27,24,15,16,18,35,37,38,39,41,43,20,19,61,59,56,55,52,44,45,46,62,63,57,54,50,49,51,53,64,66,79,69,78,70,72,73,83,82,80,81,77,76,75,74,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,2079,0,16.557488653555218,32.0,580,1.0,64,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,ALL,1.0
2082,416-710,43,416-710PL1,Absent,21495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,62,17,15,26,28,65,64,61,4,18,14,25,43,67,66,60,13,19,24,5,30,69,68,58,63,21,22,6,31,70,73,8,0,7,41,40,33,74,72,56,9,48,11,42,34,76,75,54,50,47,44,10,35,77,78,53,51,46,45,38,37,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,2082,0,16.557488653555218,32.0,612,1.0,63,0.984375,63,0.015625,0.984375,0.3011942119122021,1.0,1.0,0.0,0.0,ALL,1.0
2087,416-710,48,416-710PL1,Absent,19529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,6,59,13,14,15,43,42,61,7,58,12,5,44,17,41,76,75,56,11,9,8,39,40,62,73,55,10,45,34,33,38,63,77,3,54,47,31,36,18,64,72,2,53,1,48,19,30,66,70,78,52,22,20,28,27,67,68,69,24,51,50,25,29,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,2087,0,16.557488653555218,16.557488653555218,644,1.0,64,0.984375,64,0.015625,1.0,1.0,1.0,0.984375,0.015625,0.0,ALL,0.3011942119122021
2088,416-710,49,416-710PL1,Absent,22097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,79,78,77,62,60,81,48,47,73,74,76,63,59,58,50,46,70,71,67,64,57,43,45,52,80,68,66,65,56,55,53,51,39,34,40,30,28,27,26,24,36,35,33,31,29,21,22,23,37,13,1,11,20,8,7,6,14,16,17,18,19,2,3,4,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,2088,0,16.557488653555218,16.557488653555218,676,1.0,64,1.0,64,0.0,1.0,1.0,1.0,0.984375,0.015625,0.0,ALL,1.0
2089,416-710,50,416-710PL1,Absent,21752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,76,77,79,40,38,36,33,42,75,73,72,41,39,37,34,32,68,70,71,5,11,12,13,30,66,67,44,43,10,3,28,29,63,64,46,6,9,15,14,26,61,57,47,55,2,16,22,23,60,58,48,54,53,17,21,24,65,59,50,51,52,19,20,25,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,2089,0,16.557488653555218,32.0,708,1.0,64,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,ALL,1.0
2091,416-710,52,416-710PL1,Absent,21337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80,79,7,53,56,50,49,57,77,76,8,55,52,6,45,47,73,74,9,23,5,44,43,42,72,71,25,26,21,16,28,29,70,69,15,24,37,38,17,41,67,66,14,13,12,3,36,30,64,65,61,60,2,39,35,31,63,1,62,59,58,40,34,33,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,2091,0,16.557488653555218,16.557488653555218,740,1.0,64,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,ALL,1.0
2092,416-710,53,416-710PL1,Absent,19614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,75,73,72,70,69,65,63,62,77,9,8,71,68,66,64,61,78,49,50,51,54,55,56,60,48,47,5,52,53,67,58,59,44,46,42,4,37,40,35,34,45,11,27,39,38,29,33,31,13,12,25,26,2,24,23,22,14,1,15,17,18,19,20,21,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,2092,0,16.557488653555218,32.0,772,1.0,64,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,ALL,1.0
2096,416-710,57,416-710PL1,Absent,21022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,58,59,57,56,36,35,34,61,62,63,54,55,37,32,33,77,65,64,51,52,39,30,31,75,67,66,49,48,42,28,27,72,68,6,47,5,43,26,25,71,70,69,46,44,4,24,23,8,7,14,76,16,3,21,22,9,11,13,1,2,17,18,19,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,2096,0,16.557488653555218,32.0,804,1.0,64,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0
2102,416-710,3,416-710PL2,Present,7955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1,Unicorn_Absent,NOTHING,2102,0,16.557488653555218,16.557488653555218,-40,0.4,0,0.0,64,1.0,1.0,1.0,,,,,RS,
2103,416-710,4,416-710PL2,Absent,27433,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,20,12,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2103,0,16.557488653555218,18.0,-20,0.925,12,0.0,64,1.0,0.8125,0.015655672960895994,0.4,0.0,1.0,0.0,RS,1.0
2105,416-710,6,416-710PL2,Absent,23585,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,10,21,11,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,2105,0,16.557488653555218,16.557488653555218,1,0.93125,11,0.21052631578947367,64,0.7894736842105263,0.828125,0.01868657834410481,0.925,0.0,1.0,12.0,RS,0.015655672960895994
2106,416-710,7,416-710PL2,Present,27547,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,0,4,0,9,0,0,0,8,0,0,0,3,12,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,5,-77,13,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,2106,0,16.557488653555218,16.557488653555218,-76,0.31875,13,0.09090909090909093,64,0.9090909090909092,0.796875,0.013211580405391629,0.93125,0.21052631578947367,0.7894736842105263,11.0,RS,0.01868657834410481
2107,416-710,8,416-710PL2,Absent,27928,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,6,8,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,4,0,20,12,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2107,0,16.557488653555218,32.0,-56,0.925,12,0.08695652173913042,63,0.8974184782608696,0.796875,0.015655672960895994,0.31875,0.09090909090909093,0.9090909090909092,13.0,RS,0.013211580405391629
2109,416-710,10,416-710PL2,Absent,52013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2109,0,16.557488653555218,32.0,-25,0.99375,1,0.08333333333333333,64,0.9010416666666666,0.984375,0.3011942119122021,0.925,0.08695652173913042,0.8974184782608696,12.0,NOTHING,0.015655672960895994
2115,416-710,16,416-710PL2,Absent,35232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,NOTHING,2115,0,16.557488653555218,32.0,7,1.0,0,0.0,64,1.0,1.0,1.0,0.99375,0.08333333333333333,0.9010416666666666,1.0,NOTHING,0.3011942119122021
