index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,RegionGo2,Similarity_LAG1
1144,303-869,5,303-869PL2,Absent,37374,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1,Unicorn_Present,RS,1144,0,16.557488653555218,32.0,43,0.9625,6,0.027777777777777776,64,0.5659722222222222,0.90625,0.05289810879416657,,,,,RS,RS,
1146,303-869,7,303-869PL2,Absent,39575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,1146,0,16.557488653555218,16.557488653555218,70,0.96875,5,0.0,64,1.0,0.921875,0.06833852792409179,0.9625,0.027777777777777776,0.5659722222222222,6.0,RS,RS,0.05289810879416657
1147,303-869,8,303-869PL2,Absent,29276,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1,Unicorn_Present,RS,1147,0,16.557488653555218,29.0,97,0.96875,8,0.08333333333333333,53,0.6979166666666666,0.75,0.03357033295880646,0.96875,0.0,1.0,5.0,RS,RS,0.06833852792409179
1152,303-869,13,303-869PL2,Absent,39116,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,7,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,1152,0,16.557488653555218,16.557488653555218,122,0.95625,7,0.07142857142857142,64,0.7098214285714286,0.890625,0.04179821794405796,0.96875,0.08333333333333333,0.6979166666666666,5.0,RS,RS,0.03357033295880646
1153,303-869,14,303-869PL2,Absent,29951,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,8,7,0,0,0,4,0,0,11,0,0,0,0,0,0,5,0,0,0,0,6,0,16,15,14,3,2,0,0,0,18,17,13,19,0,0,0,1,0,23,12,20,0,0,0,0,21,22,0,0,0,0,19,13,Unicorn_Absent,-1,-1,Unicorn_Present,RS,1153,0,16.557488653555218,22.0,141,0.91875,23,0.03448275862068965,59,0.7311422413793104,0.71875,0.005349892925237472,0.95625,0.07142857142857142,0.7098214285714286,7.0,RS,RS,0.04179821794405796
1155,303-869,16,303-869PL2,Absent,22767,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,10,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,13,5,0,0,11,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,2,0,0,0,25,7,Unicorn_Absent,-1,-1,Unicorn_Present,RS,1155,0,16.557488653555218,1.75,166,0.95625,13,0.2,45,0.1968253968253968,0.59375,0.013211580405391629,0.91875,0.03448275862068965,0.7311422413793104,13.0,RS,RS,0.005349892925237472
1160,303-869,21,303-869PL2,Absent,47751,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1,Unicorn_Present,RS,1160,0,16.557488653555218,32.0,193,0.96875,5,0.05882352941176471,64,0.5505514705882353,0.921875,0.06833852792409179,0.95625,0.2,0.1968253968253968,7.0,RS,RS,0.013211580405391629
1162,303-869,23,303-869PL2,Absent,35344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,24,8,Unicorn_Absent,-1,-1,Unicorn_Present,RS,1162,0,16.557488653555218,31.0,217,0.95,8,0.0,64,1.0,0.875,0.03357033295880646,0.96875,0.05882352941176471,0.5505514705882353,5.0,RS,RS,0.06833852792409179
1167,303-869,28,303-869PL2,Absent,33558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,1167,0,16.557488653555218,16.557488653555218,246,0.98125,3,0.0,64,1.0,0.953125,0.12512263168945895,0.95,0.0,1.0,8.0,RS,RS,0.03357033295880646
1168,303-869,29,303-869PL2,Absent,36552,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,Unicorn_Present,RS,1168,0,16.557488653555218,31.0,274,0.975,4,0.0,64,1.0,0.9375,0.09071795328941253,0.98125,0.0,1.0,3.0,RS,RS,0.12512263168945895
