index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1
0,1063464529,1,106343,Absent,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,4,0.0,"[3, 47, 48, 35, 25, 35]",Unicorn_Present,-64,0.4,,,5,,10,,0.15625,5,,,1.0,,,,,
0,1063464529,2,106343,Absent,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,7,2.0,"[3, 47, 48, 35, 25, 35]",Unicorn_Present,-128,0.4,0.0,,5,1.0,10,0.0,0.15625,5,-64.0,0.4,1.0,,,,,5.0
0,1063464529,3,106343,Absent,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,6,5.0,"[3, 47, 48, 35, 25, 35]",Unicorn_Absent,-192,0.4,0.0,,5,1.0,10,0.0,0.15625,5,-64.0,0.4,1.0,0.0,,,,5.0
0,1063464529,4,106343,Absent,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,"[3, 47, 48, 35, 25, 35]",Unicorn_Present,-160,1.0,0.0,,5,1.0,10,0.0,0.15625,5,-64.0,0.4,0.08695652173913043,0.0,,,,5.0
0,1063464529,5,106343,Present,20,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,Unicorn_Present,7,4.0,"[2, 4, 6, 7, 8, 10, 11, 15, 16, 17, 23, 24, 25, 27, 30, 32, 33, 35, 37, 38, 40, 41, 42, 43, 44, 46, 47, 49, 51, 54, 57, 59, 62]",Unicorn_Absent,-138,0.9375,0.0,,20,0.08695652173913043,30,0.04940711462450592,0.3125,20,32.0,1.0,0.6060606060606061,0.0,,,,5.0
0,1063464529,6,106343,Absent,33,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,18,14,Unicorn_Absent,-1,-1.0,"[2, 4, 6, 7, 8, 10, 11, 15, 16, 17, 23, 24, 25, 27, 30, 32, 33, 35, 37, 38, 40, 41, 42, 43, 44, 46, 47, 49, 51, 54, 57, 59, 62]",Unicorn_Present,-120,0.9125,10.0,,33,0.6060606060606061,48,0.08359456635318707,0.53125,25,22.0,0.9375,0.3333333333333333,0.04940711462450592,,,,20.0
0,1063464529,7,106343,Present,23,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,Unicorn_Present,1,5.0,"[2, 3, 5, 7, 8, 10, 13, 16, 17, 18, 20, 21, 23, 29, 30, 31, 32, 35, 36, 37, 38, 40, 41, 42, 43, 45, 46, 49, 50, 51, 55, 56, 57, 58]",Unicorn_Absent,-102,0.9125,14.0,,23,0.3333333333333333,31,0.08333333333333337,0.265625,23,18.0,0.9125,0.6764705882352942,0.08359456635318707,,,,25.0
0,1063464529,8,106343,Absent,34,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1.0,"[2, 3, 5, 7, 8, 10, 13, 16, 17, 18, 20, 21, 23, 29, 30, 31, 32, 35, 36, 37, 38, 40, 41, 42, 43, 45, 46, 49, 50, 51, 55, 56, 57, 58]",Unicorn_Absent,-86,0.9,14.0,,34,0.6764705882352942,47,0.08215010141987822,0.484375,28,18.0,0.9125,0.29545454545454547,0.08333333333333337,,,,23.0
0,1063464529,9,106343,Absent,23,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,28,4,Unicorn_Absent,-1,-1.0,"[1, 7, 11, 17, 18, 19, 24, 26, 27, 32, 33, 35, 36, 37, 40, 41, 42, 43, 46, 48, 50, 54, 59]",Unicorn_Present,-58,0.975,16.0,,23,0.29545454545454547,52,0.21674057649667405,0.75,19,16.0,0.9,0.3235294117647059,0.08215010141987822,,,,28.0
0,1063464529,10,106343,Present,22,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,Unicorn_Present,3,7.0,"[1, 2, 8, 9, 11, 12, 16, 17, 18, 19, 22, 24, 25, 26, 28, 29, 32, 34, 35, 38, 40, 42, 43, 44, 45, 46, 50, 51, 53, 55, 57, 60, 62]",Unicorn_Present,-33,0.95625,4.0,,22,0.3235294117647059,37,0.01793400286944047,0.46875,20,28.0,0.975,0.6363636363636364,0.21674057649667405,,,,19.0
