index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1
0,603526923,1,6035,Absent,28,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,25,7,Unicorn_Absent,-1,-1.0,"[31, 5, 17, 14, 11, 39, 24, 58, 44, 30, 12, 5, 18, 3, 35, 35, 61, 60, 33, 20, 59, 32, 3, 45, 52, 43, 51, 17]",Unicorn_Absent,25,0.95625,,,24,,30,,0.359375,24,,,0.26666666666666666,,,,,
0,603526923,2,6035,Absent,33,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,19,13,Unicorn_Absent,-1,-1.0,"[1, 2, 3, 4, 5, 8, 9, 12, 13, 18, 23, 24, 27, 28, 29, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 48, 52, 53, 54, 58, 59, 61, 62]",Unicorn_Present,44,0.91875,7.0,,33,0.26666666666666666,51,0.07747747747747746,0.59375,29,25.0,0.95625,0.2857142857142857,,,,,24.0
0,603526923,3,6035,Present,21,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,Unicorn_Present,1,5.0,"[3, 4, 6, 10, 12, 17, 20, 21, 22, 23, 24, 28, 32, 33, 35, 36, 37, 38, 39, 40, 41, 43, 45, 46, 47, 48, 49, 51, 52, 54, 58, 59, 60, 61, 62, 63]",Unicorn_Present,67,0.94375,13.0,,21,0.2857142857142857,32,0.0926640926640927,0.359375,21,19.0,0.91875,0.6666666666666666,0.07747747747747746,,,,29.0
0,603526923,4,6035,Present,14,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,Unicorn_Present,1,4.0,"[3, 4, 6, 10, 12, 17, 20, 21, 22, 23, 24, 28, 32, 33, 35, 36, 37, 38, 39, 40, 41, 43, 45, 46, 47, 48, 49, 51, 52, 54, 58, 59, 60, 61, 62, 63]",Unicorn_Present,94,0.96875,9.0,,14,0.6666666666666666,22,0.016666666666666607,0.265625,14,23.0,0.94375,0.07142857142857142,0.0926640926640927,,,,21.0
0,603526923,5,6035,Present,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,0,0.0,"[3, 4, 6, 10, 12, 17, 20, 21, 22, 23, 24, 28, 32, 33, 35, 36, 37, 38, 39, 40, 41, 43, 45, 46, 47, 48, 49, 51, 52, 54, 58, 59, 60, 61, 62, 63]",Unicorn_Present,126,1.0,5.0,,1,0.07142857142857142,2,0.005494505494505503,0.03125,1,27.0,0.96875,0.07692307692307693,0.016666666666666607,,,,14.0
0,603526923,6,6035,Present,13,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Present,0,4.0,"[3, 4, 6, 10, 12, 17, 20, 21, 22, 23, 24, 28, 32, 33, 35, 36, 37, 38, 39, 40, 41, 43, 45, 46, 47, 48, 49, 51, 52, 54, 58, 59, 60, 61, 62, 63]",Unicorn_Absent,154,0.975,0.0,,13,0.07692307692307693,21,0.006410256410256401,0.265625,13,32.0,1.0,0.3611111111111111,0.005494505494505503,,,,1.0
0,603526923,7,6035,Absent,36,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,14,18,Unicorn_Absent,-1,-1.0,"[3, 4, 6, 10, 12, 17, 20, 21, 22, 23, 24, 28, 32, 33, 35, 36, 37, 38, 39, 40, 41, 43, 45, 46, 47, 48, 49, 51, 52, 54, 58, 59, 60, 61, 62, 63]",Unicorn_Present,168,0.8875,4.0,,36,0.3611111111111111,53,0.018253968253968245,0.546875,20,28.0,0.975,0.2727272727272727,0.006410256410256401,,,,13.0
0,603526923,8,6035,Present,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,Unicorn_Present,0,6.0,"[4, 8, 14, 17, 18, 20, 22, 23, 24, 26, 27, 29, 33, 34, 36, 38, 40, 44, 46, 48, 50, 51, 52, 53, 54, 55, 57, 58, 61, 62, 63]",Unicorn_Absent,191,0.94375,18.0,,20,0.2727272727272727,30,0.044345898004434614,0.328125,20,14.0,0.8875,0.6451612903225806,0.018253968253968245,,,,20.0
0,603526923,9,6035,Absent,31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,15,17,Unicorn_Absent,-1,-1.0,"[4, 8, 14, 17, 18, 20, 22, 23, 24, 26, 27, 29, 33, 34, 36, 38, 40, 44, 46, 48, 50, 51, 52, 53, 54, 55, 57, 58, 61, 62, 63]",Unicorn_Absent,206,0.89375,9.0,,31,0.6451612903225806,48,0.08633776091081591,0.484375,25,23.0,0.94375,0.391304347826087,0.044345898004434614,,,,20.0
0,603526923,10,6035,Absent,33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,28,4,Unicorn_Absent,-1,-1.0,"[2, 8, 24, 25, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",Unicorn_Absent,234,0.975,17.0,,33,0.391304347826087,56,0.06521739130434784,0.8125,7,15.0,0.89375,0.4186046511627907,0.08633776091081591,,,,25.0
