index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1
0,168675888,1,1686,Absent,32,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,19,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,19,0.91875,,RS,25,,37,,0.46875,0.390625,,,0.2127659574468085,,,RIGHT,RIGHT,
0,168675888,2,1686,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,14,32,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,33,0.8875,13.0,RIGHT,32,0.2127659574468085,64,0.08410904255319149,0.5,1.0,19.0,0.91875,1.0,,RS,RIGHT,RIGHT,0.390625
0,168675888,3,1686,Present,26,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,25,32,Unicorn_Present,7,6.0,6,Unicorn_Absent,58,0.95625,18.0,RIGHT,32,1.0,64,0.0,0.5,1.0,14.0,0.8875,1.0,0.08410904255319149,RIGHT,RIGHT,RIGHT,1.0
0,168675888,4,1686,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,17,32,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,75,0.90625,7.0,RIGHT,32,1.0,64,0.0,0.5,1.0,25.0,0.95625,1.0,0.0,RIGHT,RIGHT,LEFT,1.0
0,168675888,5,1686,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,10,32,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,85,0.8625,15.0,RIGHT,32,1.0,64,0.0,0.5,1.0,17.0,0.90625,0.0,0.0,RIGHT,LEFT,LEFT,1.0
0,168675888,6,1686,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-85,32,Unicorn_Present,4,4.0,5,Unicorn_Present,0,0.26875,22.0,LEFT,32,0.0,32,0.5,0.0,1.0,10.0,0.8625,1.0,0.0,RIGHT,LEFT,LEFT,1.0
0,168675888,7,1686,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-79,32,Unicorn_Present,7,5.0,5,Unicorn_Present,-79,0.30625,21.0,LEFT,32,1.0,32,0.0,0.0,1.0,-85.0,0.26875,1.0,0.5,LEFT,LEFT,LEFT,1.0
0,168675888,8,1686,Present,11,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,25,32,Unicorn_Present,3,2.0,5,Unicorn_Absent,-54,0.95625,15.0,LEFT,32,1.0,32,0.0,0.0,1.0,-79.0,0.30625,1.0,0.0,LEFT,LEFT,RIGHT,1.0
0,168675888,9,1686,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,13,32,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,-41,0.88125,7.0,LEFT,32,1.0,32,0.0,0.0,1.0,25.0,0.95625,0.0,0.0,LEFT,RIGHT,LEFT,1.0
0,168675888,10,1686,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,11,32,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,-30,0.86875,19.0,RIGHT,32,0.0,32,0.0,0.0,1.0,13.0,0.88125,0.0,0.0,LEFT,LEFT,LEFT,1.0
0,168675888,11,1686,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-81,32,Unicorn_Present,6,2.0,5,Unicorn_Present,-111,0.29375,21.0,LEFT,32,0.0,32,0.0,0.0,1.0,11.0,0.86875,1.0,0.0,RIGHT,LEFT,LEFT,1.0
0,168675888,12,1686,Present,30,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,12,32,Unicorn_Present,3,7.0,5,Unicorn_Absent,-99,0.875,17.0,LEFT,32,1.0,32,0.0,0.0,1.0,-81.0,0.29375,1.0,0.0,LEFT,LEFT,LEFT,1.0
0,168675888,13,1686,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,32,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,-83,0.9,20.0,LEFT,32,1.0,32,0.0,0.0,1.0,12.0,0.875,1.0,0.0,LEFT,LEFT,LEFT,1.0
0,168675888,14,1686,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-84,32,Unicorn_Present,7,4.0,5,Unicorn_Absent,-167,0.275,16.0,LEFT,32,1.0,32,0.0,0.0,1.0,16.0,0.9,1.0,0.0,LEFT,LEFT,RIGHT,1.0
