index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1
0,602961787,1,6029,Present,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Present,1,3.0,"[32, 41, 49, 53, 53, 42, 52, 11, 14, 34, 23, 45, 49, 25, 27, 60, 6, 13, 58, 10, 35, 32, 40, 63, 37, 2, 22, 62, 49, 42, 63, 38, 16, 37, 7, 23, 40, 55, 50, 56, 59, 33, 14, 60, 57, 32, 42, 39, 21, 56, 55, 1, 27, 48, 3]",Unicorn_Present,30,0.9875,,,12,,20,,0.28125,12,,,0.5833333333333334,,,,,
0,602961787,2,6029,Present,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,2,6.0,"[32, 41, 49, 53, 53, 42, 52, 11, 14, 34, 23, 45, 49, 25, 27, 60, 6, 13, 58, 10, 35, 32, 40, 63, 37, 2, 22, 62, 49, 42, 63, 38, 16, 37, 7, 23, 40, 55, 50, 56, 59, 33, 14, 60, 57, 32, 42, 39, 21, 56, 55, 1, 27, 48, 3]",Unicorn_Present,62,1.0,2.0,,7,0.5833333333333334,14,0.11666666666666659,0.21875,7,30.0,0.9875,0.1794871794871795,,,,,12.0
0,602961787,3,6029,Absent,55,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,-73,9,Unicorn_Present,6,6.0,"[32, 41, 49, 53, 53, 42, 52, 11, 14, 34, 23, 45, 49, 25, 27, 60, 6, 13, 58, 10, 35, 32, 40, 63, 37, 2, 22, 62, 49, 42, 63, 38, 16, 37, 7, 23, 40, 55, 50, 56, 59, 33, 14, 60, 57, 32, 42, 39, 21, 56, 55, 1, 27, 48, 3]",Unicorn_Present,-11,0.34375,0.0,,39,0.1794871794871795,40,0.5205128205128204,0.484375,23,32.0,1.0,1.0,0.11666666666666659,,,,7.0
0,602961787,4,6029,Absent,55,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,-73,9,Unicorn_Present,3,5.0,"[32, 41, 49, 53, 53, 42, 52, 11, 14, 34, 23, 45, 49, 25, 27, 60, 6, 13, 58, 10, 35, 32, 40, 63, 37, 2, 22, 62, 49, 42, 63, 38, 16, 37, 7, 23, 40, 55, 50, 56, 59, 33, 14, 60, 57, 32, 42, 39, 21, 56, 55, 1, 27, 48, 3]",Unicorn_Absent,-84,0.34375,9.0,,39,1.0,40,0.0,0.484375,23,-73.0,0.34375,1.0,0.5205128205128204,,,,23.0
0,602961787,5,6029,Absent,55,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,23,9,Unicorn_Absent,-1,-1.0,"[32, 41, 49, 53, 53, 42, 52, 11, 14, 34, 23, 45, 49, 25, 27, 60, 6, 13, 58, 10, 35, 32, 40, 63, 37, 2, 22, 62, 49, 42, 63, 38, 16, 37, 7, 23, 40, 55, 50, 56, 59, 33, 14, 60, 57, 32, 42, 39, 21, 56, 55, 1, 27, 48, 3]",Unicorn_Present,-61,0.94375,9.0,,39,1.0,40,0.0,0.484375,23,-73.0,0.34375,0.175,0.0,,,,23.0
0,602961787,6,6029,Present,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,7,4.0,"[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62]",Unicorn_Present,-29,1.0,9.0,,8,0.175,15,0.175,0.234375,8,23.0,0.94375,0.5333333333333333,0.0,,,,23.0
0,602961787,7,6029,Present,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Present,7,5.0,"[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62]",Unicorn_Present,1,0.9875,0.0,,15,0.5333333333333333,27,0.033333333333333326,0.390625,15,32.0,1.0,0.5172413793103449,0.175,,,,8.0
0,602961787,8,6029,Absent,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,-79,15,Unicorn_Present,2,3.0,"[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62]",Unicorn_Absent,-78,0.30625,2.0,,29,0.5172413793103449,43,0.03448275862068967,0.4375,3,30.0,0.9875,1.0,0.033333333333333326,,,,15.0
0,602961787,9,6029,Absent,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,17,15,Unicorn_Absent,-1,-1.0,"[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62]",Unicorn_Absent,-61,0.90625,15.0,,29,1.0,43,0.0,0.4375,3,-79.0,0.30625,0.7647058823529411,0.03448275862068967,,,,3.0
0,602961787,10,6029,Absent,31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,15,17,Unicorn_Absent,-1,-1.0,"[7, 9, 20, 25, 29, 32, 33, 34, 35, 36, 38, 39, 40, 42, 43, 44, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62]",Unicorn_Absent,-46,0.89375,15.0,,31,0.7647058823529411,45,0.4603580562659846,0.4375,11,17.0,0.90625,0.7027027027027027,0.0,,,,3.0
