index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1
0,1047052381,1,104700,Absent,32,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,-73,7,Unicorn_Present,5,0.0,0,Unicorn_Present,-73,0.34375,,RS,20,,33,,0.40625,0.3684210526315789,,,0.19444444444444445,,,RS,RS,
0,1047052381,2,104700,Absent,32,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,-74,8,Unicorn_Present,2,4.0,0,Unicorn_Absent,-147,0.3375,9.0,RS,23,0.19444444444444445,36,0.011437908496732013,0.4375,0.359375,-73.0,0.34375,0.11904761904761904,,RS,RS,ALL,0.3684210526315789
0,1047052381,3,104700,Absent,33,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,21,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,-126,0.93125,10.0,RS,24,0.11904761904761904,38,0.019841269841269854,0.5,0.375,-74.0,0.3375,0.375,0.011437908496732013,RS,ALL,NOTHING,0.359375
0,1047052381,4,104700,Absent,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6,64,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,-132,0.7625,11.0,ALL,64,0.375,64,0.0625,0.0,1.0,21.0,0.93125,0.0,0.019841269841269854,RS,NOTHING,NOTHING,0.375
0,1047052381,5,104700,Absent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,1,2.0,2,Unicorn_Absent,-196,0.4,38.0,NOTHING,0,0.0,0,0.0,0.0,1.0,-6.0,0.7625,1.0,0.0625,ALL,NOTHING,RS,1.0
0,1047052381,6,104700,Absent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,-164,1.0,0.0,NOTHING,0,1.0,0,0.0,0.0,1.0,-64.0,0.4,0.0,0.0,NOTHING,RS,RS,1.0
0,1047052381,7,104700,Absent,32,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,21,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,-143,0.93125,0.0,RS,27,0.0,36,0.0,0.4375,0.421875,32.0,1.0,0.2727272727272727,0.0,NOTHING,RS,ALL,1.0
0,1047052381,8,104700,Absent,33,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,11,29,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,-132,0.86875,11.0,RS,29,0.2727272727272727,64,0.007102272727272707,0.546875,0.453125,21.0,0.93125,0.453125,0.0,RS,ALL,ALL,0.421875
0,1047052381,9,104700,Present,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,64,Unicorn_Present,4,7.0,1,Unicorn_Absent,-136,0.775,21.0,ALL,64,0.453125,64,0.546875,0.0,1.0,11.0,0.86875,1.0,0.007102272727272707,RS,ALL,NOTHING,0.453125
0,1047052381,10,104700,Absent,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-11,64,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,-147,0.73125,36.0,ALL,64,1.0,64,0.0,0.0,1.0,-4.0,0.775,0.0,0.546875,ALL,NOTHING,NOTHING,1.0
