index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1
0,39017400,1,390,Absent,32,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,26,12,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,26,0.9625,,RS,24,,38,,0.40625,0.375,,,0.2631578947368421,,,RS,RS,
0,39017400,2,390,Present,4,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,32,11,Unicorn_Present,0,0.0,0,Unicorn_Absent,58,1.0,6.0,RS,24,0.2631578947368421,38,0.019255455712451852,0.421875,0.375,26.0,0.9625,0.21428571428571427,,RS,RS,ALL,0.375
0,39017400,3,390,Absent,32,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,23,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,81,0.94375,0.0,RS,27,0.21428571428571427,37,0.050420168067226906,0.453125,0.421875,32.0,1.0,0.421875,0.019255455712451852,RS,ALL,ALL,0.375
0,39017400,4,390,Absent,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,19,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,98,0.90625,9.0,ALL,64,0.421875,64,0.265625,0.703125,1.0,23.0,0.94375,1.0,0.050420168067226906,RS,ALL,ALL,0.421875
0,39017400,5,390,Absent,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,20,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,108,0.8625,15.0,ALL,64,1.0,64,0.7419354838709677,0.6875,1.0,17.0,0.90625,1.0,0.265625,ALL,ALL,ALL,1.0
0,39017400,6,390,Absent,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,18,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,119,0.86875,22.0,ALL,64,1.0,64,0.7333333333333334,0.71875,1.0,10.0,0.8625,1.0,0.7419354838709677,ALL,ALL,ALL,1.0
0,39017400,7,390,Present,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,23,Unicorn_Present,5,0.0,1,Unicorn_Present,150,0.99375,21.0,ALL,64,1.0,64,0.7941176470588236,0.640625,1.0,11.0,0.86875,1.0,0.7333333333333334,ALL,ALL,ALL,1.0
0,39017400,8,390,Present,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,27,Unicorn_Present,4,6.0,1,Unicorn_Present,174,0.95,1.0,ALL,64,1.0,64,0.75,0.578125,1.0,31.0,0.99375,1.0,0.7941176470588236,ALL,ALL,ALL,1.0
0,39017400,9,390,Present,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,28,Unicorn_Present,2,6.0,1,Unicorn_Absent,194,0.925,8.0,ALL,64,1.0,64,0.7209302325581395,0.5625,1.0,24.0,0.95,1.0,0.75,ALL,ALL,ALL,1.0
0,39017400,10,390,Absent,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,19,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,206,0.875,12.0,ALL,64,1.0,64,0.7631578947368421,0.703125,1.0,20.0,0.925,1.0,0.7209302325581395,ALL,ALL,ALL,1.0
0,39017400,11,390,Present,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,23,Unicorn_Present,2,2.0,1,Unicorn_Absent,231,0.95625,20.0,ALL,64,1.0,64,0.7272727272727273,0.640625,1.0,12.0,0.875,1.0,0.7631578947368421,ALL,ALL,ALL,1.0
