level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
0,0,1075532863,1,107558,Absent,56,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,13,19,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,0,0,25.449700199866754,25.449700199866754,13,0.88125,37,,52.0,,0.515625,0.005537830714382473,,,,,
1,0,1075532863,2,107558,Absent,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,1,0,25.449700199866754,25.449700199866754,39,0.9625,11,0.06666666666666667,37.0,0.17861635220125788,0.484375,0.03627506129959581,0.88125,,,19.0,0.005537830714382473
2,0,1075532863,3,107558,Absent,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,2,0,25.449700199866754,25.449700199866754,66,0.96875,11,1.0,43.0,0.62,0.59375,0.03627506129959581,0.9625,0.06666666666666667,0.17861635220125788,6.0,0.03627506129959581
3,0,1075532863,4,107558,Absent,38,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,3,0,25.449700199866754,25.449700199866754,98,1.0,29,0.17647058823529413,29.0,0.17647058823529413,0.453125,0.004584084770106734,0.96875,1.0,0.62,5.0,0.03627506129959581
4,0,1075532863,5,107558,Absent,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-21,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,4,0,25.449700199866754,-21.0,77,0.66875,13,0.16666666666666666,13.0,0.8333333333333334,0.203125,0.02717246117223556,1.0,0.17647058823529413,0.17647058823529413,0.0,0.004584084770106734
7,0,1075532863,8,107558,Absent,56,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,29,3,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,7,0,25.449700199866754,-0.6666666666666666,106,0.98125,32,0.25,36.0,0.25,0.515625,0.005034190088132767,0.66875,0.16666666666666666,0.8333333333333334,0.0,0.02717246117223556
11,0,1075532863,12,107558,Absent,47,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,32,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,11,0,25.449700199866754,25.449700199866754,106,0.8,32,0.2549019607843137,64.0,0.1455269607843137,0.5,0.0061027272741740034,0.98125,0.25,0.25,3.0,0.005034190088132767
12,0,1075532863,13,107558,Absent,31,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,19,13,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,12,0,25.449700199866754,25.449700199866754,125,0.91875,26,0.23404255319148937,41.0,0.20345744680851063,0.4375,0.0061027272741740034,0.8,0.2549019607843137,0.1455269607843137,32.0,0.0061027272741740034
13,0,1075532863,14,107558,Absent,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,13,0,25.449700199866754,25.449700199866754,153,0.975,6,0.10344827586206896,36.0,0.18821839080459773,0.5,0.08633762966036206,0.91875,0.23404255319148937,0.20345744680851063,13.0,0.0061027272741740034
14,0,1075532863,15,107558,Absent,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,IN,14,0,25.449700199866754,31.0,181,0.975,6,1.0,38.0,0.6,0.53125,0.08633762966036206,0.975,0.10344827586206896,0.18821839080459773,4.0,0.08633762966036206
