index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo
0,899896084,2,6084,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,27,0.8,64,0.484375,64.0,0.2065972222222222,0.5,,,,,UP
0,899896084,3,6084,Present,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Present,2,6.0,4,Unicorn_Present,UP,41,0.8875,31,0.484375,45.0,0.12267287234042551,0.421875,0.8,0.484375,0.2065972222222222,32.0,RS
0,899896084,4,6084,Absent,39,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,-83,19,Unicorn_Present,4,4.0,9,Unicorn_Present,RS,-42,0.28125,32,0.4318181818181818,45.0,0.04051383399209485,0.40625,0.8875,0.484375,0.12267287234042551,18.0,IN
0,899896084,5,6084,Present,27,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,Unicorn_Present,3,5.0,7,Unicorn_Present,IN,-22,0.925,27,0.2826086956521739,42.0,0.08948432760364006,0.46875,0.28125,0.4318181818181818,0.04051383399209485,19.0,NOTHING
0,899896084,6,6084,Present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,7,4.0,2,Unicorn_Present,NOTHING,10,1.0,0,0.0,28.0,0.375,0.4375,0.925,0.2826086956521739,0.08948432760364006,12.0,NOTHING
0,899896084,7,6084,Present,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,6,2.0,2,Unicorn_Absent,NOTHING,42,1.0,0,1.0,2.0,0.9285714285714286,0.03125,1.0,0.0,0.375,0.0,NOTHING
0,899896084,8,6084,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,74,1.0,0,1.0,30.0,0.9333333333333333,0.46875,1.0,1.0,0.9285714285714286,0.0,NOTHING
0,899896084,9,6084,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,106,1.0,0,1.0,30.0,0.0,0.46875,1.0,1.0,0.9333333333333333,0.0,NOTHING
0,899896084,10,6084,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,2,2.0,2,Unicorn_Absent,NOTHING,42,0.4,0,1.0,28.0,0.6818181818181819,0.4375,1.0,1.0,0.0,0.0,RS
0,899896084,11,6084,Absent,56,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,22,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,64,0.9375,37,0.0,50.0,0.24390243902439024,0.625,0.4,1.0,0.6818181818181819,0.0,RS
