index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo
0,6160313169,2,131696,Present,29,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,24,8,Unicorn_Present,5,0.0,9,Unicorn_Present,RS,55,0.95,25,0.32,42.0,0.0,0.53125,,,,,LEFT
0,6160313169,3,131696,Present,24,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,3,5.0,5,Unicorn_Present,LEFT,87,1.0,24,0.2894736842105263,24.0,0.2894736842105263,0.375,0.95,0.32,0.0,8.0,LEFT
0,6160313169,4,131696,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-64,0,Unicorn_Present,5,7.0,5,Unicorn_Absent,LEFT,23,0.4,32,0.75,32.0,0.25,0.5,1.0,0.2894736842105263,0.2894736842105263,0.0,ALL
0,6160313169,5,131696,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-32,64,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,-9,0.6,64,0.5,64.0,0.5,0.0,0.4,0.75,0.25,0.0,IN
0,6160313169,6,131696,Present,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,6,7.0,7,Unicorn_Present,IN,23,1.0,3,0.046875,7.0,0.015625,0.109375,0.6,0.5,0.5,64.0,IN
0,6160313169,7,131696,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-81,17,Unicorn_Present,0,0.0,7,Unicorn_Present,IN,-58,0.29375,36,0.08333333333333333,42.0,0.08333333333333333,0.390625,1.0,0.046875,0.015625,0.0,RS
0,6160313169,8,131696,Absent,62,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,-76,12,Unicorn_Present,0,0.0,9,Unicorn_Absent,RS,-134,0.325,37,0.43137254901960786,42.0,0.32026143790849676,0.46875,0.29375,0.08333333333333333,0.08333333333333333,17.0,RS
0,6160313169,9,131696,Absent,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,21,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,-113,0.93125,17,0.3170731707317073,32.0,0.15491100856954515,0.328125,0.325,0.43137254901960786,0.32026143790849676,12.0,DOWN
0,6160313169,10,131696,Present,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,0,5.0,3,Unicorn_Absent,DOWN,-81,1.0,6,0.09523809523809523,13.0,0.17399267399267399,0.203125,0.93125,0.3170731707317073,0.15491100856954515,11.0,DOWN
0,6160313169,11,131696,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,-63,0.9125,32,0.1875,44.0,0.08173076923076922,0.46875,1.0,0.09523809523809523,0.17399267399267399,0.0,LEFT
0,6160313169,12,131696,Present,30,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,32,0,Unicorn_Present,1,7.0,5,Unicorn_Absent,LEFT,-31,1.0,30,0.2916666666666667,60.0,0.010658914728682134,0.9375,0.9125,0.1875,0.08173076923076922,14.0,LEFT
0,6160313169,13,131696,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,LEFT,1,1.0,32,0.9375,64.0,0.0,1.0,1.0,0.2916666666666667,0.010658914728682134,0.0,LEFT
0,6160313169,14,131696,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,LEFT,33,1.0,32,1.0,64.0,0.0,1.0,1.0,0.9375,0.0,0.0,LEFT
0,6160313169,15,131696,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,LEFT,65,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,LEFT
