"par","value","feval","restarts","convergence","message"
0.0999999999999996,4138.53535669002,987,3,2,"Stagnation in Nelder-Mead"
0.0936427426332231,4138.53535669002,987,3,2,"Stagnation in Nelder-Mead"
0.0999999999992895,4138.53535669002,987,3,2,"Stagnation in Nelder-Mead"
0.00250014862952695,4138.53535669002,987,3,2,"Stagnation in Nelder-Mead"
14.2250889477339,4138.53535669002,987,3,2,"Stagnation in Nelder-Mead"
1000,4138.53535669002,987,3,2,"Stagnation in Nelder-Mead"
5.53152036355119,4138.53535669002,987,3,2,"Stagnation in Nelder-Mead"
967.726239380024,4138.53535669002,987,3,2,"Stagnation in Nelder-Mead"
999.60442812295,4138.53535669002,987,3,2,"Stagnation in Nelder-Mead"
0.851911361239258,4138.53535669002,987,3,2,"Stagnation in Nelder-Mead"
