"par","value","feval","restarts","convergence","message"
0.0159357677446678,10000,5,0,0,"Successful convergence"
0.0939315917668864,10000,5,0,0,"Successful convergence"
0.0555408217245713,10000,5,0,0,"Successful convergence"
0.083539518294856,10000,5,0,0,"Successful convergence"
