"par","value","feval","restarts","convergence","message"
0.0789508748669761,5892.78696484147,1205,1,0,"Successful convergence"
0.0837968191522991,5892.78696484147,1205,1,0,"Successful convergence"
0.049954141146281,5892.78696484147,1205,1,0,"Successful convergence"
0.0861273198388063,5892.78696484147,1205,1,0,"Successful convergence"
999.999999999936,5892.78696484147,1205,1,0,"Successful convergence"
931.345438841526,5892.78696484147,1205,1,0,"Successful convergence"
25.0882879304815,5892.78696484147,1205,1,0,"Successful convergence"
1.18687282224528e-08,5892.78696484147,1205,1,0,"Successful convergence"
999.976545872887,5892.78696484147,1205,1,0,"Successful convergence"
0.999999910739425,5892.78696484147,1205,1,0,"Successful convergence"
