"par","value","feval","restarts","convergence","message"
0.0617402881623407,8709.64122549343,1092,1,0,"Successful convergence"
0.0247174174166723,8709.64122549343,1092,1,0,"Successful convergence"
0.0725786111134678,8709.64122549343,1092,1,0,"Successful convergence"
0.0585605233854057,8709.64122549343,1092,1,0,"Successful convergence"
2.06341610464733e-08,8709.64122549343,1092,1,0,"Successful convergence"
499,8709.64122549343,1092,1,0,"Successful convergence"
32,8709.64122549343,1092,1,0,"Successful convergence"
1000,8709.64122549343,1092,1,0,"Successful convergence"
499,8709.64122549343,1092,1,0,"Successful convergence"
1,8709.64122549343,1092,1,0,"Successful convergence"
