index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
1440,10273738,1,102751,Absent,50,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,8,24,Unicorn_Absent,-1,-1,0,8,0.85,35.0,1.0,49.0,0.0,0.390625,RS,,,,,,0.5,0.3
1442,10273738,2,102751,Absent,50,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,8,24,Unicorn_Absent,-1,-1,0,16,0.85,35.0,1.0,49.0,0.0,0.390625,RS,0.85,1.0,0.0,24,RS,0.5,0.3
1444,10273738,3,102751,Absent,50,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,8,24,Unicorn_Absent,-1,-1,0,24,0.85,35.0,1.0,49.0,0.0,0.390625,RS,0.85,1.0,0.0,24,RS,0.5,0.3
1448,10273738,5,102751,Absent,46,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,15,17,Unicorn_Absent,-1,-1,0,71,0.89375,33.0,0.44680851063829785,44.0,0.0,0.421875,RS,0.85,1.0,0.0,24,RS,0.5,0.3
1454,10273738,8,102751,Absent,63,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,14,18,Unicorn_Absent,-1,-1,0,138,0.8875,41.0,0.39622641509433965,54.0,0.0,0.5625,RS,0.89375,0.44680851063829785,0.0,17,RS,0.5,0.3
1464,10273738,13,102751,Absent,24,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,21,11,Unicorn_Absent,-1,-1,0,150,0.93125,20.0,0.24489795918367346,41.0,0.0,0.46875,RS,0.8875,0.39622641509433965,0.0,18,RS,0.5,0.3
1466,10273738,14,102751,Absent,24,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,31,1,Unicorn_Absent,-1,-1,0,181,0.99375,20.0,1.0,28.0,0.07180851063829785,0.421875,RS,0.93125,0.24489795918367346,0.0,11,RS,0.5,0.3
1468,10273738,15,102751,Absent,39,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,22,10,Unicorn_Absent,-1,-1,0,203,0.9375,28.0,0.23076923076923078,43.0,0.07180851063829785,0.515625,RS,0.99375,1.0,0.07180851063829785,1,RS,0.5,0.3
1470,10273738,16,102751,Absent,39,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,22,10,Unicorn_Absent,-1,-1,0,225,0.9375,28.0,1.0,43.0,0.11361771944216575,0.515625,RS,0.9375,0.23076923076923078,0.07180851063829785,10,RS,0.5,0.3
1474,10273738,18,102751,Absent,39,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,22,10,Unicorn_Absent,-1,-1,0,173,0.9375,28.0,1.0,43.0,0.11361771944216575,0.515625,RS,0.9375,1.0,0.11361771944216575,10,RS,0.5,0.3
