level_0,index,Exp,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,DLIndex_Mean,Fairness,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Strategy_LAG1
36,4109,WSLS,10312043,15,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,-1.0,33,Unicorn_Absent,-1,-1.0,,191.0,0.79375,64,1.0,64,0.0,0.484375,0.7708333333333334,0.515625,1.0,1.0,1.0,0.0,0.0,1.0,
37,4113,WSLS,10312043,17,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,9.0,23,Unicorn_Absent,-1,-1.0,,200.0,0.85625,64,1.0,64,0.0,0.640625,0.7708333333333334,0.359375,1.0,0.79375,1.0,0.0,33.0,1.0,
38,4117,WSLS,10312043,19,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,232.0,1.0,64,1.0,64,0.0,1.0,0.7708333333333334,0.0,1.0,0.85625,1.0,0.0,23.0,1.0,
39,4119,WSLS,10312043,20,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,264.0,1.0,64,1.0,64,0.0,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
40,4121,WSLS,10312043,21,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,296.0,1.0,64,1.0,64,0.0,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
41,4127,WSLS,10312043,24,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,328.0,1.0,64,1.0,64,0.0,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
42,4129,WSLS,10312043,25,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,360.0,1.0,64,1.0,64,0.0,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
43,4131,WSLS,10312043,26,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,392.0,1.0,64,1.0,64,0.0,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
44,4135,WSLS,10312043,28,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,424.0,1.0,64,1.0,64,0.0,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
45,4139,WSLS,10312043,30,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,456.0,1.0,64,1.0,64,0.0,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
46,4141,WSLS,10312043,31,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,488.0,1.0,64,1.0,64,0.59375,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
47,4143,WSLS,10312043,32,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,520.0,1.0,64,1.0,64,0.59375,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.59375,0.0,1.0,
48,4149,WSLS,10312043,35,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,552.0,1.0,64,1.0,64,0.13221153846153844,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.59375,0.0,1.0,
49,4153,WSLS,10312043,37,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,584.0,1.0,64,1.0,64,0.13221153846153844,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.13221153846153844,0.0,1.0,
50,4157,WSLS,10312043,39,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,616.0,1.0,64,1.0,64,0.7450980392156863,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.13221153846153844,0.0,1.0,
51,4159,WSLS,10312043,40,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,648.0,1.0,64,1.0,64,0.7450980392156863,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.7450980392156863,0.0,1.0,
52,4165,WSLS,10312043,43,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,680.0,1.0,64,1.0,64,0.2309027777777778,1.0,0.7708333333333334,0.0,1.0,1.0,1.0,0.7450980392156863,0.0,1.0,
53,4171,WSLS,10312043,46,204313,Absent,57,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,9,14,0,53,1,0,0,36,44,37,7,50,19,26,0,0,24,34,0,27,41,12,0,5,0,0,32,0,0,16,0,8,25,22,4,35,0,0,40,0,17,0,0,0,18,56,0,2,0,11,0,0,23,0,38,0,20,15,28,0,49,45,0,13,-6.0,38,Unicorn_Absent,-1,-1.0,,674.0,0.7625,38,0.59375,38,0.2309027777777778,0.0,0.7708333333333334,1.0,0.0061027272741740034,1.0,1.0,0.2309027777777778,0.0,1.0,
54,4175,WSLS,10312043,48,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,-6.0,38,Unicorn_Absent,-1,-1.0,,668.0,0.7625,64,0.59375,64,0.0,0.40625,0.7708333333333334,0.59375,1.0,0.7625,0.59375,0.2309027777777778,38.0,0.0061027272741740034,
55,4177,WSLS,10312043,49,204313,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,6.0,26,Unicorn_Absent,-1,-1.0,,674.0,0.8375,64,1.0,64,0.0,0.59375,0.7708333333333334,0.40625,1.0,0.7625,0.59375,0.0,38.0,1.0,
56,4183,WSLS,10312043,52,204313,Absent,31,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,2,0,24,0,0,0,0,7,9,17,22,0,4,0,29,0,0,19,0,0,30,0,25,0,23,28,1,0,0,21,0,0,0,10,3,0,0,0,0,0,11,0,16,26,0,0,0,0,0,0,8,5,6,15,18,20,0,27,0,13,0,12,0,0,3.0,29,Unicorn_Absent,-1,-1.0,,677.0,0.81875,29,0.453125,29,0.0,0.0,0.7708333333333334,1.0,0.006737946999085467,0.8375,1.0,0.0,26.0,1.0,
57,4185,WSLS,10312043,53,204313,Absent,35,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,21,17,35,18,0,0,7,0,0,0,22,0,10,0,2,16,6,0,0,0,24,8,0,0,31,0,29,9,0,0,0,0,0,0,15,0,0,12,0,0,14,25,0,19,3,0,33,11,0,1,0,0,4,0,23,20,0,13,0,4.0,28,Unicorn_Absent,-1,-1.0,,681.0,0.825,28,0.29545454545454547,28,0.0,0.0,0.7708333333333334,1.0,0.005034190088132767,0.81875,0.453125,0.0,29.0,0.006737946999085467,
58,4191,WSLS,10312043,56,204313,Absent,7,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,2,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,25.0,7,Unicorn_Absent,-1,-1.0,,706.0,0.95625,7,0.09375,7,0.0,0.0,0.7708333333333334,1.0,0.07095202666684558,0.825,0.29545454545454547,0.0,28.0,0.005034190088132767,
59,4193,WSLS,10312043,57,204313,Absent,23,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,16,2,0,0,0,0,11,18,0,12,0,0,0,7,0,0,1,5,0,0,0,4,0,0,0,3,0,0,0,0,0,9,23,0,0,0,0,20,0,13,6,0,0,0,0,0,21,19,10,0,0,0,0,0,0,0,0,0,22,0,12.0,20,Unicorn_Absent,-1,-1.0,,718.0,0.875,20,0.22727272727272727,20,0.0,0.0,0.7708333333333334,1.0,0.01142289099346694,0.95625,0.09375,0.0,7.0,0.07095202666684558,
60,5400,WSLS,12222446,1,122206,Absent,28,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,0,0,0,22,11,0,0,14,4,2,7,13,0,0,0,0,0,17,0,0,0,24,26,8,6,0,0,3,0,0,0,0,0,0,0,0,9,0,0,1,0,0,12,19,15,28,0,0,0,0,0,0,0,0,0,0,0,0,16,18,10,0,9.0,23,Unicorn_Absent,-1,-1.0,,9.0,0.85625,23,1.0,23,0.0,0.0,0.5829741379310345,1.0,0.008264124158046258,,,,,,
61,5402,WSLS,12222446,2,122206,Absent,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,9,2,0,4,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,3,11,0,0,0,21.0,11,Unicorn_Absent,-1,-1.0,,30.0,0.93125,11,0.0967741935483871,11,0.0,0.0,0.5829741379310345,1.0,0.03627506129959581,0.85625,1.0,0.0,23.0,0.008264124158046258,
62,5406,WSLS,12222446,4,122206,Absent,10,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,1,0,5,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,22.0,10,Unicorn_Absent,-1,-1.0,,52.0,0.9375,10,0.23529411764705882,10,0.0,0.0,0.5829741379310345,1.0,0.04232921962320499,0.93125,0.0967741935483871,0.0,11.0,0.03627506129959581,
63,5414,WSLS,12222446,8,122206,Absent,28,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,15,3,16,0,25,9,6,14,0,0,0,0,0,0,24,28,5,0,0,20,0,0,19,10,0,0,7,0,0,13,0,0,0,0,11,0,2,0,0,0,0,0,4,26,0,22,0,0,1,0,27,0,9.0,23,Unicorn_Absent,-1,-1.0,,61.0,0.85625,23,0.03125,64,0.0,0.640625,0.5829741379310345,0.359375,0.008264124158046258,0.9375,0.23529411764705882,0.0,10.0,0.04232921962320499,
64,5420,WSLS,12222446,11,122206,Absent,15,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,6,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,8,0,0,0,13,0,3,0,4,0,5,0,0,0,20.0,12,Unicorn_Absent,-1,-1.0,,81.0,0.925,12,0.20689655172413793,12,0.0,0.0,0.5829741379310345,1.0,0.03130111324493289,0.85625,0.03125,0.0,23.0,0.008264124158046258,
65,5422,WSLS,12222446,12,122206,Absent,32,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,18,0,0,12,29,0,16,0,0,0,3,0,6,0,0,20,8,0,0,0,0,0,0,17,5,31,0,0,1,28,0,0,0,0,0,7,0,0,9,21,0,22,10,0,30,27,0,15,25,0,0,0,0,23,19,2,4,0,0,6.0,26,Unicorn_Absent,-1,-1.0,,87.0,0.8375,26,0.26666666666666666,26,0.0,0.0,0.5829741379310345,1.0,0.0061027272741740034,0.925,0.20689655172413793,0.0,12.0,0.03130111324493289,
66,5424,WSLS,12222446,13,122206,Absent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2,Unicorn_Absent,-1,-1.0,,117.0,0.9875,2,0.037037037037037035,2,0.125,0.0,0.5829741379310345,1.0,0.2431167344342142,0.8375,0.26666666666666666,0.0,26.0,0.0061027272741740034,
67,5426,WSLS,12222446,14,122206,Absent,27,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,8,0,0,2,0,4,0,0,0,0,0,25,0,0,11,0,6,0,0,1,0,0,16,0,0,12,0,7,0,0,0,0,0,0,13,10,3,0,0,19,27,24,0,14,0,0,0,0,0,0,0,0,0,23,22,9,0,5,15,0,18,9.0,23,Unicorn_Absent,-1,-1.0,,126.0,0.85625,23,0.08695652173913043,23,0.125,0.0,0.5829741379310345,1.0,0.008264124158046258,0.9875,0.037037037037037035,0.125,2.0,0.2431167344342142,
68,5436,WSLS,12222446,19,122206,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,2.0,30,Unicorn_Absent,-1,-1.0,,128.0,0.8125,64,0.359375,64,0.019396551724137928,0.53125,0.5829741379310345,0.46875,1.0,0.85625,0.08695652173913043,0.125,23.0,0.008264124158046258,
69,5440,WSLS,12222446,21,122206,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,13.0,19,Unicorn_Absent,-1,-1.0,,141.0,0.88125,64,1.0,64,0.019396551724137928,0.703125,0.5829741379310345,0.296875,1.0,0.8125,0.359375,0.019396551724137928,30.0,1.0,
70,5442,WSLS,12222446,22,122206,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,29.0,3,Unicorn_Absent,-1,-1.0,,170.0,0.98125,64,1.0,64,0.0,0.953125,0.5829741379310345,0.046875,1.0,0.88125,1.0,0.019396551724137928,19.0,1.0,
