"par","value","feval","restarts","convergence","message"
0.0512655310099945,10000,5,0,0,"Successful convergence"
0.0954258706187829,10000,5,0,0,"Successful convergence"
0.0885545886587352,10000,5,0,0,"Successful convergence"
0.0202266345731914,10000,5,0,0,"Successful convergence"
