"par","value","feval","restarts","convergence","message"
0.0856482953972089,5126.84360801774,1159,1,0,"Successful convergence"
0.0999999783316135,5126.84360801774,1159,1,0,"Successful convergence"
0.0999999999985947,5126.84360801774,1159,1,0,"Successful convergence"
0.0615244539796066,5126.84360801774,1159,1,0,"Successful convergence"
1.47371766554205,5126.84360801774,1159,1,0,"Successful convergence"
499.001984526462,5126.84360801774,1159,1,0,"Successful convergence"
2.767988369481,5126.84360801774,1159,1,0,"Successful convergence"
1.12725384582291e-07,5126.84360801774,1159,1,0,"Successful convergence"
499.999999980242,5126.84360801774,1159,1,0,"Successful convergence"
0.950973907983459,5126.84360801774,1159,1,0,"Successful convergence"
