index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Zeta
1330,10293856,6,102965,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,28,Unicorn_Absent,-1,-1.0,8,-194,0.825,28.0,1.0,28.0,0.0,0.0,OUT,,,,,,10,0.3
1334,10293856,8,102965,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,7,-148,0.8875,36.0,0.0,50.0,0.0,0.5,IN,0.825,1.0,0.0,28,OUT,10,0.3
1340,10293856,11,102965,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,-52,1.0,32.0,0.36,64.0,0.30434782608695654,1.0,RIGHT,0.8875,0.0,0.0,18,IN,10,0.3
1342,10293856,12,102965,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,-20,1.0,32.0,1.0,64.0,0.30434782608695654,1.0,RIGHT,1.0,0.36,0.30434782608695654,0,RIGHT,10,0.3
1346,10293856,14,102965,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,44,1.0,32.0,1.0,32.0,0.026666666666666672,0.5,RIGHT,1.0,1.0,0.30434782608695654,0,RIGHT,10,0.3
1352,10293856,17,102965,Absent,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,32,0,Unicorn_Absent,-1,-1.0,0,-57,1.0,9.0,0.10810810810810811,13.0,0.026666666666666672,0.203125,RS,1.0,1.0,0.026666666666666672,0,RIGHT,10,0.3
1354,10293856,18,102965,Absent,63,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,30,2,Unicorn_Absent,-1,-1.0,0,-27,0.9875,40.0,0.11363636363636363,42.0,0.0,0.625,RS,1.0,0.10810810810810811,0.026666666666666672,0,RS,10,0.3
1362,10293856,22,102965,Absent,55,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,15,17,Unicorn_Absent,-1,-1.0,0,64,0.89375,36.0,0.38181818181818183,51.0,0.0,0.53125,RS,0.9875,0.11363636363636363,0.0,2,RS,10,0.3
1366,10293856,24,102965,Absent,55,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,-4,36,Unicorn_Absent,-1,-1.0,0,86,0.775,36.0,1.0,64.0,1.0,0.4375,RS,0.89375,0.38181818181818183,0.0,17,RS,10,0.3
1368,10293856,25,102965,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,17,15,Unicorn_Absent,-1,-1.0,8,103,0.90625,28.0,0.30612244897959184,55.0,1.0,0.625,OUT,0.775,1.0,1.0,36,RS,10,0.3
1372,10293856,27,102965,Absent,63,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,31,1,Unicorn_Absent,-1,-1.0,0,156,0.99375,38.0,0.2692307692307692,39.0,0.10810810810810811,0.59375,RS,0.90625,0.30612244897959184,1.0,15,OUT,10,0.3
1376,10293856,29,102965,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,20,Unicorn_Absent,-1,-1.0,3,195,0.875,32.0,0.42857142857142855,50.0,0.10810810810810811,0.46875,DOWN,0.99375,0.2692307692307692,0.10810810810810811,1,RS,10,0.3
1380,10293856,31,102965,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,251,1.0,0.0,0.0,28.0,0.11363636363636363,0.4375,NOTHING,0.875,0.42857142857142855,0.10810810810810811,20,DOWN,10,0.3
1394,10293856,38,102965,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1.0,3,363,0.9,32.0,0.0,48.0,0.11363636363636363,0.5,DOWN,1.0,0.0,0.11363636363636363,0,NOTHING,10,0.3
1404,10293856,43,102965,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,285,0.8,64.0,0.5,64.0,0.35324675324675325,0.5,ALL,0.9,0.0,0.11363636363636363,16,DOWN,10,0.3
1406,10293856,44,102965,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,3,285,0.8,32.0,0.5,32.0,0.35324675324675325,0.0,DOWN,0.8,0.5,0.35324675324675325,32,ALL,10,0.3
