index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Gamma
244,11291542,3,112958,Absent,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1,0,-7,0.99375,2.0,1.0,37.0,0.0,0.5625,RS,,,,,,0.05,0.95
250,11291542,6,112958,Absent,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,24,8,Unicorn_Absent,-1,-1,0,69,0.95,13.0,0.0,41.0,0.0,0.515625,RS,0.99375,1.0,0.0,1,RS,0.05,0.95
252,11291542,7,112958,Absent,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,24,8,Unicorn_Absent,-1,-1,0,93,0.95,13.0,1.0,41.0,1.0,0.515625,RS,0.95,0.0,0.0,8,RS,0.05,0.95
254,11291542,8,112958,Absent,35,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,20,12,Unicorn_Absent,-1,-1,0,113,0.925,26.0,0.08333333333333333,50.0,1.0,0.59375,RS,0.95,1.0,1.0,8,RS,0.05,0.95
256,11291542,9,112958,Absent,35,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,30,2,Unicorn_Absent,-1,-1,0,143,0.9875,26.0,1.0,29.0,0.0,0.421875,RS,0.925,0.08333333333333333,1.0,12,RS,0.05,0.95
266,11291542,14,112958,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,26,6,Unicorn_Absent,-1,-1,6,-94,0.9625,32.0,0.23404255319148937,38.0,0.0,0.5,RIGHT,0.9875,1.0,0.0,2,RS,0.05,0.95
270,11291542,16,112958,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,15,17,Unicorn_Absent,-1,-1,6,-48,0.89375,32.0,1.0,50.0,0.9166666666666666,0.515625,RIGHT,0.9625,0.23404255319148937,0.0,6,RIGHT,0.05,0.95
276,11291542,19,112958,Absent,29,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,22,10,Unicorn_Absent,-1,-1,0,-82,0.9375,23.0,0.25,34.0,0.9166666666666666,0.375,RS,0.89375,1.0,0.9166666666666666,17,RIGHT,0.05,0.95
278,11291542,20,112958,Absent,29,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,22,10,Unicorn_Absent,-1,-1,0,-60,0.9375,23.0,1.0,34.0,0.975,0.375,RS,0.9375,0.25,0.9166666666666666,10,RS,0.05,0.95
280,11291542,21,112958,Absent,29,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,20,12,Unicorn_Absent,-1,-1,0,-40,0.925,23.0,1.0,47.0,0.975,0.546875,RS,0.9375,1.0,0.975,10,RS,0.05,0.95
288,11291542,25,112958,Absent,36,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,23,9,Unicorn_Absent,-1,-1,0,-239,0.94375,28.0,0.21428571428571427,50.0,0.23404255319148937,0.640625,RS,0.925,1.0,0.975,12,RS,0.05,0.95
292,11291542,27,112958,Absent,22,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,24,8,Unicorn_Absent,-1,-1,0,-185,0.95,19.0,0.23684210526315788,35.0,0.23404255319148937,0.421875,RS,0.94375,0.21428571428571427,0.23404255319148937,9,RS,0.05,0.95
304,11291542,33,112958,Absent,36,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,30,2,Unicorn_Absent,-1,-1,0,-191,0.9875,27.0,0.2777777777777778,29.0,0.8536585365853658,0.421875,RS,0.95,0.23684210526315788,0.23404255319148937,8,RS,0.05,0.95
306,11291542,34,112958,Absent,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,28,4,Unicorn_Absent,-1,-1,0,-163,0.975,10.0,0.15625,24.0,0.8536585365853658,0.3125,RS,0.9875,0.2777777777777778,0.8536585365853658,2,RS,0.05,0.95
308,11291542,35,112958,Absent,48,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,15,17,Unicorn_Absent,-1,-1,0,-148,0.89375,30.0,0.14285714285714285,50.0,0.05851063829787234,0.515625,RS,0.975,0.15625,0.8536585365853658,4,RS,0.05,0.95
314,11291542,38,112958,Absent,37,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,13,19,Unicorn_Absent,-1,-1,0,-72,0.88125,29.0,0.3111111111111111,49.0,0.05851063829787234,0.46875,RS,0.89375,0.14285714285714285,0.05851063829787234,17,RS,0.05,0.95
316,11291542,39,112958,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,14,18,Unicorn_Absent,-1,-1,6,-58,0.8875,32.0,0.2708333333333333,53.0,0.0,0.546875,RIGHT,0.88125,0.3111111111111111,0.05851063829787234,19,RS,0.05,0.95
318,11291542,40,112958,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1,1,-58,0.8,64.0,0.5,64.0,0.0,0.5,ALL,0.8875,0.2708333333333333,0.0,18,RIGHT,0.05,0.95
