"par","value","feval","restarts","convergence","message"
0.1,4713.4074989544,772,0,0,"Successful convergence"
0.0194643502094043,4713.4074989544,772,0,0,"Successful convergence"
0.1,4713.4074989544,772,0,0,"Successful convergence"
0.1,4713.4074989544,772,0,0,"Successful convergence"
1000,4713.4074989544,772,0,0,"Successful convergence"
500,4713.4074989544,772,0,0,"Successful convergence"
3.57283096199314,4713.4074989544,772,0,0,"Successful convergence"
1000,4713.4074989544,772,0,0,"Successful convergence"
499.999945484941,4713.4074989544,772,0,0,"Successful convergence"
0.556021139957219,4713.4074989544,772,0,0,"Successful convergence"
