"par","value","feval","restarts","convergence","message"
0.0999999998436842,5167.17476735373,791,1,0,"Successful convergence"
4.99980920414811e-06,5167.17476735373,791,1,0,"Successful convergence"
0.0999999998873524,5167.17476735373,791,1,0,"Successful convergence"
0.0999999982136153,5167.17476735373,791,1,0,"Successful convergence"
499.996070392849,5167.17476735373,791,1,0,"Successful convergence"
499.239390375217,5167.17476735373,791,1,0,"Successful convergence"
13.8734678099101,5167.17476735373,791,1,0,"Successful convergence"
77.55207531099,5167.17476735373,791,1,0,"Successful convergence"
499.999999983534,5167.17476735373,791,1,0,"Successful convergence"
0.00214313284433221,5167.17476735373,791,1,0,"Successful convergence"
