index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Gamma
2520,10029476,1,100213,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,32,1.0,0.0,1.0,22.0,0.0,0.34375,RS,,,,,,0.025,0.975
2522,10029476,2,100213,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,64,1.0,0.0,1.0,23.0,0.0,0.359375,RS,1.0,1.0,0.0,0,RS,0.025,0.975
2534,10029476,8,100213,Absent,19,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27,5,Unicorn_Absent,-1,-1,0,145,0.96875,16.0,0.0,26.0,0.8461538461538461,0.328125,RS,1.0,1.0,0.0,0,RS,0.025,0.975
2542,10029476,12,100213,Absent,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,29,3,Unicorn_Absent,-1,-1,0,68,0.98125,7.0,0.045454545454545456,19.0,0.8461538461538461,0.25,RS,0.96875,0.0,0.8461538461538461,5,RS,0.025,0.975
2544,10029476,13,100213,Absent,39,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,25,7,Unicorn_Absent,-1,-1,0,93,0.95625,30.0,0.05714285714285714,38.0,0.11764705882352941,0.484375,RS,0.98125,0.045454545454545456,0.8461538461538461,3,RS,0.025,0.975
2546,10029476,14,100213,Absent,39,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,25,7,Unicorn_Absent,-1,-1,0,118,0.95625,30.0,1.0,38.0,0.11764705882352941,0.484375,RS,0.95625,0.05714285714285714,0.11764705882352941,7,RS,0.025,0.975
2548,10029476,15,100213,Absent,39,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,25,7,Unicorn_Absent,-1,-1,0,143,0.95625,30.0,1.0,38.0,0.02597402597402597,0.484375,RS,0.95625,1.0,0.11764705882352941,7,RS,0.025,0.975
2554,10029476,18,100213,Absent,39,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,16,16,Unicorn_Absent,-1,-1,0,210,0.9,30.0,1.0,40.0,0.02597402597402597,0.375,RS,0.95625,1.0,0.02597402597402597,7,RS,0.025,0.975
2556,10029476,19,100213,Absent,39,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,17,15,Unicorn_Absent,-1,-1,0,227,0.90625,30.0,1.0,51.0,0.022660098522167486,0.5625,RS,0.9,1.0,0.02597402597402597,16,RS,0.025,0.975
2560,10029476,21,100213,Absent,39,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,26,6,Unicorn_Absent,-1,-1,0,183,0.9625,30.0,1.0,32.0,0.022660098522167486,0.40625,RS,0.90625,1.0,0.022660098522167486,15,RS,0.025,0.975
2570,10029476,26,100213,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16,16,Unicorn_Absent,-1,-1,6,106,0.9,32.0,0.2653061224489796,48.0,0.0,0.5,RIGHT,0.9625,1.0,0.022660098522167486,6,RS,0.025,0.975
2574,10029476,28,100213,Absent,18,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,9,Unicorn_Absent,-1,-1,0,158,0.94375,16.0,0.14285714285714285,44.0,0.0,0.546875,RS,0.9,0.2653061224489796,0.0,16,RIGHT,0.025,0.975
2576,10029476,29,100213,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1,4,174,0.9,32.0,0.2631578947368421,48.0,0.0,0.5,UP,0.94375,0.14285714285714285,0.0,9,RS,0.025,0.975
2578,10029476,30,100213,Absent,46,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,11,21,Unicorn_Absent,-1,-1,0,185,0.86875,38.0,0.32075471698113206,56.0,0.0,0.546875,RS,0.9,0.2631578947368421,0.0,16,UP,0.025,0.975
2582,10029476,32,100213,Absent,39,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,17,15,Unicorn_Absent,-1,-1,0,232,0.90625,32.0,0.42857142857142855,42.0,0.8285714285714285,0.421875,RS,0.86875,0.32075471698113206,0.0,21,RS,0.025,0.975
2584,10029476,33,100213,Absent,39,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,17,15,Unicorn_Absent,-1,-1,0,249,0.90625,32.0,1.0,42.0,0.8285714285714285,0.421875,RS,0.90625,0.42857142857142855,0.8285714285714285,15,RS,0.025,0.975
2586,10029476,34,100213,Absent,39,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,32,0,Unicorn_Absent,-1,-1,0,281,1.0,32.0,1.0,32.0,0.6808510638297872,0.5,RS,0.90625,1.0,0.8285714285714285,15,RS,0.025,0.975
2588,10029476,35,100213,Absent,48,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1,0,313,1.0,35.0,0.34,35.0,0.6808510638297872,0.546875,RS,1.0,1.0,0.6808510638297872,0,RS,0.025,0.975
2590,10029476,36,100213,Absent,19,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,345,1.0,17.0,0.3,17.0,0.926829268292683,0.265625,RS,1.0,0.34,0.6808510638297872,0,RS,0.025,0.975
2592,10029476,37,100213,Absent,21,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,32,0,Unicorn_Absent,-1,-1,0,377,1.0,16.0,0.06451612903225806,16.0,0.926829268292683,0.25,RS,1.0,0.3,0.926829268292683,0,RS,0.025,0.975
2598,10029476,40,100213,Absent,22,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,23,9,Unicorn_Absent,-1,-1,0,265,0.94375,19.0,0.12903225806451613,42.0,0.18422504136789852,0.515625,RS,1.0,0.06451612903225806,0.926829268292683,0,RS,0.025,0.975
2600,10029476,41,100213,Absent,22,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,297,1.0,19.0,1.0,19.0,0.18422504136789852,0.296875,RS,0.94375,0.12903225806451613,0.18422504136789852,9,RS,0.025,0.975
2610,10029476,46,100213,Absent,40,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,3,29,Unicorn_Absent,-1,-1,0,227,0.81875,29.0,0.2,64.0,0.15902964959568733,0.546875,RS,1.0,1.0,0.18422504136789852,0,RS,0.025,0.975
2614,10029476,48,100213,Absent,40,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,20,12,Unicorn_Absent,-1,-1,0,267,0.925,29.0,1.0,41.0,0.15902964959568733,0.453125,RS,0.81875,0.2,0.15902964959568733,29,RS,0.025,0.975
2616,10029476,49,100213,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,18,14,Unicorn_Absent,-1,-1,7,285,0.9125,36.0,0.3829787234042553,46.0,0.14500537056928037,0.5,IN,0.925,1.0,0.15902964959568733,12,RS,0.025,0.975
2618,10029476,50,100213,Absent,49,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,20,12,Unicorn_Absent,-1,-1,0,305,0.925,37.0,0.37735849056603776,49.0,0.14500537056928037,0.578125,RS,0.9125,0.3829787234042553,0.14500537056928037,14,IN,0.025,0.975
2622,10029476,52,100213,Absent,23,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,0,367,0.9875,19.0,0.2727272727272727,26.0,0.018867924528301883,0.375,RS,0.925,0.37735849056603776,0.14500537056928037,12,RS,0.025,0.975
2628,10029476,55,100213,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,4,257,0.975,32.0,0.24390243902439024,37.0,0.018867924528301883,0.515625,UP,0.9875,0.2727272727272727,0.018867924528301883,2,RS,0.025,0.975
2630,10029476,56,100213,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,4,285,0.975,32.0,1.0,37.0,0.17366946778711484,0.515625,UP,0.975,0.24390243902439024,0.018867924528301883,4,UP,0.025,0.975
2632,10029476,57,100213,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,4,313,0.975,32.0,1.0,37.0,0.17366946778711484,0.515625,UP,0.975,1.0,0.17366946778711484,4,UP,0.025,0.975
2634,10029476,58,100213,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,4,341,0.975,32.0,1.0,37.0,0.0,0.515625,UP,0.975,1.0,0.17366946778711484,4,UP,0.025,0.975
2636,10029476,59,100213,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,Unicorn_Absent,-1,-1,4,365,0.95,32.0,1.0,34.0,0.0,0.40625,UP,0.975,1.0,0.0,4,UP,0.025,0.975
2638,10029476,60,100213,Absent,43,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,14,18,Unicorn_Absent,-1,-1,0,379,0.8875,33.0,0.32653061224489793,43.0,1.0,0.390625,RS,0.95,1.0,0.0,8,UP,0.025,0.975
2521,10029476,1,947669,Absent,29,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,9,32,1.0,22.0,1.0,22.0,1.0,0.34375,,,,,,,0.025,0.975
2523,10029476,2,947669,Absent,35,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,32,0,Unicorn_Absent,-1,-1,9,64,1.0,23.0,0.15384615384615385,23.0,0.6599999999999999,0.359375,,1.0,1.0,1.0,0,,0.025,0.975
2535,10029476,8,947669,Absent,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,27,5,Unicorn_Absent,-1,-1,9,145,0.96875,15.0,0.11764705882352941,26.0,0.6599999999999999,0.328125,,1.0,0.15384615384615385,0.6599999999999999,0,,0.025,0.975
2543,10029476,12,947669,Absent,17,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,29,3,Unicorn_Absent,-1,-1,9,68,0.98125,15.0,0.07142857142857142,19.0,0.7,0.25,,0.96875,0.11764705882352941,0.6599999999999999,5,,0.025,0.975
2545,10029476,13,947669,Absent,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,25,7,Unicorn_Absent,-1,-1,9,93,0.95625,15.0,0.034482758620689655,38.0,0.7,0.484375,,0.98125,0.07142857142857142,0.7,3,,0.025,0.975
2547,10029476,14,947669,Absent,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,25,7,Unicorn_Absent,-1,-1,9,118,0.95625,15.0,1.0,38.0,0.935483870967742,0.484375,,0.95625,0.034482758620689655,0.7,7,,0.025,0.975
2549,10029476,15,947669,Absent,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,25,7,Unicorn_Absent,-1,-1,9,143,0.95625,15.0,1.0,38.0,0.935483870967742,0.484375,,0.95625,1.0,0.935483870967742,7,,0.025,0.975
2555,10029476,18,947669,Absent,30,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,16,16,Unicorn_Absent,-1,-1,9,210,0.9,26.0,0.17142857142857143,40.0,0.12903225806451613,0.375,,0.95625,1.0,0.935483870967742,7,,0.025,0.975
