"par","value","feval","restarts","convergence","message"
0.09286758674879,1674.71693334405,1005,2,0,"Successful convergence"
0.0581521764728599,1674.71693334405,1005,2,0,"Successful convergence"
0.011352202956104,1674.71693334405,1005,2,0,"Successful convergence"
0.00145577804726266,1674.71693334405,1005,2,0,"Successful convergence"
2.54234398436096,1674.71693334405,1005,2,0,"Successful convergence"
499.016099380693,1674.71693334405,1005,2,0,"Successful convergence"
0.000395441814974973,1674.71693334405,1005,2,0,"Successful convergence"
0.471086944518057,1674.71693334405,1005,2,0,"Successful convergence"
499.878589822853,1674.71693334405,1005,2,0,"Successful convergence"
0.75281579083727,1674.71693334405,1005,2,0,"Successful convergence"
