index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Eta
2281,12151078,1,107841,Absent,18,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,26,6,Unicorn_Absent,-1,-1.0,9,26,0.9625,16.0,1.0,31.0,0.0,0.390625,,,,,,,20,1
2285,12151078,3,107841,Absent,18,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,26,6,Unicorn_Absent,-1,-1.0,9,-18,0.9625,16.0,1.0,31.0,0.0,0.390625,,0.9625,1.0,0.0,6,,20,1
2287,12151078,4,107841,Absent,18,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,26,6,Unicorn_Absent,-1,-1.0,9,8,0.9625,16.0,1.0,31.0,0.0,0.390625,,0.9625,1.0,0.0,6,,20,1
2291,12151078,6,107841,Absent,37,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,29,3,Unicorn_Absent,-1,-1.0,9,69,0.98125,28.0,0.1891891891891892,37.0,0.0,0.53125,,0.9625,1.0,0.0,6,,20,1
2293,12151078,7,107841,Absent,37,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,20,12,Unicorn_Absent,-1,-1.0,9,89,0.925,28.0,1.0,48.0,0.0,0.5625,,0.98125,0.1891891891891892,0.0,3,,20,1
2297,12151078,9,107841,Absent,37,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,20,12,Unicorn_Absent,-1,-1.0,9,134,0.925,28.0,1.0,48.0,0.0,0.5625,,0.925,1.0,0.0,12,,20,1
2299,12151078,10,107841,Absent,37,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,20,12,Unicorn_Absent,-1,-1.0,9,154,0.925,28.0,1.0,48.0,0.010617760617760624,0.5625,,0.925,1.0,0.0,12,,20,1
2301,12151078,11,107841,Absent,37,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,20,12,Unicorn_Absent,-1,-1.0,9,174,0.925,28.0,1.0,48.0,0.010617760617760624,0.5625,,0.925,1.0,0.010617760617760624,12,,20,1
2311,12151078,16,107841,Absent,48,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,15,17,Unicorn_Absent,-1,-1.0,9,109,0.89375,33.0,0.32608695652173914,55.0,0.7428571428571429,0.59375,,0.925,1.0,0.010617760617760624,12,,20,1
2313,12151078,17,107841,Absent,48,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,15,17,Unicorn_Absent,-1,-1.0,9,124,0.89375,33.0,1.0,55.0,0.7428571428571429,0.59375,,0.89375,0.32608695652173914,0.7428571428571429,17,,20,1
2317,12151078,19,107841,Absent,48,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,15,17,Unicorn_Absent,-1,-1.0,9,166,0.89375,33.0,1.0,55.0,0.0,0.59375,,0.89375,1.0,0.7428571428571429,17,,20,1
2319,12151078,20,107841,Absent,48,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,15,17,Unicorn_Absent,-1,-1.0,9,181,0.89375,33.0,1.0,55.0,0.0,0.59375,,0.89375,1.0,0.0,17,,20,1
2323,12151078,22,107841,Absent,48,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,15,17,Unicorn_Absent,-1,-1.0,9,216,0.89375,33.0,1.0,55.0,0.0,0.59375,,0.89375,1.0,0.0,17,,20,1
2327,12151078,24,107841,Absent,40,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,23,9,Unicorn_Absent,-1,-1.0,9,270,0.94375,30.0,0.3404255319148936,46.0,0.0,0.578125,,0.89375,1.0,0.0,17,,20,1
2333,12151078,27,107841,Absent,32,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,18,14,Unicorn_Absent,-1,-1.0,9,242,0.9125,28.0,0.28888888888888886,42.0,0.0,0.4375,,0.94375,0.3404255319148936,0.0,9,,20,1
2337,12151078,29,107841,Absent,32,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,18,14,Unicorn_Absent,-1,-1.0,9,182,0.9125,28.0,1.0,42.0,0.0,0.4375,,0.9125,0.28888888888888886,0.0,14,,20,1
2341,12151078,31,107841,Absent,32,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,18,14,Unicorn_Absent,-1,-1.0,9,122,0.9125,28.0,1.0,42.0,0.013535684987694807,0.4375,,0.9125,1.0,0.0,14,,20,1
2345,12151078,33,107841,Absent,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,9,184,1.0,4.0,0.06666666666666667,17.0,0.013535684987694807,0.265625,,0.9125,1.0,0.013535684987694807,14,,20,1
2347,12151078,34,107841,Absent,33,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,32,0,Unicorn_Absent,-1,-1.0,9,216,1.0,30.0,0.0625,33.0,0.0,0.515625,,1.0,0.06666666666666667,0.013535684987694807,0,,20,1
2351,12151078,36,107841,Absent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,Unicorn_Absent,-1,-1.0,9,184,1.0,2.0,0.06666666666666667,13.0,0.0,0.203125,,1.0,0.0625,0.0,0,,20,1
2353,12151078,37,107841,Absent,26,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17,15,Unicorn_Absent,-1,-1.0,9,201,0.90625,22.0,0.0,50.0,0.0,0.546875,,1.0,0.06666666666666667,0.0,0,,20,1
2355,12151078,38,107841,Absent,26,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17,15,Unicorn_Absent,-1,-1.0,9,218,0.90625,22.0,1.0,50.0,0.0,0.546875,,0.90625,0.0,0.0,15,,20,1
2357,12151078,39,107841,Absent,26,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17,15,Unicorn_Absent,-1,-1.0,9,235,0.90625,22.0,1.0,50.0,0.0,0.546875,,0.90625,1.0,0.0,15,,20,1
2363,12151078,42,107841,Absent,26,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17,15,Unicorn_Absent,-1,-1.0,9,198,0.90625,22.0,1.0,50.0,0.0,0.546875,,0.90625,1.0,0.0,15,,20,1
2365,12151078,43,107841,Absent,26,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17,15,Unicorn_Absent,-1,-1.0,9,215,0.90625,22.0,1.0,50.0,0.0,0.546875,,0.90625,1.0,0.0,15,,20,1
2369,12151078,45,107841,Absent,46,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,28,4,Unicorn_Absent,-1,-1.0,9,275,0.975,35.0,0.26666666666666666,40.0,0.0,0.5625,,0.90625,1.0,0.0,15,,20,1
2373,12151078,47,107841,Absent,46,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,28,4,Unicorn_Absent,-1,-1.0,9,235,0.975,35.0,1.0,40.0,0.06042553191489358,0.5625,,0.975,0.26666666666666666,0.0,4,,20,1
2377,12151078,49,107841,Absent,22,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,24,8,Unicorn_Absent,-1,-1.0,9,291,0.95,19.0,0.2,39.0,0.06042553191489358,0.484375,,0.975,1.0,0.06042553191489358,4,,20,1
2381,12151078,51,107841,Absent,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,29,3,Unicorn_Absent,-1,-1.0,9,352,0.98125,8.0,0.125,27.0,0.026984126984126944,0.375,,0.95,0.2,0.06042553191489358,8,,20,1
2385,12151078,53,107841,Absent,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,31,1,Unicorn_Absent,-1,-1.0,9,318,0.99375,8.0,1.0,44.0,0.026984126984126944,0.671875,,0.98125,0.125,0.026984126984126944,3,,20,1
