index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Eta
3366,11948220,4,119455,Absent,55,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,13,19,Unicorn_Absent,-1,-1.0,0,80,0.88125,37.0,1.0,52.0,0.0,0.515625,RS,,,,,,10,0.5
3368,11948220,5,119455,Absent,55,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,13,19,Unicorn_Absent,-1,-1.0,0,93,0.88125,37.0,1.0,52.0,0.0,0.515625,RS,0.88125,1.0,0.0,19,RS,10,0.5
3372,11948220,7,119455,Absent,16,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,151,0.96875,14.0,0.21428571428571427,32.0,0.0,0.421875,RS,0.88125,1.0,0.0,19,RS,10,0.5
3376,11948220,9,119455,Absent,16,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,109,0.96875,14.0,1.0,32.0,0.0,0.421875,RS,0.96875,0.21428571428571427,0.0,5,RS,10,0.5
3378,11948220,10,119455,Absent,16,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,136,0.96875,14.0,1.0,32.0,0.05238095238095239,0.421875,RS,0.96875,1.0,0.0,5,RS,10,0.5
3382,11948220,12,119455,Absent,16,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,94,0.96875,14.0,1.0,32.0,0.05238095238095239,0.421875,RS,0.96875,1.0,0.05238095238095239,5,RS,10,0.5
3384,11948220,13,119455,Absent,16,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,121,0.96875,14.0,1.0,32.0,0.0,0.421875,RS,0.96875,1.0,0.05238095238095239,5,RS,10,0.5
3386,11948220,14,119455,Absent,16,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,148,0.96875,14.0,1.0,32.0,0.0,0.421875,RS,0.96875,1.0,0.0,5,RS,10,0.5
3388,11948220,15,119455,Absent,16,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,175,0.96875,14.0,1.0,32.0,0.0,0.421875,RS,0.96875,1.0,0.0,5,RS,10,0.5
3394,11948220,18,119455,Absent,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1.0,0,167,0.975,5.0,0.11764705882352941,34.0,0.0,0.46875,RS,0.96875,1.0,0.0,5,RS,10,0.5
