"par","value","feval","restarts","convergence","message"
0.0796402464952636,664.859350435901,803,1,0,"Successful convergence"
0.041382486197714,664.859350435901,803,1,0,"Successful convergence"
0.0101326016237752,664.859350435901,803,1,0,"Successful convergence"
0.00169051808256967,664.859350435901,803,1,0,"Successful convergence"
499.71374072918,664.859350435901,803,1,0,"Successful convergence"
499.993728792439,664.859350435901,803,1,0,"Successful convergence"
4.97655623567045,664.859350435901,803,1,0,"Successful convergence"
384.933130984783,664.859350435901,803,1,0,"Successful convergence"
499.963682723567,664.859350435901,803,1,0,"Successful convergence"
0.758417709730269,664.859350435901,803,1,0,"Successful convergence"
