"par","value","feval","restarts","convergence","message"
0.0683472525188254,5321.2703386462,1410,3,2,"Stagnation in Nelder-Mead"
0.0999999999920425,5321.2703386462,1410,3,2,"Stagnation in Nelder-Mead"
0.0999999766407937,5321.2703386462,1410,3,2,"Stagnation in Nelder-Mead"
0.0408783025043367,5321.2703386462,1410,3,2,"Stagnation in Nelder-Mead"
112.280297212265,5321.2703386462,1410,3,2,"Stagnation in Nelder-Mead"
499.999999999986,5321.2703386462,1410,3,2,"Stagnation in Nelder-Mead"
6.00448796170717,5321.2703386462,1410,3,2,"Stagnation in Nelder-Mead"
5.55111512312578e-14,5321.2703386462,1410,3,2,"Stagnation in Nelder-Mead"
499.918744146134,5321.2703386462,1410,3,2,"Stagnation in Nelder-Mead"
0.930599011595419,5321.2703386462,1410,3,2,"Stagnation in Nelder-Mead"
