index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
1440,10573881,1,105758,Absent,27,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,26,6,Unicorn_Absent,-1,-1,0,26,0.9625,23.0,1.0,37.0,0.0,0.484375,RS,,,,,,0.3,0.3
1444,10573881,3,105758,Absent,63,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,13,19,Unicorn_Absent,-1,-1,0,71,0.88125,43.0,0.32,56.0,0.0,0.578125,RS,0.9625,1.0,0.0,6,RS,0.3,0.3
1448,10573881,5,105758,Absent,27,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,26,6,Unicorn_Absent,-1,-1,0,129,0.9625,16.0,0.1346153846153846,39.0,0.013333333333333308,0.515625,RS,0.88125,0.32,0.0,19,RS,0.3,0.3
1450,10573881,6,105758,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1,3,129,0.8,32.0,0.2,64.0,0.013333333333333308,0.5,DOWN,0.9625,0.1346153846153846,0.013333333333333308,6,RS,0.3,0.3
1454,10573881,8,105758,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,28,Unicorn_Absent,-1,-1,8,48,0.825,28.0,0.30434782608695654,64.0,0.22094017094017096,0.5625,OUT,0.8,0.2,0.013333333333333308,32,DOWN,0.3,0.3
1456,10573881,9,105758,Absent,39,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,14,18,Unicorn_Absent,-1,-1,0,62,0.8875,28.0,0.3333333333333333,41.0,0.22094017094017096,0.359375,RS,0.825,0.30434782608695654,0.22094017094017096,28,OUT,0.3,0.3
1460,10573881,11,105758,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,126,1.0,0.0,0.0,28.0,0.253125,0.4375,NOTHING,0.8875,0.3333333333333333,0.22094017094017096,18,RS,0.3,0.3
1470,10573881,16,105758,Absent,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,25,7,Unicorn_Absent,-1,-1,0,174,0.95625,14.0,0.0,43.0,0.253125,0.5625,RS,1.0,0.0,0.253125,0,NOTHING,0.3,0.3
1472,10573881,17,105758,Absent,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,25,7,Unicorn_Absent,-1,-1,0,199,0.95625,14.0,1.0,43.0,0.6956521739130435,0.5625,RS,0.95625,0.0,0.253125,7,RS,0.3,0.3
1474,10573881,18,105758,Absent,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,27,5,Unicorn_Absent,-1,-1,0,226,0.96875,14.0,1.0,25.0,0.6956521739130435,0.3125,RS,0.95625,1.0,0.6956521739130435,7,RS,0.3,0.3
