index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Alpha
121,14882374,1,23741,Absent,11,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,9,28,0.975,10.0,1.0,41.0,0.0,0.578125,,,,,,,0.025,150
127,14882374,4,23741,Absent,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1,9,22,0.98125,9.0,0.11764705882352941,38.0,0.0,0.546875,,0.975,1.0,0.0,4,,0.025,150
129,14882374,5,23741,Absent,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,32,0,Unicorn_Absent,-1,-1,9,54,1.0,20.0,0.16,20.0,0.19607843137254902,0.3125,,0.98125,0.11764705882352941,0.0,3,,0.025,150
133,14882374,7,23741,Absent,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,Unicorn_Absent,-1,-1,9,20,0.99375,11.0,0.06896551724137931,21.0,0.19607843137254902,0.3125,,1.0,0.16,0.19607843137254902,0,,0.025,150
135,14882374,8,23741,Absent,39,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,27,5,Unicorn_Absent,-1,-1,9,47,0.96875,27.0,0.26666666666666666,33.0,0.16,0.4375,,0.99375,0.06896551724137931,0.19607843137254902,1,,0.025,150
137,14882374,9,23741,Absent,39,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,27,5,Unicorn_Absent,-1,-1,9,74,0.96875,27.0,1.0,33.0,0.16,0.4375,,0.96875,0.26666666666666666,0.16,5,,0.025,150
139,14882374,10,23741,Absent,39,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,27,5,Unicorn_Absent,-1,-1,9,101,0.96875,27.0,1.0,33.0,0.06896551724137931,0.4375,,0.96875,1.0,0.16,5,,0.025,150
145,14882374,13,23741,Absent,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,26,6,Unicorn_Absent,-1,-1,9,190,0.9625,9.0,0.125,42.0,0.06896551724137931,0.5625,,0.96875,1.0,0.06896551724137931,5,,0.025,150
149,14882374,15,23741,Absent,44,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,13,19,Unicorn_Absent,-1,-1,9,116,0.88125,33.0,0.10526315789473684,53.0,0.027450980392156876,0.53125,,0.9625,0.125,0.06896551724137931,6,,0.025,150
151,14882374,16,23741,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,13,19,Unicorn_Absent,-1,-1,5,129,0.88125,32.0,0.4772727272727273,52.0,0.027450980392156876,0.515625,LEFT,0.88125,0.10526315789473684,0.027450980392156876,19,,0.025,150
