index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Alpha
2791,18941079,16,107966,Absent,36,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,21,11,Unicorn_Absent,-1,-1,9,192,0.93125,26.0,0.3181818181818182,47.0,0.22836879432624116,0.5625,,0.9875,0.45652173913043476,0.7555555555555555,2,UP,0.025,0
2793,18941079,17,107966,Absent,36,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,21,11,Unicorn_Absent,-1,-1,9,213,0.93125,26.0,1.0,47.0,0.22836879432624116,0.5625,,0.93125,0.3181818181818182,0.22836879432624116,11,,0.025,0
2799,18941079,20,107966,Absent,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,2,Unicorn_Absent,-1,-1,9,209,0.9875,8.0,0.13333333333333333,22.0,0.34307692307692306,0.3125,,0.93125,1.0,0.22836879432624116,11,,0.025,0
2801,18941079,21,107966,Absent,21,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,25,7,Unicorn_Absent,-1,-1,9,234,0.95625,20.0,0.037037037037037035,35.0,0.34307692307692306,0.4375,,0.9875,0.13333333333333333,0.34307692307692306,2,,0.025,0
2805,18941079,23,107966,Absent,21,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,25,7,Unicorn_Absent,-1,-1,9,285,0.95625,20.0,1.0,35.0,0.45652173913043476,0.4375,,0.95625,0.037037037037037035,0.34307692307692306,7,,0.025,0
2807,18941079,24,107966,Absent,21,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,25,7,Unicorn_Absent,-1,-1,9,310,0.95625,20.0,1.0,35.0,0.45652173913043476,0.4375,,0.95625,1.0,0.45652173913043476,7,,0.025,0
2817,18941079,29,107966,Absent,21,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,19,13,Unicorn_Absent,-1,-1,9,140,0.91875,20.0,1.0,47.0,0.3181818181818182,0.53125,,0.95625,1.0,0.45652173913043476,7,,0.025,0
2821,18941079,31,107966,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,21,11,Unicorn_Absent,-1,-1,8,193,0.93125,28.0,0.2631578947368421,45.0,0.3181818181818182,0.53125,OUT,0.91875,1.0,0.3181818181818182,13,,0.025,0
2825,18941079,33,107966,Absent,33,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,16,16,Unicorn_Absent,-1,-1,9,241,0.9,27.0,0.1956521739130435,43.0,0.0,0.421875,,0.93125,0.2631578947368421,0.3181818181818182,11,OUT,0.025,0
2831,18941079,36,107966,Absent,60,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,24,8,Unicorn_Absent,-1,-1,9,225,0.95,40.0,0.3958333333333333,44.0,0.0,0.5625,,0.9,0.1956521739130435,0.0,16,,0.025,0
2833,18941079,37,107966,Absent,60,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,24,8,Unicorn_Absent,-1,-1,9,249,0.95,40.0,1.0,44.0,0.09743589743589745,0.5625,,0.95,0.3958333333333333,0.0,8,,0.025,0
2835,18941079,38,107966,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,27,5,Unicorn_Absent,-1,-1,5,276,0.96875,32.0,0.46938775510204084,39.0,0.09743589743589745,0.53125,LEFT,0.95,1.0,0.09743589743589745,8,,0.025,0
2837,18941079,39,107966,Absent,37,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,25,7,Unicorn_Absent,-1,-1,9,301,0.95625,31.0,0.46511627906976744,36.0,0.11447811447811448,0.453125,,0.96875,0.46938775510204084,0.09743589743589745,5,LEFT,0.025,0
2839,18941079,40,107966,Absent,37,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,25,7,Unicorn_Absent,-1,-1,9,326,0.95625,31.0,1.0,36.0,0.11447811447811448,0.453125,,0.95625,0.46511627906976744,0.11447811447811448,7,,0.025,0
2841,18941079,41,107966,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,25,7,Unicorn_Absent,-1,-1,6,351,0.95625,32.0,0.21153846153846154,37.0,0.0,0.46875,RIGHT,0.95625,1.0,0.11447811447811448,7,,0.025,0
2847,18941079,44,107966,Absent,40,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,13,Unicorn_Absent,-1,-1,9,431,0.91875,29.0,0.2978723404255319,43.0,0.0,0.46875,,0.95625,0.21153846153846154,0.0,7,RIGHT,0.025,0
2849,18941079,45,107966,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1,7,447,0.9,36.0,0.3,47.0,0.0,0.484375,IN,0.91875,0.2978723404255319,0.0,13,,0.025,0
2851,18941079,46,107966,Absent,61,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,32,0,Unicorn_Absent,-1,-1,9,479,1.0,36.0,0.3584905660377358,36.0,0.0,0.5625,,0.9,0.3,0.0,16,IN,0.025,0
2853,18941079,47,107966,Absent,54,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,27,5,Unicorn_Absent,-1,-1,9,506,0.96875,40.0,0.52,49.0,0.7346938775510203,0.6875,,1.0,0.3584905660377358,0.0,0,,0.025,0
2871,18941079,56,107966,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,7,679,1.0,36.0,0.288135593220339,64.0,0.7346938775510203,1.0,IN,0.96875,0.52,0.7346938775510203,5,,0.025,0
2873,18941079,57,107966,Absent,48,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,32,0,Unicorn_Absent,-1,-1,9,711,1.0,34.0,0.34615384615384615,34.0,0.0968421052631579,0.53125,,1.0,0.288135593220339,0.7346938775510203,0,IN,0.025,0
2875,18941079,58,107966,Absent,37,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,18,14,Unicorn_Absent,-1,-1,9,729,0.9125,29.0,0.3125,47.0,0.0968421052631579,0.515625,,1.0,0.34615384615384615,0.0968421052631579,0,,0.025,0
2877,18941079,59,107966,Absent,37,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,32,0,Unicorn_Absent,-1,-1,9,761,1.0,29.0,1.0,29.0,0.02883762200532386,0.453125,,0.9125,0.3125,0.0968421052631579,14,,0.025,0
2879,18941079,60,107966,Absent,27,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1,9,790,0.98125,22.0,0.1590909090909091,25.0,0.02883762200532386,0.34375,,1.0,1.0,0.02883762200532386,0,,0.025,0
2760,18941079,1,189466,Absent,56,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,31,Unicorn_Absent,-1,-1,0,1,0.80625,44.0,1.0,53.0,0.20664414414414412,0.34375,RS,,,,,,0.025,0
2766,18941079,4,189466,Absent,40,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,19,13,Unicorn_Absent,-1,-1,0,69,0.91875,30.0,0.34545454545454546,45.0,0.20664414414414412,0.5,RS,0.80625,1.0,0.20664414414414412,31,RS,0.025,0
2768,18941079,5,189466,Absent,40,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,18,14,Unicorn_Absent,-1,-1,0,87,0.9125,30.0,1.0,44.0,0.0,0.46875,RS,0.91875,0.34545454545454546,0.20664414414414412,13,RS,0.025,0
2772,18941079,7,189466,Absent,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1,0,147,0.9875,4.0,0.13333333333333333,38.0,0.0,0.5625,RS,0.9125,1.0,0.0,14,RS,0.025,0
2774,18941079,8,189466,Absent,11,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,7,Unicorn_Absent,-1,-1,0,172,0.95625,10.0,0.07692307692307693,38.0,0.5306122448979591,0.484375,RS,0.9875,0.13333333333333333,0.0,2,RS,0.025,0
2788,18941079,15,189466,Absent,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,0,171,0.9875,6.0,0.0,36.0,0.5306122448979591,0.53125,RS,0.95625,0.07692307692307693,0.5306122448979591,7,RS,0.025,0
2790,18941079,16,189466,Absent,51,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,21,11,Unicorn_Absent,-1,-1,0,192,0.93125,32.0,0.0,47.0,0.5348837209302326,0.5625,RS,0.9875,0.0,0.5306122448979591,2,RS,0.025,0
2792,18941079,17,189466,Absent,51,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,21,11,Unicorn_Absent,-1,-1,0,213,0.93125,32.0,1.0,47.0,0.5348837209302326,0.5625,RS,0.93125,0.0,0.5348837209302326,11,RS,0.025,0
2798,18941079,20,189466,Absent,20,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,0,209,0.9875,16.0,0.23076923076923078,22.0,0.0,0.3125,RS,0.93125,1.0,0.5348837209302326,11,RS,0.025,0
2800,18941079,21,189466,Absent,24,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,25,7,Unicorn_Absent,-1,-1,0,234,0.95625,22.0,0.15151515151515152,35.0,0.0,0.4375,RS,0.9875,0.23076923076923078,0.0,2,RS,0.025,0
2804,18941079,23,189466,Absent,24,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,25,7,Unicorn_Absent,-1,-1,0,285,0.95625,22.0,1.0,35.0,0.7884615384615384,0.4375,RS,0.95625,0.15151515151515152,0.0,7,RS,0.025,0
2806,18941079,24,189466,Absent,24,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,25,7,Unicorn_Absent,-1,-1,0,310,0.95625,22.0,1.0,35.0,0.7884615384615384,0.4375,RS,0.95625,1.0,0.7884615384615384,7,RS,0.025,0
2816,18941079,29,189466,Absent,55,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,19,13,Unicorn_Absent,-1,-1,0,140,0.91875,40.0,0.2653061224489796,47.0,0.03980782429649965,0.53125,RS,0.95625,1.0,0.7884615384615384,7,RS,0.025,0
2820,18941079,31,189466,Absent,35,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,21,11,Unicorn_Absent,-1,-1,0,193,0.93125,28.0,0.36,45.0,0.03980782429649965,0.53125,RS,0.91875,0.2653061224489796,0.03980782429649965,13,RS,0.025,0
2824,18941079,33,189466,Absent,43,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,16,16,Unicorn_Absent,-1,-1,0,241,0.9,32.0,0.22448979591836735,43.0,0.7,0.421875,RS,0.93125,0.36,0.03980782429649965,11,RS,0.025,0
2830,18941079,36,189466,Absent,19,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,24,8,Unicorn_Absent,-1,-1,0,225,0.95,12.0,0.1891891891891892,44.0,0.7,0.5625,RS,0.9,0.22448979591836735,0.7,16,RS,0.025,0
2832,18941079,37,189466,Absent,19,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,24,8,Unicorn_Absent,-1,-1,0,249,0.95,12.0,1.0,44.0,0.3584905660377358,0.5625,RS,0.95,0.1891891891891892,0.7,8,RS,0.025,0
2834,18941079,38,189466,Absent,19,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,27,5,Unicorn_Absent,-1,-1,0,276,0.96875,12.0,1.0,39.0,0.3584905660377358,0.53125,RS,0.95,1.0,0.3584905660377358,8,RS,0.025,0
2836,18941079,39,189466,Absent,19,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,25,7,Unicorn_Absent,-1,-1,0,301,0.95625,12.0,1.0,36.0,0.52,0.453125,RS,0.96875,1.0,0.3584905660377358,5,RS,0.025,0
2838,18941079,40,189466,Absent,19,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,25,7,Unicorn_Absent,-1,-1,0,326,0.95625,12.0,1.0,36.0,0.52,0.453125,RS,0.95625,1.0,0.52,7,RS,0.025,0
2840,18941079,41,189466,Absent,19,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,25,7,Unicorn_Absent,-1,-1,0,351,0.95625,12.0,1.0,37.0,0.18287243532560216,0.46875,RS,0.95625,1.0,0.52,7,RS,0.025,0
2846,18941079,44,189466,Absent,38,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,19,13,Unicorn_Absent,-1,-1,0,431,0.91875,27.0,0.25806451612903225,43.0,0.18287243532560216,0.46875,RS,0.95625,1.0,0.18287243532560216,7,RS,0.025,0
2848,18941079,45,189466,Absent,38,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,16,16,Unicorn_Absent,-1,-1,0,447,0.9,27.0,1.0,47.0,0.34615384615384615,0.484375,RS,0.91875,0.25806451612903225,0.18287243532560216,13,RS,0.025,0
2850,18941079,46,189466,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,479,1.0,0.0,0.0,36.0,0.34615384615384615,0.5625,NOTHING,0.9,1.0,0.34615384615384615,16,RS,0.025,0
2852,18941079,47,189466,Absent,19,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,5,Unicorn_Absent,-1,-1,0,506,0.96875,14.0,0.0,49.0,0.3125,0.6875,RS,1.0,0.0,0.34615384615384615,0,NOTHING,0.025,0
2870,18941079,56,189466,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,8,679,1.0,28.0,0.10526315789473684,64.0,0.3125,1.0,OUT,0.96875,0.0,0.3125,5,RS,0.025,0
2872,18941079,57,189466,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,711,1.0,0.0,0.0,34.0,1.0,0.53125,NOTHING,1.0,0.10526315789473684,0.3125,0,OUT,0.025,0
2874,18941079,58,189466,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,18,14,Unicorn_Absent,-1,-1,6,729,0.9125,32.0,0.0,47.0,1.0,0.515625,RIGHT,1.0,0.0,1.0,0,NOTHING,0.025,0
2876,18941079,59,189466,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,761,1.0,0.0,0.0,29.0,0.1590909090909091,0.453125,NOTHING,0.9125,0.0,1.0,14,RIGHT,0.025,0
2878,18941079,60,189466,Absent,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1,0,790,0.98125,6.0,0.0,25.0,0.1590909090909091,0.34375,RS,1.0,0.0,0.1590909090909091,0,NOTHING,0.025,0
1442,19141443,2,19141,Absent,48,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,9,23,Unicorn_Absent,-1,-1,0,38,0.85625,35.0,1.0,51.0,0.0,0.4375,RS,,,,,,0.025,0
1444,19141443,3,19141,Absent,48,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,9,23,Unicorn_Absent,-1,-1,0,47,0.85625,35.0,1.0,51.0,0.0,0.4375,RS,0.85625,1.0,0.0,23,RS,0.025,0
1446,19141443,4,19141,Absent,48,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,9,23,Unicorn_Absent,-1,-1,0,56,0.85625,35.0,1.0,51.0,0.0,0.4375,RS,0.85625,1.0,0.0,23,RS,0.025,0
1448,19141443,5,19141,Absent,48,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,9,23,Unicorn_Absent,-1,-1,0,65,0.85625,35.0,1.0,51.0,0.0,0.4375,RS,0.85625,1.0,0.0,23,RS,0.025,0
