index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Alpha
1473,13293085,17,308594,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,153,1.0,0.0,1.0,34.0,1.0,0.53125,NOTHING,1.0,1.0,1.0,0,NOTHING,0.075,150
1477,13293085,19,308594,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,28,Unicorn_Absent,-1,-1,8,93,0.825,28.0,0.0,64.0,0.2727272727272727,0.5625,OUT,1.0,1.0,1.0,0,NOTHING,0.075,150
1479,13293085,20,308594,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Unicorn_Absent,-1,-1,4,93,0.8,32.0,0.30434782608695654,32.0,0.2727272727272727,0.0,UP,0.825,0.0,0.2727272727272727,28,OUT,0.075,150
1481,13293085,21,308594,Absent,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,9,123,0.9875,9.0,0.10810810810810811,22.0,0.2222222222222222,0.3125,,0.8,0.30434782608695654,0.2727272727272727,32,UP,0.075,150
1493,13293085,27,308594,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,189,1.0,0.0,0.0,64.0,0.2222222222222222,1.0,NOTHING,0.9875,0.10810810810810811,0.2222222222222222,2,,0.075,150
1501,13293085,31,308594,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,317,1.0,0.0,1.0,64.0,0.0,1.0,NOTHING,1.0,0.0,0.2222222222222222,0,NOTHING,0.075,150
1505,13293085,33,308594,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,381,1.0,0.0,1.0,64.0,0.0,1.0,NOTHING,1.0,1.0,0.0,0,NOTHING,0.075,150
1507,13293085,34,308594,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,413,1.0,0.0,1.0,64.0,0.0,1.0,NOTHING,1.0,1.0,0.0,0,NOTHING,0.075,150
1509,13293085,35,308594,Absent,63,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,-6,38,Unicorn_Absent,-1,-1,9,407,0.7625,38.0,0.0,64.0,0.0,0.40625,,1.0,1.0,0.0,0,NOTHING,0.075,150
1523,13293085,42,308594,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,333,1.0,32.0,0.2727272727272727,32.0,0.3257575757575758,0.5,DOWN,0.7625,0.0,0.0,38,,0.075,150
1537,13293085,49,308594,Absent,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,28,4,Unicorn_Absent,-1,-1,9,449,0.975,12.0,0.2222222222222222,40.0,0.3257575757575758,0.5625,,1.0,0.2727272727272727,0.3257575757575758,0,DOWN,0.075,150
1539,13293085,50,308594,Absent,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,28,4,Unicorn_Absent,-1,-1,9,477,0.975,12.0,1.0,40.0,0.1965811965811966,0.5625,,0.975,0.2222222222222222,0.3257575757575758,4,,0.075,150
1541,13293085,51,308594,Absent,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,28,4,Unicorn_Absent,-1,-1,9,505,0.975,12.0,1.0,40.0,0.1965811965811966,0.5625,,0.975,1.0,0.1965811965811966,4,,0.075,150
1547,13293085,54,308594,Absent,14,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,27,5,Unicorn_Absent,-1,-1,9,577,0.96875,12.0,0.09090909090909091,43.0,0.9285714285714286,0.59375,,0.975,1.0,0.1965811965811966,4,,0.075,150
1553,13293085,57,308594,Absent,8,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,29,3,Unicorn_Absent,-1,-1,9,574,0.98125,8.0,0.1111111111111111,37.0,0.9285714285714286,0.53125,,0.96875,0.09090909090909091,0.9285714285714286,5,,0.075,150
1555,13293085,58,308594,Absent,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,25,7,Unicorn_Absent,-1,-1,9,599,0.95625,7.0,0.07142857142857142,32.0,1.0,0.390625,,0.98125,0.1111111111111111,0.9285714285714286,3,,0.075,150
1559,13293085,60,308594,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,5,663,1.0,32.0,0.0,64.0,1.0,1.0,LEFT,0.95625,0.07142857142857142,1.0,7,,0.075,150
4080,13657399,1,136540,Absent,50,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,13,19,Unicorn_Absent,-1,-1,0,13,0.88125,36.0,1.0,47.0,0.0,0.4375,RS,,,,,,0.075,150
4086,13657399,4,136540,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,8,-18,0.9125,28.0,0.3333333333333333,47.0,0.0,0.515625,OUT,0.88125,1.0,0.0,19,RS,0.075,150
4092,13657399,7,136540,Absent,26,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,14,18,Unicorn_Absent,-1,-1,0,54,0.8875,18.0,0.21052631578947367,64.0,0.047619047619047616,0.71875,RS,0.9125,0.3333333333333333,0.0,14,OUT,0.075,150
