"par","value","feval","restarts","convergence","message"
0.04879688361169,5217.05097540414,1375,3,2,"Stagnation in Nelder-Mead"
0.0820472518482845,5217.05097540414,1375,3,2,"Stagnation in Nelder-Mead"
0.0999981784817717,5217.05097540414,1375,3,2,"Stagnation in Nelder-Mead"
0.0529379695573734,5217.05097540414,1375,3,2,"Stagnation in Nelder-Mead"
488.982482012772,5217.05097540414,1375,3,2,"Stagnation in Nelder-Mead"
4.60398170614662,5217.05097540414,1375,3,2,"Stagnation in Nelder-Mead"
8.36696433556622,5217.05097540414,1375,3,2,"Stagnation in Nelder-Mead"
0.0125613876090225,5217.05097540414,1375,3,2,"Stagnation in Nelder-Mead"
961.305596780023,5217.05097540414,1375,3,2,"Stagnation in Nelder-Mead"
0.930971090189786,5217.05097540414,1375,3,2,"Stagnation in Nelder-Mead"
