"par","value","feval","restarts","convergence","message"
0.0578586280362868,4276.47780773266,808,3,2,"Stagnation in Nelder-Mead"
0.099999996743158,4276.47780773266,808,3,2,"Stagnation in Nelder-Mead"
0.0999999999999995,4276.47780773266,808,3,2,"Stagnation in Nelder-Mead"
0.0999999998101238,4276.47780773266,808,3,2,"Stagnation in Nelder-Mead"
999.995766916046,4276.47780773266,808,3,2,"Stagnation in Nelder-Mead"
998.769897906101,4276.47780773266,808,3,2,"Stagnation in Nelder-Mead"
0.0384336485307113,4276.47780773266,808,3,2,"Stagnation in Nelder-Mead"
995.204045980061,4276.47780773266,808,3,2,"Stagnation in Nelder-Mead"
993.637797013153,4276.47780773266,808,3,2,"Stagnation in Nelder-Mead"
0.676341196989363,4276.47780773266,808,3,2,"Stagnation in Nelder-Mead"
