index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Zeta
5043,11629157,2,91577,Absent,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,9,58,0.9625,13.0,1.0,32.0,0.0,0.40625,,,,,,,0.05,0.1
5051,11629157,6,91577,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,8,145,0.9125,28.0,0.1388888888888889,46.0,0.0,0.5,OUT,0.9625,1.0,0.0,6,,0.05,0.1
5053,11629157,7,91577,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,4,159,0.8875,32.0,0.30434782608695654,49.0,0.12777777777777777,0.484375,UP,0.9125,0.1388888888888889,0.0,14,OUT,0.05,0.1
5067,11629157,14,91577,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,3,328,0.8,32.0,0.0,64.0,0.12777777777777777,0.5,DOWN,0.8875,0.30434782608695654,0.12777777777777777,18,UP,0.05,0.1
5069,11629157,15,91577,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,8,346,0.9125,28.0,0.30434782608695654,46.0,0.03565217391304348,0.5,OUT,0.8,0.0,0.12777777777777777,32,DOWN,0.05,0.1
5071,11629157,16,91577,Absent,40,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,32,0,Unicorn_Absent,-1,-1.0,9,378,1.0,31.0,0.2826086956521739,31.0,0.03565217391304348,0.484375,,0.9125,0.30434782608695654,0.03565217391304348,14,OUT,0.05,0.1
5073,11629157,17,91577,Absent,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,32,0,Unicorn_Absent,-1,-1.0,9,410,1.0,7.0,0.15151515151515152,7.0,0.546875,0.109375,,1.0,0.2826086956521739,0.03565217391304348,0,,0.05,0.1
5075,11629157,18,91577,Absent,24,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,32,0,Unicorn_Absent,-1,-1.0,9,442,1.0,21.0,0.037037037037037035,21.0,0.546875,0.328125,,1.0,0.15151515151515152,0.546875,0,,0.05,0.1
5089,11629157,25,91577,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,7,552,0.8875,36.0,0.2391304347826087,50.0,0.19565217391304346,0.5,IN,1.0,0.037037037037037035,0.546875,0,,0.05,0.1
5103,11629157,32,91577,Absent,14,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,25,7,Unicorn_Absent,-1,-1.0,9,519,0.95625,14.0,0.16279069767441862,39.0,0.19565217391304346,0.5,,0.8875,0.2391304347826087,0.19565217391304346,18,IN,0.05,0.1
