"par","value","feval","restarts","convergence","message"
0.0895504931786558,8793.79727326829,695,0,0,"Successful convergence"
0.040669329094253,8793.79727326829,695,0,0,"Successful convergence"
0.0759574233882523,8793.79727326829,695,0,0,"Successful convergence"
0.0427666869336871,8793.79727326829,695,0,0,"Successful convergence"
0,8793.79727326829,695,0,0,"Successful convergence"
499.000015108004,8793.79727326829,695,0,0,"Successful convergence"
32,8793.79727326829,695,0,0,"Successful convergence"
999.999990480125,8793.79727326829,695,0,0,"Successful convergence"
499.000009655515,8793.79727326829,695,0,0,"Successful convergence"
0.999999999638267,8793.79727326829,695,0,0,"Successful convergence"
