"par","value","feval","restarts","convergence","message"
0.0999999999615055,4279.28011261603,378,0,0,"Successful convergence"
0.1,4279.28011261603,378,0,0,"Successful convergence"
0.1,4279.28011261603,378,0,0,"Successful convergence"
0.1,4279.28011261603,378,0,0,"Successful convergence"
14.6451627573217,4279.28011261603,378,0,0,"Successful convergence"
500,4279.28011261603,378,0,0,"Successful convergence"
32,4279.28011261603,378,0,0,"Successful convergence"
