index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo
0,1075532863,2,107558,Absent,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,39,0.9625,11,0.06666666666666667,37.0,0.17861635220125788,0.484375,,,,,RS
0,1075532863,3,107558,Absent,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,66,0.96875,11,1.0,43.0,0.62,0.59375,0.9625,0.06666666666666667,0.17861635220125788,6.0,RS
0,1075532863,4,107558,Absent,38,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,98,1.0,29,0.17647058823529413,29.0,0.17647058823529413,0.453125,0.96875,1.0,0.62,5.0,RS
0,1075532863,5,107558,Absent,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,130,1.0,13,0.16666666666666666,13.0,0.8333333333333334,0.203125,1.0,0.17647058823529413,0.17647058823529413,0.0,RS
0,1075532863,6,107558,Absent,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-64,0,Unicorn_Present,6,3.0,0,Unicorn_Present,RS,66,0.4,13,1.0,13.0,0.0,0.203125,1.0,0.16666666666666666,0.8333333333333334,0.0,RS
0,1075532863,7,107558,Present,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,22,10,Unicorn_Present,4,6.0,0,Unicorn_Absent,RS,88,0.9375,13,1.0,56.0,1.0,0.71875,0.4,1.0,0.0,0.0,RS
0,1075532863,8,107558,Absent,56,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,29,3,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,117,0.98125,32,0.25,36.0,0.1179245283018868,0.515625,0.9375,1.0,1.0,10.0,LEFT
0,1075532863,9,107558,Present,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,2,6.0,5,Unicorn_Present,LEFT,149,1.0,3,0.029411764705882353,6.0,0.08169934640522875,0.09375,0.98125,0.25,0.1179245283018868,3.0,LEFT
0,1075532863,10,107558,Present,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,2,6.0,5,Unicorn_Present,LEFT,181,1.0,3,1.0,6.0,0.0,0.09375,1.0,0.029411764705882353,0.08169934640522875,0.0,LEFT
0,1075532863,11,107558,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-66,2,Unicorn_Present,7,6.0,5,Unicorn_Absent,LEFT,115,0.3875,32,0.09375,37.0,0.33482142857142855,0.546875,1.0,1.0,0.0,0.0,RS
