Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2
1148115241,1,114815,Present,38,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,20,12,Unicorn_Present,4,1.0,0,Unicorn_Absent,20,0.925,,RS,23,,38,,0.40625,,,0.16216216216216217,,,RS,RS
1148115241,2,114815,Absent,38,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,21,13,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,41,0.93125,12.0,RS,20,0.16216216216216217,41,0.1933933933933934,0.4375,20.0,0.925,0.23809523809523808,,RS,RS,RS
1148115241,3,114815,Absent,40,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,13,15,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,54,0.88125,11.0,RS,32,0.23809523809523808,43,0.011904761904761918,0.4375,21.0,0.93125,0.16666666666666666,0.1933933933933934,RS,RS,RS
1148115241,4,114815,Absent,38,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,20,4,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,74,0.925,19.0,RS,24,0.16666666666666666,41,0.07017543859649122,0.578125,13.0,0.88125,0.29411764705882354,0.011904761904761918,RS,RS,RS
1148115241,5,114815,Present,13,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,31,5,Unicorn_Present,0,1.0,0,Unicorn_Absent,105,0.99375,12.0,RS,20,0.29411764705882354,36,0.1589825119236884,0.484375,20.0,0.925,0.10526315789473684,0.07017543859649122,RS,RS,RS
1148115241,6,114815,Absent,38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,20,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,125,0.925,1.0,RS,22,0.10526315789473684,37,0.13798008534850642,0.421875,31.0,0.99375,0.2222222222222222,0.1589825119236884,RS,RS,RS
1148115241,7,114815,Present,22,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,27,10,Unicorn_Present,5,0.0,0,Unicorn_Absent,152,0.96875,12.0,RS,22,0.2222222222222222,41,0.12777777777777777,0.484375,20.0,0.925,0.21951219512195122,0.13798008534850642,RS,RS,RS
1148115241,8,114815,Absent,44,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,21,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,173,0.93125,5.0,RS,28,0.21951219512195122,42,0.013045944412932498,0.5,27.0,0.96875,0.2619047619047619,0.12777777777777777,RS,RS,RS
1148115241,9,114815,Present,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,32,10,Unicorn_Present,1,1.0,0,Unicorn_Present,205,1.0,11.0,RS,25,0.2619047619047619,45,0.006090808416389815,0.546875,21.0,0.93125,0.4375,0.013045944412932498,RS,RS,RS
1148115241,10,114815,Present,22,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,29,7,Unicorn_Present,2,3.0,0,Unicorn_Absent,234,0.98125,0.0,RS,21,0.4375,40,0.10416666666666669,0.515625,32.0,1.0,0.25,0.006090808416389815,RS,RS,RS
