Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2
681178148,1,6811,Absent,38,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,20,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,20,0.925,,RS,19,,36,,0.484375,,,0.21052631578947367,,,RS,RS
681178148,2,6811,Absent,37,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,19,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,39,0.91875,12.0,RS,27,0.21052631578947367,39,0.0015948963317384546,0.515625,20.0,0.925,0.2564102564102564,,RS,RS,RS
681178148,3,6811,Absent,15,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,25,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,64,0.95625,13.0,RS,22,0.2564102564102564,38,0.09851551956815113,0.4375,19.0,0.91875,0.2777777777777778,0.0015948963317384546,RS,RS,RS
681178148,4,6811,Absent,16,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,28,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,92,0.975,7.0,RS,24,0.2777777777777778,42,0.06847545219638243,0.53125,25.0,0.95625,0.16666666666666666,0.09851551956815113,RS,RS,RS
681178148,5,6811,Present,18,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,26,11,Unicorn_Present,6,3.0,0,Unicorn_Present,118,0.9625,4.0,RS,25,0.16666666666666666,37,0.19444444444444445,0.40625,28.0,0.975,0.19444444444444445,0.06847545219638243,RS,RS,RS
681178148,6,6811,Present,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,32,10,Unicorn_Present,0,7.0,0,Unicorn_Present,150,1.0,6.0,RS,18,0.19444444444444445,30,0.05555555555555555,0.3125,26.0,0.9625,0.21052631578947367,0.19444444444444445,RS,RS,RS
681178148,7,6811,Present,23,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,26,13,Unicorn_Present,0,2.0,0,Unicorn_Present,176,0.9625,0.0,RS,28,0.21052631578947367,45,0.08947368421052632,0.5,32.0,1.0,0.20512820512820512,0.05555555555555555,RS,RS,RS
681178148,8,6811,Present,3,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,32,6,Unicorn_Present,5,2.0,0,Unicorn_Present,208,1.0,6.0,RS,19,0.20512820512820512,38,0.10439560439560441,0.5,26.0,0.9625,0.15,0.08947368421052632,RS,RS,RS
681178148,9,6811,Present,27,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,24,11,Unicorn_Present,5,3.0,0,Unicorn_Present,232,0.95,0.0,RS,27,0.15,40,0.04512195121951221,0.453125,32.0,1.0,0.2564102564102564,0.10439560439560441,RS,RS,RS
681178148,10,6811,Present,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,32,11,Unicorn_Present,1,4.0,0,Unicorn_Absent,264,1.0,8.0,RS,22,0.2564102564102564,44,0.06917113893858085,0.515625,24.0,0.95,0.3157894736842105,0.04512195121951221,RS,RS,RS
681178148,11,6811,Absent,31,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,20,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,284,0.925,0.0,RS,28,0.3157894736842105,41,0.006265664160400974,0.5,32.0,1.0,0.21951219512195122,0.06917113893858085,RS,RS,RS
681178148,12,6811,Absent,26,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,28,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,312,0.975,12.0,RS,22,0.21951219512195122,38,0.04002501563477173,0.46875,20.0,0.925,0.2,0.006265664160400974,RS,RS,RS
681178148,13,6811,Present,19,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,28,7,Unicorn_Present,1,6.0,0,Unicorn_Absent,340,0.975,4.0,RS,26,0.2,46,0.04390243902439023,0.609375,28.0,0.975,0.15384615384615385,0.04002501563477173,RS,RS,RS
681178148,14,6811,Absent,16,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,28,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,368,0.975,4.0,RS,19,0.15384615384615385,29,0.08299595141700403,0.296875,28.0,0.975,0.16279069767441862,0.04390243902439023,RS,RS,RS
681178148,15,6811,Present,6,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,32,12,Unicorn_Present,3,7.0,0,Unicorn_Absent,400,1.0,4.0,RS,31,0.16279069767441862,43,0.1705426356589147,0.484375,28.0,0.975,0.25,0.08299595141700403,RS,RS,RS
681178148,16,6811,Absent,29,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,22,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,422,0.9375,0.0,RS,19,0.25,34,0.013157894736842118,0.40625,32.0,1.0,0.1875,0.1705426356589147,RS,RS,RS
681178148,17,6811,Absent,32,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,-70,7,Unicorn_Present,3,1.0,0,Unicorn_Present,352,0.3625,10.0,RS,19,0.1875,36,0.01762820512820512,0.453125,22.0,0.9375,0.13513513513513514,0.013157894736842118,RS,RS,RS
681178148,18,6811,Present,17,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,30,8,Unicorn_Present,1,4.0,0,Unicorn_Present,382,0.9875,6.0,RS,23,0.13513513513513514,36,0.11486486486486486,0.4375,-70.0,0.3625,0.21052631578947367,0.01762820512820512,RS,RS,RS
681178148,19,6811,Present,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,32,11,Unicorn_Present,1,2.0,0,Unicorn_Absent,414,1.0,2.0,RS,23,0.21052631578947367,37,0.08857509627727855,0.40625,30.0,0.9875,0.11904761904761904,0.11486486486486486,RS,RS,RS
681178148,20,6811,Absent,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,22,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,436,0.9375,0.0,RS,24,0.11904761904761904,38,0.12419562419562422,0.484375,32.0,1.0,0.28205128205128205,0.08857509627727855,RS,RS,RS
681178148,21,6811,Absent,46,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,19,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,455,0.91875,10.0,RS,26,0.28205128205128205,39,0.11988911988911988,0.46875,22.0,0.9375,0.34146341463414637,0.12419562419562422,RS,RS,RS
681178148,22,6811,Absent,28,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,23,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,478,0.94375,13.0,RS,29,0.34146341463414637,38,0.08339889850511412,0.46875,19.0,0.91875,0.4090909090909091,0.11988911988911988,RS,RS,RS
681178148,23,6811,Absent,35,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,25,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,503,0.95625,9.0,RS,33,0.4090909090909091,43,0.21554252199413493,0.515625,23.0,0.94375,0.23255813953488372,0.08339889850511412,RS,RS,RS
681178148,24,6811,Absent,32,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,-77,6,Unicorn_Present,0,4.0,0,Unicorn_Absent,426,0.31875,7.0,RS,20,0.23255813953488372,34,0.05608755129958959,0.4375,25.0,0.95625,0.2777777777777778,0.21554252199413493,RS,RS,RS
