Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2
624315581,1,6243,Present,2,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,32,10,Unicorn_Present,1,1.0,0,Unicorn_Present,32,1.0,,RS,26,,43,,0.515625,,,0.2619047619047619,,,RS,IN
624315581,2,6243,Present,26,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,24,9,Unicorn_Present,4,0.0,0,Unicorn_Absent,56,0.95,0.0,RS,27,0.2619047619047619,44,0.030778164924506357,0.546875,32.0,1.0,0.4318181818181818,,RS,IN,RS
624315581,3,6243,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,70,0.8875,8.0,IN,36,0.4318181818181818,50,0.08298097251585623,0.5,24.0,0.95,0.3695652173913043,0.030778164924506357,RS,RS,NOTHING
624315581,4,6243,Absent,28,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,28,14,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,98,0.975,18.0,RS,27,0.3695652173913043,41,0.11956521739130432,0.421875,14.0,0.8875,0.0,0.08298097251585623,IN,NOTHING,RS
624315581,5,6243,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,3,3.0,2,Unicorn_Present,34,0.4,4.0,NOTHING,0,0.0,28,0.19148936170212766,0.4375,28.0,0.975,0.0,0.11956521739130432,RS,RS,RS
624315581,6,6243,Present,20,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,22,8,Unicorn_Present,2,5.0,0,Unicorn_Absent,56,0.9375,0.0,RS,27,0.0,42,0.1590909090909091,0.53125,-64.0,0.4,0.15,0.19148936170212766,NOTHING,RS,RS
624315581,7,6243,Absent,25,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,88,1.0,10.0,RS,19,0.15,19,0.15,0.296875,22.0,0.9375,0.17647058823529413,0.1590909090909091,RS,RS,RS
624315581,8,6243,Absent,29,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,120,1.0,0.0,RS,21,0.17647058823529413,21,0.8235294117647058,0.328125,32.0,1.0,0.30303030303030304,0.15,RS,RS,IN
624315581,9,6243,Present,19,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,32,0,Unicorn_Present,6,5.0,0,Unicorn_Absent,152,1.0,0.0,RS,22,0.30303030303030304,22,0.696969696969697,0.34375,32.0,1.0,0.23404255319148937,0.8235294117647058,RS,IN,IN
624315581,10,6243,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,184,1.0,0.0,IN,36,0.23404255319148937,36,0.7659574468085106,0.5625,32.0,1.0,1.0,0.696969696969697,RS,IN,UP
